sampleID	FrEIA_score	ref_genome	settings
LP0029_05_L004	13.278274548042807	0memhg19	True40
LP0029_06_L003	10.226272948141446	0memhg19	True40
LP0030_03_L004	7.156359408213761	0memhg19	True40
LP0030_05_L004	7.091944630438729	0memhg19	True40
LP0020_01	0.9667636240826144	0memhg19	TrueDI26830XA
LP0020_02	0.6178189672422375	0memhg19	TrueDI26830XA
LP0020_03	1.4689370153500851	0memhg19	TrueDI26830XA
LP0020_04	1.46587305283132	0memhg19	TrueDI26830XA
LP0020_05	0.8628054089442614	0memhg19	TrueDI26830XA
LP0020_06	0.8881683150089196	0memhg19	TrueDI26830XA
LP0020_07	0.912161762055624	0memhg19	TrueDI26830XA
LP0020_08	0.8966802889868131	0memhg19	TrueDI26830XA
LP0025_01_L004	1.1051300876741104	0memhg19	TrueDI26830XA
LP0025_02_L004	1.61389397762893	0memhg19	TrueDI26830XA
LP0025_03_L003	1.0139823382357867	0memhg19	TrueDI26830XA
LP0025_04_L004	0.5155894972899747	0memhg19	TrueDI26830XA
LP0025_05_L003	0.8460521089455179	0memhg19	TrueDI26830XA
LP0025_06_L003	4.627568799990687	0memhg19	TrueDI26830XA
LP0025_07_L004	3.9132321665867846	0memhg19	TrueDI26830XA
LP0025_08_L004	1.6164690067960295	0memhg19	TrueDI26830XA
LP0025_10_L003	5.297213193377197	0memhg19	TrueDI26830XA
LP0025_11_L003	3.845490761786141	0memhg19	TrueDI26830XA
LP0025_12_L003	3.9554522020689804	0memhg19	TrueDI26830XA
LP0025_15_L003	15.728105358030954	0memhg19	TrueDI26830XA
LP0025_17_L003	6.945579822026577	0memhg19	TrueDI26830XA
LP0025_21_L004	4.696215971232727	0memhg19	TrueDI26830XA
LP0025_24_L003	12.432462320938395	0memhg19	TrueDI26830XA
LP0026_05_L003	3.580160747807933	0memhg19	TrueDI26830XA
LP0026_07_L003	3.8199776762526234	0memhg19	TrueDI26830XA
LP0026_08_L003	5.8609220375153654	0memhg19	TrueDI26830XA
LP0026_22_L003	7.1154750593875145	0memhg19	TrueDI26830XA
LP0026_26_L004	5.727555058292354	0memhg19	TrueDI26830XA
LP0026_38_L004	10.167665882053978	0memhg19	TrueDI26830XA
LP0026_42_L004	6.441958896466119	0memhg19	TrueDI26830XA
LP0027_26_L003	7.654315690265576	0memhg19	TrueDI26830XA
LP0027_35_L003	5.540476036441259	0memhg19	TrueDI26830XA
LP0027_39_L003	4.674379217852814	0memhg19	TrueDI26830XA
LP0028_01_L004	12.490504433092209	0memhg19	TrueDI26830XA
LP0029_02_L004	2.324809431866631	0memhg19	TrueDI26830XA
LP0029_04_L003	11.012490070497984	0memhg19	TrueDI26830XA
LP0029_05_L004	10.926747938316007	0memhg19	TrueDI26830XA
LP0029_06_L003	9.489260043562556	0memhg19	TrueDI26830XA
LP0030_03_L004	7.954271942215857	0memhg19	TrueDI26830XA
LP0030_05_L004	6.498871715916169	0memhg19	TrueDI26830XA
LP0020_01	1.148875704961915	0memhg19decoy	False40
LP0020_02	0.8418573426530264	0memhg19decoy	False40
LP0020_03	1.681891111703595	0memhg19decoy	False40
LP0020_04	1.6698492514237369	0memhg19decoy	False40
LP0020_05	1.1580990351831726	0memhg19decoy	False40
LP0020_06	0.9717363147629509	0memhg19decoy	False40
LP0020_07	1.1305133846079618	0memhg19decoy	False40
LP0020_08	0.9884576759433307	0memhg19decoy	False40
LP0025_01_L004	1.168018107895904	0memhg19decoy	False40
LP0025_02_L004	1.3650267742984998	0memhg19decoy	False40
LP0025_03_L003	0.9782035190162841	0memhg19decoy	False40
LP0025_04_L004	0.5258117530755904	0memhg19decoy	False40
LP0025_05_L003	0.8134195270646871	0memhg19decoy	False40
LP0025_06_L003	4.353204930624663	0memhg19decoy	False40
LP0025_07_L004	3.977410878280723	0memhg19decoy	False40
LP0025_08_L004	1.5742532869902057	0memhg19decoy	False40
LP0025_10_L003	5.186418748814241	0memhg19decoy	False40
LP0025_11_L003	3.6896563217978664	0memhg19decoy	False40
LP0025_12_L003	3.5440564237354506	0memhg19decoy	False40
LP0025_15_L003	14.940772677195824	0memhg19decoy	False40
LP0025_17_L003	6.39043642782205	0memhg19decoy	False40
LP0025_21_L004	3.948810142190274	0memhg19decoy	False40
LP0025_24_L003	10.543631164757	0memhg19decoy	False40
LP0026_05_L003	3.0772607347507246	0memhg19decoy	False40
LP0026_07_L003	3.1948070830469675	0memhg19decoy	False40
LP0026_08_L003	5.9281785480181135	0memhg19decoy	False40
LP0026_22_L003	7.281960820520506	0memhg19decoy	False40
LP0026_26_L004	5.7162156085061255	0memhg19decoy	False40
LP0026_38_L004	9.833452922819767	0memhg19decoy	False40
LP0026_42_L004	6.487646199233633	0memhg19decoy	False40
LP0027_26_L003	7.196287659991495	0memhg19decoy	False40
LP0027_35_L003	5.292471065090734	0memhg19decoy	False40
LP0027_39_L003	4.595392511163556	0memhg19decoy	False40
LP0028_01_L004	12.791459361398708	0memhg19decoy	False40
LP0029_02_L004	2.0925705282418154	0memhg19decoy	False40
LP0029_04_L003	9.824771897080838	0memhg19decoy	False40
LP0029_05_L004	6.744865510783032	0memhg19decoy	False40
LP0029_06_L003	9.35666683560495	0memhg19decoy	False40
LP0030_03_L004	7.272875008610607	0memhg19decoy	False40
LP0030_05_L004	6.281742843872485	0memhg19decoy	False40
LP0020_01	1.1430034292121285	0memhg19decoy	FalseDI26830XA
LP0020_02	0.8601260844272917	0memhg19decoy	FalseDI26830XA
LP0020_03	1.677528441576032	0memhg19decoy	FalseDI26830XA
LP0020_04	1.669394223064799	0memhg19decoy	FalseDI26830XA
LP0020_05	1.166284947217633	0memhg19decoy	FalseDI26830XA
LP0020_06	0.9706849009369444	0memhg19decoy	FalseDI26830XA
LP0020_07	1.1370847642300719	0memhg19decoy	FalseDI26830XA
LP0020_08	0.990422369276837	0memhg19decoy	FalseDI26830XA
LP0025_01_L004	1.124589924925933	0memhg19decoy	FalseDI26830XA
LP0025_02_L004	1.472198357075008	0memhg19decoy	FalseDI26830XA
LP0025_03_L003	0.9254443648225142	0memhg19decoy	FalseDI26830XA
LP0025_04_L004	0.5365244297103735	0memhg19decoy	FalseDI26830XA
LP0025_05_L003	0.8115973217269654	0memhg19decoy	FalseDI26830XA
LP0025_06_L003	4.186770179815112	0memhg19decoy	FalseDI26830XA
LP0025_07_L004	3.7910512177687967	0memhg19decoy	FalseDI26830XA
LP0025_08_L004	1.583585794228711	0memhg19decoy	FalseDI26830XA
LP0025_10_L003	5.194874374220054	0memhg19decoy	FalseDI26830XA
LP0025_11_L003	3.594278668729143	0memhg19decoy	FalseDI26830XA
LP0025_12_L003	3.5694828358441315	0memhg19decoy	FalseDI26830XA
LP0025_15_L003	16.06272837882041	0memhg19decoy	FalseDI26830XA
LP0025_17_L003	6.178090116697157	0memhg19decoy	FalseDI26830XA
LP0025_21_L004	3.8920587617106888	0memhg19decoy	FalseDI26830XA
LP0025_24_L003	10.49376100567313	0memhg19decoy	FalseDI26830XA
LP0026_05_L003	3.0686420561966536	0memhg19decoy	FalseDI26830XA
LP0026_07_L003	3.313220692371268	0memhg19decoy	FalseDI26830XA
LP0026_08_L003	5.849692867110517	0memhg19decoy	FalseDI26830XA
LP0026_22_L003	7.0955696683038045	0memhg19decoy	FalseDI26830XA
LP0026_26_L004	5.595481942455677	0memhg19decoy	FalseDI26830XA
LP0026_38_L004	9.642413176791433	0memhg19decoy	FalseDI26830XA
LP0026_42_L004	6.541754634023867	0memhg19decoy	FalseDI26830XA
LP0027_26_L003	7.330771580213248	0memhg19decoy	FalseDI26830XA
LP0027_35_L003	5.469182039222932	0memhg19decoy	FalseDI26830XA
LP0027_39_L003	4.642633714045277	0memhg19decoy	FalseDI26830XA
LP0028_01_L004	11.610278327402632	0memhg19decoy	FalseDI26830XA
LP0029_02_L004	2.0254738753257264	0memhg19decoy	FalseDI26830XA
LP0029_04_L003	9.218358554472099	0memhg19decoy	FalseDI26830XA
LP0029_05_L004	7.051626772550249	0memhg19decoy	FalseDI26830XA
LP0029_06_L003	8.96317860225131	0memhg19decoy	FalseDI26830XA
LP0030_03_L004	7.089693680950479	0memhg19decoy	FalseDI26830XA
LP0030_05_L004	6.040218593768037	0memhg19decoy	FalseDI26830XA
LP0020_01	1.0095634299954521	0memhg19decoy	True40
LP0020_02	0.6297095524676537	0memhg19decoy	True40
LP0020_03	1.5256628267852292	0memhg19decoy	True40
LP0020_04	1.5269174122532243	0memhg19decoy	True40
LP0020_05	0.9220912324059324	0memhg19decoy	True40
LP0020_06	0.9121586176352663	0memhg19decoy	True40
LP0020_07	0.9728685390481283	0memhg19decoy	True40
LP0020_08	0.9288575460423094	0memhg19decoy	True40
LP0025_01_L004	1.1095641232779574	0memhg19decoy	True40
LP0025_02_L004	1.5398365853809073	0memhg19decoy	True40
LP0025_03_L003	0.9792869751298668	0memhg19decoy	True40
LP0025_04_L004	0.4995706010456346	0memhg19decoy	True40
LP0025_05_L003	0.8024001334436973	0memhg19decoy	True40
LP0025_06_L003	4.3262564241716595	0memhg19decoy	True40
LP0025_07_L004	3.9923057375673507	0memhg19decoy	True40
LP0025_08_L004	1.612572352413928	0memhg19decoy	True40
LP0025_10_L003	5.31549233298827	0memhg19decoy	True40
LP0025_11_L003	3.656488110664963	0memhg19decoy	True40
LP0025_12_L003	3.4873745719178966	0memhg19decoy	True40
LP0025_15_L003	12.16109038979286	0memhg19decoy	True40
LP0025_17_L003	6.501316214557067	0memhg19decoy	True40
LP0025_21_L004	4.444892091873892	0memhg19decoy	True40
LP0025_24_L003	11.114836746245087	0memhg19decoy	True40
LP0026_05_L003	3.432343377569101	0memhg19decoy	True40
LP0026_07_L003	3.450926348331084	0memhg19decoy	True40
LP0026_08_L003	5.9570874214265706	0memhg19decoy	True40
LP0026_22_L003	7.417516445836823	0memhg19decoy	True40
LP0026_26_L004	5.768886651408023	0memhg19decoy	True40
LP0026_38_L004	9.392514225781975	0memhg19decoy	True40
LP0026_42_L004	6.430467504090761	0memhg19decoy	True40
LP0027_26_L003	6.8149274344818105	0memhg19decoy	True40
LP0027_35_L003	4.989570526523628	0memhg19decoy	True40
LP0027_39_L003	4.5482730146686094	0memhg19decoy	True40
LP0028_01_L004	12.973745223008475	0memhg19decoy	True40
LP0029_02_L004	2.1771493725415727	0memhg19decoy	True40
LP0029_04_L003	10.033932099701998	0memhg19decoy	True40
LP0029_05_L004	9.002766370467999	0memhg19decoy	True40
LP0029_06_L003	9.505771824697202	0memhg19decoy	True40
LP0030_03_L004	8.091173062669352	0memhg19decoy	True40
LP0030_05_L004	6.58519111073884	0memhg19decoy	True40
LP0020_01	0.995565876649707	0memhg19decoy	TrueDI26830XA
LP0020_02	0.6652872399562808	0memhg19decoy	TrueDI26830XA
LP0020_03	1.5046599677151518	0memhg19decoy	TrueDI26830XA
LP0020_04	1.524778748082467	0memhg19decoy	TrueDI26830XA
LP0020_05	0.9079299550305591	0memhg19decoy	TrueDI26830XA
LP0020_06	0.8990141739869789	0memhg19decoy	TrueDI26830XA
LP0020_07	0.9541886573166724	0memhg19decoy	TrueDI26830XA
LP0020_08	0.9262169331436279	0memhg19decoy	TrueDI26830XA
LP0025_01_L004	1.0402287097235237	0memhg19decoy	TrueDI26830XA
LP0025_02_L004	1.6659060099507517	0memhg19decoy	TrueDI26830XA
LP0025_03_L003	0.920642757518784	0memhg19decoy	TrueDI26830XA
LP0025_04_L004	0.5145956314753346	0memhg19decoy	TrueDI26830XA
LP0025_05_L003	0.8041806705783822	0memhg19decoy	TrueDI26830XA
LP0025_06_L003	4.211317326923543	0memhg19decoy	TrueDI26830XA
LP0025_07_L004	3.812038632261376	0memhg19decoy	TrueDI26830XA
LP0025_08_L004	1.6352195803877985	0memhg19decoy	TrueDI26830XA
LP0025_10_L003	5.312926445870815	0memhg19decoy	TrueDI26830XA
LP0025_11_L003	3.5855981042642044	0memhg19decoy	TrueDI26830XA
LP0025_12_L003	3.553395649073558	0memhg19decoy	TrueDI26830XA
LP0025_15_L003	13.281907112420468	0memhg19decoy	TrueDI26830XA
LP0025_17_L003	6.275886498517033	0memhg19decoy	TrueDI26830XA
LP0025_21_L004	4.30271166260213	0memhg19decoy	TrueDI26830XA
LP0025_24_L003	10.95149482648084	0memhg19decoy	TrueDI26830XA
LP0026_05_L003	3.4023132189916994	0memhg19decoy	TrueDI26830XA
LP0026_07_L003	3.603424699680898	0memhg19decoy	TrueDI26830XA
LP0026_08_L003	5.87833493639063	0memhg19decoy	TrueDI26830XA
LP0026_22_L003	7.182032256517215	0memhg19decoy	TrueDI26830XA
LP0026_26_L004	5.648859877903569	0memhg19decoy	TrueDI26830XA
LP0026_38_L004	9.450352716209476	0memhg19decoy	TrueDI26830XA
LP0026_42_L004	6.486149082683388	0memhg19decoy	TrueDI26830XA
LP0027_26_L003	7.034041668134871	0memhg19decoy	TrueDI26830XA
LP0027_35_L003	5.19563118829556	0memhg19decoy	TrueDI26830XA
LP0027_39_L003	4.615962294268434	0memhg19decoy	TrueDI26830XA
LP0028_01_L004	11.75821707213596	0memhg19decoy	TrueDI26830XA
LP0029_02_L004	2.1100159551544353	0memhg19decoy	TrueDI26830XA
LP0029_04_L003	9.537319149134706	0memhg19decoy	TrueDI26830XA
LP0029_05_L004	9.260033127213717	0memhg19decoy	TrueDI26830XA
LP0029_06_L003	9.031638076152085	0memhg19decoy	TrueDI26830XA
LP0030_03_L004	7.619323386332089	0memhg19decoy	TrueDI26830XA
LP0030_05_L004	6.26799388940456	0memhg19decoy	TrueDI26830XA
LP0020_01	1.087342445723745	0memhg38	False40
LP0020_02	0.7516088195169799	0memhg38	False40
LP0020_03	1.6112645509508874	0memhg38	False40
LP0020_04	1.594669466270479	0memhg38	False40
LP0020_05	1.0742148698828509	0memhg38	False40
LP0020_06	0.9317874984200153	0memhg38	False40
LP0020_07	1.0544194330955068	0memhg38	False40
LP0020_08	0.9330692775089848	0memhg38	False40
LP0025_01_L004	1.3099695267547855	0memhg38	False40
LP0025_02_L004	1.2500357228107655	0memhg38	False40
LP0025_03_L003	1.1374395618733535	0memhg38	False40
LP0025_04_L004	0.546251013653178	0memhg38	False40
LP0025_05_L003	0.8972699224232297	0memhg38	False40
LP0025_06_L003	5.021660532060204	0memhg38	False40
LP0025_07_L004	4.152451413159418	0memhg38	False40
LP0025_08_L004	1.5371516922094277	0memhg38	False40
LP0025_10_L003	5.129833653028901	0memhg38	False40
LP0025_11_L003	4.193252943683219	0memhg38	False40
LP0025_12_L003	4.223619884694613	0memhg38	False40
LP0025_15_L003	19.018272621833376	0memhg38	False40
LP0025_17_L003	7.820929111855795	0memhg38	False40
LP0025_21_L004	4.646830395384426	0memhg38	False40
LP0025_24_L003	13.280430013369124	0memhg38	False40
LP0026_05_L003	3.325831974496361	0memhg38	False40
LP0026_07_L003	3.548564371257975	0memhg38	False40
LP0026_08_L003	5.8041926399170825	0memhg38	False40
LP0026_22_L003	7.1268783110280705	0memhg38	False40
LP0026_26_L004	5.8436555249118065	0memhg38	False40
LP0026_38_L004	10.02297209744828	0memhg38	False40
LP0026_42_L004	6.208469418768985	0memhg38	False40
LP0027_26_L003	8.210555376116941	0memhg38	False40
LP0027_35_L003	5.851318450173742	0memhg38	False40
LP0027_39_L003	4.690428008700392	0memhg38	False40
LP0028_01_L004	13.589887049284089	0memhg38	False40
LP0029_02_L004	2.4639557670463317	0memhg38	False40
LP0029_04_L003	12.851644474407168	0memhg38	False40
LP0029_05_L004	9.173309999920559	0memhg38	False40
LP0029_06_L003	10.266147571352302	0memhg38	False40
LP0030_03_L004	7.914395527825254	0memhg38	False40
LP0030_05_L004	6.709338074033985	0memhg38	False40
LP0020_01	1.150195651422954	0memhg38	FalseDI26830XA
LP0020_02	0.8618289863126265	0memhg38	FalseDI26830XA
LP0020_03	1.670555529002376	0memhg38	FalseDI26830XA
LP0020_04	1.671153881073177	0memhg38	FalseDI26830XA
LP0020_05	1.1669486208969546	0memhg38	FalseDI26830XA
LP0020_06	0.9730828757044939	0memhg38	FalseDI26830XA
LP0020_07	1.1490872753990813	0memhg38	FalseDI26830XA
LP0020_08	0.9907500395899268	0memhg38	FalseDI26830XA
LP0025_01_L004	1.0836885450539002	0memhg38	FalseDI26830XA
LP0025_02_L004	1.5855136465693929	0memhg38	FalseDI26830XA
LP0025_03_L003	0.9084101195510484	0memhg38	FalseDI26830XA
LP0025_04_L004	0.549007949953372	0memhg38	FalseDI26830XA
LP0025_05_L003	0.7900332521571163	0memhg38	FalseDI26830XA
LP0025_06_L003	4.095254041253346	0memhg38	FalseDI26830XA
LP0025_07_L004	3.7054532247077154	0memhg38	FalseDI26830XA
LP0025_08_L004	1.598712304846741	0memhg38	FalseDI26830XA
LP0025_10_L003	5.179534621017688	0memhg38	FalseDI26830XA
LP0025_11_L003	3.4426502045923124	0memhg38	FalseDI26830XA
LP0025_12_L003	3.3274732642561737	0memhg38	FalseDI26830XA
LP0025_15_L003	14.675302806139344	0memhg38	FalseDI26830XA
LP0025_17_L003	5.780871167396288	0memhg38	FalseDI26830XA
LP0025_21_L004	3.7274753281379627	0memhg38	FalseDI26830XA
LP0025_24_L003	9.123992926179856	0memhg38	FalseDI26830XA
LP0026_05_L003	2.9335336605097626	0memhg38	FalseDI26830XA
LP0026_07_L003	3.2135106482846165	0memhg38	FalseDI26830XA
LP0026_08_L003	5.7310503071249075	0memhg38	FalseDI26830XA
LP0026_22_L003	7.028891714321952	0memhg38	FalseDI26830XA
LP0026_26_L004	5.4423383084506645	0memhg38	FalseDI26830XA
LP0026_38_L004	8.803551773565873	0memhg38	FalseDI26830XA
LP0026_42_L004	6.485873326854069	0memhg38	FalseDI26830XA
LP0027_26_L003	6.843783206467267	0memhg38	FalseDI26830XA
LP0027_35_L003	5.3261734326323795	0memhg38	FalseDI26830XA
LP0027_39_L003	4.6137745957229805	0memhg38	FalseDI26830XA
LP0028_01_L004	10.558902833395369	0memhg38	FalseDI26830XA
LP0029_02_L004	1.9376106916489304	0memhg38	FalseDI26830XA
LP0029_04_L003	8.56536034270265	0memhg38	FalseDI26830XA
LP0029_05_L004	6.667037395652145	0memhg38	FalseDI26830XA
LP0029_06_L003	8.745281675525213	0memhg38	FalseDI26830XA
LP0030_03_L004	6.9692899953194605	0memhg38	FalseDI26830XA
LP0030_05_L004	6.107940385984678	0memhg38	FalseDI26830XA
LP0020_01	0.9603849724321041	0memhg38	True40
LP0020_02	0.5628872113528883	0memhg38	True40
LP0020_03	1.4634405735549854	0memhg38	True40
LP0020_04	1.4370239183606137	0memhg38	True40
LP0020_05	0.8324223526267939	0memhg38	True40
LP0020_06	0.9058314596368966	0memhg38	True40
LP0020_07	0.898887577898067	0memhg38	True40
LP0020_08	0.8909866392963235	0memhg38	True40
LP0025_01_L004	1.1988770731057485	0memhg38	True40
LP0025_02_L004	1.4816453595086014	0memhg38	True40
LP0025_03_L003	1.1166500670828872	0memhg38	True40
LP0025_04_L004	0.4962780905855125	0memhg38	True40
LP0025_05_L003	0.8752198759575726	0memhg38	True40
LP0025_06_L003	4.981647833624719	0memhg38	True40
LP0025_07_L004	4.18238357993281	0memhg38	True40
LP0025_08_L004	1.5969361087873803	0memhg38	True40
LP0025_10_L003	5.225426705117158	0memhg38	True40
LP0025_11_L003	4.115324655616596	0memhg38	True40
LP0025_12_L003	4.082336361579658	0memhg38	True40
LP0025_15_L003	15.474224562763288	0memhg38	True40
LP0025_17_L003	7.763136663124181	0memhg38	True40
LP0025_21_L004	5.020059251516141	0memhg38	True40
LP0025_24_L003	13.568777535224024	0memhg38	True40
LP0026_05_L003	3.6096324107103244	0memhg38	True40
LP0026_07_L003	3.7127686411231062	0memhg38	True40
LP0026_08_L003	5.853079860069162	0memhg38	True40
LP0026_22_L003	7.273263303408727	0memhg38	True40
LP0026_26_L004	5.962694870154783	0memhg38	True40
LP0026_38_L004	10.134431052830287	0memhg38	True40
LP0026_42_L004	6.158489570999244	0memhg38	True40
LP0027_26_L003	7.823486512182114	0memhg38	True40
LP0027_35_L003	5.400640146614842	0memhg38	True40
LP0027_39_L003	4.638174764149799	0memhg38	True40
LP0028_01_L004	14.362801191515302	0memhg38	True40
LP0029_02_L004	2.498049170807313	0memhg38	True40
LP0029_04_L003	13.256314889513787	0memhg38	True40
LP0029_05_L004	11.912741348296846	0memhg38	True40
LP0029_06_L003	10.35590054298365	0memhg38	True40
LP0030_03_L004	8.421483039239458	0memhg38	True40
LP0030_05_L004	6.921932864903664	0memhg38	True40
LP0020_01	1.022094230269837	0memhg38	TrueDI26830XA
LP0020_02	0.6836668898954512	0memhg38	TrueDI26830XA
LP0020_03	1.5284677226070746	0memhg38	TrueDI26830XA
LP0020_04	1.5291211067223105	0memhg38	TrueDI26830XA
LP0020_05	0.9387166721220659	0memhg38	TrueDI26830XA
LP0020_06	0.9036251167648583	0memhg38	TrueDI26830XA
LP0020_07	0.9876146143585258	0memhg38	TrueDI26830XA
LP0020_08	0.9362574045550541	0memhg38	TrueDI26830XA
