sampleID	dip_depth	ref_genome	settings
LP0020_03	-0.02	30memhg38	FalseDI26830XA
LP0020_06	0.39	30memhg38	FalseDI26830XA
LP0025_07_L004	-0.24	30memhg38	FalseDI26830XA
LP0025_12_L003	0.19	30memhg38	FalseDI26830XA
LP0025_17_L003	0.65	30memhg38	FalseDI26830XA
LP0026_22_L003	-0.94	30memhg38	FalseDI26830XA
LP0025_05_L003	-1.47	30memhg38	FalseDI26830XA
LP0027_39_L003	0.16	30memhg38	FalseDI26830XA
LP0025_03_L003	-0.25	30memhg38	FalseDI26830XA
LP0020_07	-0.55	30memhg38	FalseDI26830XA
LP0026_05_L003	0.57	30memhg38	FalseDI26830XA
LP0025_01_L004	0.06	30memhg38	FalseDI26830XA
LP0025_21_L004	-0.23	30memhg38	FalseDI26830XA
LP0027_26_L003	-0.91	30memhg38	FalseDI26830XA
LP0020_08	0.96	30memhg38	FalseDI26830XA
LP0027_35_L003	-1.03	30memhg38	FalseDI26830XA
LP0026_42_L004	-1.09	30memhg38	FalseDI26830XA
LP0026_38_L004	-1.02	30memhg38	FalseDI26830XA
LP0025_02_L004	-1.75	30memhg38	FalseDI26830XA
LP0026_08_L003	-0.07	30memhg38	FalseDI26830XA
LP0025_10_L003	-1.93	30memhg38	FalseDI26830XA
LP0029_02_L004	1.49	30memhg38	FalseDI26830XA
LP0020_02	-1.4	30memhg38	FalseDI26830XA
LP0029_04_L003	0.54	30memhg38	FalseDI26830XA
LP0020_05	0.65	30memhg38	FalseDI26830XA
LP0026_26_L004	-1.23	30memhg38	FalseDI26830XA
LP0025_15_L003	0.28	30memhg38	FalseDI26830XA
LP0029_06_L003	0.05	30memhg38	FalseDI26830XA
LP0025_24_L003	0.7	30memhg38	FalseDI26830XA
LP0025_04_L004	-0.42	30memhg38	FalseDI26830XA
LP0026_07_L003	0.84	30memhg38	FalseDI26830XA
LP0029_05_L004	-0.51	30memhg38	FalseDI26830XA
LP0020_01	2.09	30memhg38	FalseDI26830XA
LP0025_08_L004	0.1	30memhg38	FalseDI26830XA
LP0020_04	0.52	30memhg38	FalseDI26830XA
LP0028_01_L004	0.56	30memhg38	FalseDI26830XA
LP0025_11_L003	0.4	30memhg38	True40
LP0025_06_L003	-0.04	30memhg38	True40
LP0030_05_L004	0.57	30memhg38	True40
LP0030_03_L004	-1.61	30memhg38	True40
LP0020_03	0.24	30memhg38	True40
LP0020_06	-0.07	30memhg38	True40
LP0025_07_L004	-0.59	30memhg38	True40
LP0025_12_L003	0.41	30memhg38	True40
LP0025_17_L003	1.3	30memhg38	True40
LP0026_22_L003	-1.12	30memhg38	True40
LP0025_05_L003	-1.49	30memhg38	True40
LP0027_39_L003	0.22	30memhg38	True40
LP0025_03_L003	-0.19	30memhg38	True40
LP0020_07	-0.41	30memhg38	True40
LP0026_05_L003	0.82	30memhg38	True40
LP0025_01_L004	0.11	30memhg38	True40
LP0025_21_L004	-0.01	30memhg38	True40
LP0027_26_L003	-1.06	30memhg38	True40
LP0020_08	0.98	30memhg38	True40
LP0027_35_L003	-1.11	30memhg38	True40
LP0026_42_L004	-0.87	30memhg38	True40
LP0026_38_L004	-0.76	30memhg38	True40
LP0025_02_L004	-1.63	30memhg38	True40
LP0026_08_L003	0.52	30memhg38	True40
LP0025_10_L003	-1.75	30memhg38	True40
LP0029_02_L004	1.94	30memhg38	True40
LP0020_02	-1.73	30memhg38	True40
LP0029_04_L003	0.37	30memhg38	True40
LP0020_05	0.25	30memhg38	True40
LP0026_26_L004	-1.28	30memhg38	True40
LP0025_15_L003	0.44	30memhg38	True40
LP0029_06_L003	0.33	30memhg38	True40
LP0025_24_L003	0.61	30memhg38	True40
LP0025_04_L004	-0.43	30memhg38	True40
LP0026_07_L003	0.82	30memhg38	True40
LP0029_05_L004	-0.22	30memhg38	True40
LP0020_01	2.11	30memhg38	True40
LP0025_08_L004	0.22	30memhg38	True40
LP0020_04	-0.23	30memhg38	True40
LP0028_01_L004	0.69	30memhg38	True40
LP0025_11_L003	0.51	30memhg38	TrueDI26830XA
LP0025_06_L003	0.37	30memhg38	TrueDI26830XA
LP0030_05_L004	0.76	30memhg38	TrueDI26830XA
LP0030_03_L004	-2.05	30memhg38	TrueDI26830XA
LP0020_03	-0.49	30memhg38	TrueDI26830XA
LP0020_06	0.74	30memhg38	TrueDI26830XA
LP0025_07_L004	0.08	30memhg38	TrueDI26830XA
LP0025_12_L003	0.28	30memhg38	TrueDI26830XA
LP0025_17_L003	1.2	30memhg38	TrueDI26830XA
LP0026_22_L003	-1.4	30memhg38	TrueDI26830XA
LP0025_05_L003	-1.19	30memhg38	TrueDI26830XA
LP0027_39_L003	0.29	30memhg38	TrueDI26830XA
LP0025_03_L003	0.13	30memhg38	TrueDI26830XA
LP0020_07	-0.39	30memhg38	TrueDI26830XA
LP0026_05_L003	0.91	30memhg38	TrueDI26830XA
LP0025_01_L004	0.79	30memhg38	TrueDI26830XA
LP0025_21_L004	0.1	30memhg38	TrueDI26830XA
LP0027_26_L003	-1.34	30memhg38	TrueDI26830XA
LP0020_08	0.67	30memhg38	TrueDI26830XA
LP0027_35_L003	-0.9	30memhg38	TrueDI26830XA
LP0026_42_L004	-0.75	30memhg38	TrueDI26830XA
LP0026_38_L004	-0.75	30memhg38	TrueDI26830XA
LP0025_02_L004	-1.65	30memhg38	TrueDI26830XA
LP0026_08_L003	-0.12	30memhg38	TrueDI26830XA
LP0025_10_L003	-2.0	30memhg38	TrueDI26830XA
LP0029_02_L004	1.36	30memhg38	TrueDI26830XA
LP0020_02	-1.9	30memhg38	TrueDI26830XA
LP0029_04_L003	0.93	30memhg38	TrueDI26830XA
LP0020_05	0.86	30memhg38	TrueDI26830XA
LP0026_26_L004	-1.22	30memhg38	TrueDI26830XA
LP0025_15_L003	-0.05	30memhg38	TrueDI26830XA
LP0029_06_L003	0.16	30memhg38	TrueDI26830XA
LP0025_24_L003	0.67	30memhg38	TrueDI26830XA
LP0025_04_L004	-0.07	30memhg38	TrueDI26830XA
LP0026_07_L003	1.03	30memhg38	TrueDI26830XA
LP0029_05_L004	-0.65	30memhg38	TrueDI26830XA
LP0020_01	1.32	30memhg38	TrueDI26830XA
LP0025_08_L004	-0.16	30memhg38	TrueDI26830XA
LP0020_04	-0.46	30memhg38	TrueDI26830XA
LP0028_01_L004	0.43	30memhg38	TrueDI26830XA
LP0025_11_L003	0.31	30memhg38noalt	False40
LP0025_06_L003	-0.16	30memhg38noalt	False40
LP0030_05_L004	0.27	30memhg38noalt	False40
LP0030_03_L004	-1.85	30memhg38noalt	False40
LP0020_03	0.45	30memhg38noalt	False40
LP0020_06	0.62	30memhg38noalt	False40
LP0025_07_L004	-0.5	30memhg38noalt	False40
LP0025_12_L003	0.13	30memhg38noalt	False40
LP0025_17_L003	1.62	30memhg38noalt	False40
LP0026_22_L003	-1.18	30memhg38noalt	False40
LP0025_05_L003	-1.45	30memhg38noalt	False40
LP0027_39_L003	0.39	30memhg38noalt	False40
LP0025_03_L003	-0.69	30memhg38noalt	False40
LP0020_07	-0.23	30memhg38noalt	False40
LP0026_05_L003	0.54	30memhg38noalt	False40
LP0025_01_L004	-0.01	30memhg38noalt	False40
LP0025_21_L004	0.17	30memhg38noalt	False40
LP0027_26_L003	-1.2	30memhg38noalt	False40
LP0020_08	1.01	30memhg38noalt	False40
LP0027_35_L003	-1.02	30memhg38noalt	False40
LP0026_42_L004	-0.84	30memhg38noalt	False40
LP0026_38_L004	-1.01	30memhg38noalt	False40
LP0025_02_L004	-1.69	30memhg38noalt	False40
LP0026_08_L003	0.05	30memhg38noalt	False40
LP0025_10_L003	-1.74	30memhg38noalt	False40
LP0029_02_L004	1.17	30memhg38noalt	False40
LP0020_02	-1.19	30memhg38noalt	False40
LP0029_04_L003	0.49	30memhg38noalt	False40
LP0020_05	0.54	30memhg38noalt	False40
LP0026_26_L004	-1.22	30memhg38noalt	False40
LP0025_15_L003	0.46	30memhg38noalt	False40
LP0029_06_L003	-0.09	30memhg38noalt	False40
LP0025_24_L003	0.81	30memhg38noalt	False40
LP0025_04_L004	-0.42	30memhg38noalt	False40
LP0026_07_L003	0.57	30memhg38noalt	False40
LP0029_05_L004	-0.31	30memhg38noalt	False40
LP0020_01	2.37	30memhg38noalt	False40
LP0025_08_L004	0.05	30memhg38noalt	False40
LP0020_04.sortByCoord	0.69	30memhg38noalt	False40
LP0028_01_L004	0.43	30memhg38noalt	False40
LP0025_11_L003	0.59	30memhg38noalt	FalseDI26830XA
LP0025_06_L003	-0.02	30memhg38noalt	FalseDI26830XA
LP0030_05_L004	0.62	30memhg38noalt	FalseDI26830XA
LP0030_03_L004	-1.93	30memhg38noalt	FalseDI26830XA
LP0020_03	0.36	30memhg38noalt	FalseDI26830XA
LP0020_06	0.52	30memhg38noalt	FalseDI26830XA
LP0025_07_L004	-0.56	30memhg38noalt	FalseDI26830XA
LP0025_12_L003	0.13	30memhg38noalt	FalseDI26830XA
LP0025_17_L003	1.1	30memhg38noalt	FalseDI26830XA
LP0026_22_L003	-1.16	30memhg38noalt	FalseDI26830XA
LP0025_05_L003	-1.56	30memhg38noalt	FalseDI26830XA
LP0027_39_L003	0.33	30memhg38noalt	FalseDI26830XA
LP0025_03_L003	-0.55	30memhg38noalt	FalseDI26830XA
LP0020_07	-0.7	30memhg38noalt	FalseDI26830XA
LP0026_05_L003	0.57	30memhg38noalt	FalseDI26830XA
LP0025_01_L004	-0.21	30memhg38noalt	FalseDI26830XA
LP0025_21_L004	-0.01	30memhg38noalt	FalseDI26830XA
LP0027_26_L003	-1.11	30memhg38noalt	FalseDI26830XA
LP0020_08	0.51	30memhg38noalt	FalseDI26830XA
LP0027_35_L003	-1.04	30memhg38noalt	FalseDI26830XA
LP0026_42_L004	-1.0	30memhg38noalt	FalseDI26830XA
LP0026_38_L004	-1.0	30memhg38noalt	FalseDI26830XA
LP0025_02_L004	-1.71	30memhg38noalt	FalseDI26830XA
LP0026_08_L003	0.07	30memhg38noalt	FalseDI26830XA
LP0025_10_L003	-1.95	30memhg38noalt	FalseDI26830XA
LP0029_02_L004	1.12	30memhg38noalt	FalseDI26830XA
LP0020_02	-1.22	30memhg38noalt	FalseDI26830XA
LP0029_04_L003	0.71	30memhg38noalt	FalseDI26830XA
LP0020_05	0.61	30memhg38noalt	FalseDI26830XA
LP0026_26_L004	-1.41	30memhg38noalt	FalseDI26830XA
LP0025_15_L003	0.17	30memhg38noalt	FalseDI26830XA
LP0029_06_L003	-0.04	30memhg38noalt	FalseDI26830XA
LP0025_24_L003	0.85	30memhg38noalt	FalseDI26830XA
LP0025_04_L004	-0.36	30memhg38noalt	FalseDI26830XA
LP0026_07_L003	0.46	30memhg38noalt	FalseDI26830XA
LP0029_05_L004	-0.45	30memhg38noalt	FalseDI26830XA
LP0020_01	2.36	30memhg38noalt	FalseDI26830XA
LP0025_08_L004	0.14	30memhg38noalt	FalseDI26830XA
LP0020_04	0.78	30memhg38noalt	FalseDI26830XA
LP0028_01_L004	0.31	30memhg38noalt	FalseDI26830XA
LP0025_11_L003	0.72	30memhg38noalt	True40
LP0025_06_L003	-0.09	30memhg38noalt	True40
LP0030_05_L004	0.5	30memhg38noalt	True40
LP0030_03_L004	-2.1	30memhg38noalt	True40
LP0020_03	-0.38	30memhg38noalt	True40
LP0020_06	0.65	30memhg38noalt	True40
LP0025_07_L004	-0.9	30memhg38noalt	True40
LP0025_12_L003	0.22	30memhg38noalt	True40
LP0025_17_L003	1.84	30memhg38noalt	True40
LP0026_22_L003	-1.05	30memhg38noalt	True40
LP0025_05_L003	-1.47	30memhg38noalt	True40
LP0027_39_L003	0.55	30memhg38noalt	True40
LP0025_03_L003	-0.75	30memhg38noalt	True40
LP0020_07	-0.34	30memhg38noalt	True40
LP0026_05_L003	0.79	30memhg38noalt	True40
LP0025_01_L004	0.14	30memhg38noalt	True40
LP0025_21_L004	0.02	30memhg38noalt	True40
LP0027_26_L003	-1.23	30memhg38noalt	True40
LP0020_08	1.14	30memhg38noalt	True40
LP0027_35_L003	-1.23	30memhg38noalt	True40
LP0026_42_L004	-0.86	30memhg38noalt	True40
LP0026_38_L004	-0.87	30memhg38noalt	True40
LP0025_02_L004	-1.25	30memhg38noalt	True40
LP0026_08_L003	0.08	30memhg38noalt	True40
LP0025_10_L003	-2.29	30memhg38noalt	True40
LP0029_02_L004	1.25	30memhg38noalt	True40
LP0020_02	-1.27	30memhg38noalt	True40
LP0029_04_L003	0.82	30memhg38noalt	True40
LP0020_05	-0.08	30memhg38noalt	True40
LP0026_26_L004	-1.64	30memhg38noalt	True40
LP0025_15_L003	0.47	30memhg38noalt	True40
LP0029_06_L003	-0.03	30memhg38noalt	True40
LP0025_24_L003	0.67	30memhg38noalt	True40
LP0025_04_L004	-0.28	30memhg38noalt	True40
LP0026_07_L003	0.8	30memhg38noalt	True40
LP0029_05_L004	-0.2	30memhg38noalt	True40
LP0020_01	2.25	30memhg38noalt	True40
LP0025_08_L004	0.37	30memhg38noalt	True40
LP0020_04	0.48	30memhg38noalt	True40
LP0028_01_L004	0.57	30memhg38noalt	True40
LP0025_11_L003	0.9	30memhg38noalt	TrueDI26830XA
LP0025_06_L003	0.26	30memhg38noalt	TrueDI26830XA
LP0030_05_L004	0.62	30memhg38noalt	TrueDI26830XA
LP0030_03_L004	-2.12	30memhg38noalt	TrueDI26830XA
LP0020_03	0.3	30memhg38noalt	TrueDI26830XA
LP0020_06	0.12	30memhg38noalt	TrueDI26830XA
LP0025_07_L004	-0.55	30memhg38noalt	TrueDI26830XA
LP0025_12_L003	0.29	30memhg38noalt	TrueDI26830XA
LP0025_17_L003	1.53	30memhg38noalt	TrueDI26830XA
LP0026_22_L003	-1.47	30memhg38noalt	TrueDI26830XA
LP0025_05_L003	-1.54	30memhg38noalt	TrueDI26830XA
LP0027_39_L003	0.38	30memhg38noalt	TrueDI26830XA
LP0025_03_L003	-0.38	30memhg38noalt	TrueDI26830XA
LP0020_07	-0.86	30memhg38noalt	TrueDI26830XA
LP0026_05_L003	0.62	30memhg38noalt	TrueDI26830XA
LP0025_01_L004	0.24	30memhg38noalt	TrueDI26830XA
LP0025_21_L004	0.05	30memhg38noalt	TrueDI26830XA
LP0027_26_L003	-1.45	30memhg38noalt	TrueDI26830XA
LP0020_08	0.83	30memhg38noalt	TrueDI26830XA
LP0027_35_L003	-0.94	30memhg38noalt	TrueDI26830XA
LP0026_42_L004	-0.91	30memhg38noalt	TrueDI26830XA
LP0026_38_L004	-0.88	30memhg38noalt	TrueDI26830XA
LP0025_02_L004	-1.37	30memhg38noalt	TrueDI26830XA
LP0026_08_L003	0.13	30memhg38noalt	TrueDI26830XA
LP0025_10_L003	-1.89	30memhg38noalt	TrueDI26830XA
LP0029_02_L004	1.22	30memhg38noalt	TrueDI26830XA
LP0020_02	-1.67	30memhg38noalt	TrueDI26830XA
LP0029_04_L003	0.66	30memhg38noalt	TrueDI26830XA
LP0020_05	0.15	30memhg38noalt	TrueDI26830XA
LP0026_26_L004	-1.58	30memhg38noalt	TrueDI26830XA
LP0025_15_L003	0.33	30memhg38noalt	TrueDI26830XA
LP0029_06_L003	0.11	30memhg38noalt	TrueDI26830XA
LP0025_24_L003	0.81	30memhg38noalt	TrueDI26830XA
LP0025_04_L004	-0.05	30memhg38noalt	TrueDI26830XA
LP0026_07_L003	0.52	30memhg38noalt	TrueDI26830XA
LP0029_05_L004	0.07	30memhg38noalt	TrueDI26830XA
LP0020_01	2.32	30memhg38noalt	TrueDI26830XA
LP0025_08_L004	0.16	30memhg38noalt	TrueDI26830XA
LP0020_04	0.17	30memhg38noalt	TrueDI26830XA
LP0028_01_L004	0.71	30memhg38noalt	TrueDI26830XA
