sampleID	tMAD_vs_control	ref_genome	settings
LP0025_12_L003	0.0186360158507737	0memhg38	FalseDI26830XA
LP0025_15_L003	0.0609774224859485	0memhg38	FalseDI26830XA
LP0025_17_L003	0.0284147260438046	0memhg38	FalseDI26830XA
LP0025_21_L004	0.186840989721244	0memhg38	FalseDI26830XA
LP0025_24_L003	0.00503281956682788	0memhg38	FalseDI26830XA
LP0026_05_L003	0.0123787596184671	0memhg38	FalseDI26830XA
LP0026_07_L003	0.00822725768626357	0memhg38	FalseDI26830XA
LP0026_08_L003	0.30620157501833	0memhg38	FalseDI26830XA
LP0026_22_L003	0.0229661922492113	0memhg38	FalseDI26830XA
LP0026_26_L004	0.0705690821359288	0memhg38	FalseDI26830XA
LP0026_38_L004	0.101595120379105	0memhg38	FalseDI26830XA
LP0026_42_L004	0.103632651726712	0memhg38	FalseDI26830XA
LP0027_26_L003	0.0438484483237991	0memhg38	FalseDI26830XA
LP0027_35_L003	0.0475949182404818	0memhg38	FalseDI26830XA
LP0027_39_L003	0.0701283899141907	0memhg38	FalseDI26830XA
LP0028_01_L004	0.161248865065286	0memhg38	FalseDI26830XA
LP0020_01	0.014789673183476	0memhg38	True40
LP0020_02	0.0293409597076138	0memhg38	True40
LP0020_03	0.0258573762711945	0memhg38	True40
LP0020_04	0.030658962881977	0memhg38	True40
LP0020_05	0.020076875	0memhg38	True40
LP0020_06	0.0203452096974663	0memhg38	True40
LP0020_07	0.011311227039894	0memhg38	True40
LP0020_08	0.0186591587418208	0memhg38	True40
LP0025_01_L004	0.00294168983693629	0memhg38	True40
LP0025_02_L004	0.00614148622429818	0memhg38	True40
LP0025_03_L003	0.00503623654009176	0memhg38	True40
LP0025_04_L004	0.00294237479520081	0memhg38	True40
LP0025_07_L004	0.00463312499999999	0memhg38	True40
LP0025_08_L004	0.00334902456073258	0memhg38	True40
LP0029_02_L004	0.00404671135085164	0memhg38	True40
LP0029_04_L003	0.00772187499999998	0memhg38	True40
LP0029_05_L004	0.0047502250104214	0memhg38	True40
LP0029_06_L003	0.00853209190039175	0memhg38	True40
LP0030_03_L004	0.00294100554954012	0memhg38	True40
LP0030_05_L004	0.00533172536658036	0memhg38	True40
LP0025_05_L003	0.00963962963228087	0memhg38	True40
LP0025_06_L003	0.0064353768144069	0memhg38	True40
LP0025_10_L003	0.027970212128653	0memhg38	True40
LP0025_11_L003	0.00723146351719768	0memhg38	True40
LP0025_12_L003	0.0176516584496967	0memhg38	True40
LP0025_15_L003	0.0564205981955763	0memhg38	True40
LP0025_17_L003	0.0333167827513425	0memhg38	True40
LP0025_21_L004	0.158958259886566	0memhg38	True40
LP0025_24_L003	0.00952252962185946	0memhg38	True40
LP0026_05_L003	0.0267613522752298	0memhg38	True40
LP0026_07_L003	0.00961956370653925	0memhg38	True40
LP0026_08_L003	0.317872429377344	0memhg38	True40
LP0026_22_L003	0.0178157067561395	0memhg38	True40
LP0026_26_L004	0.0732000124609372	0memhg38	True40
LP0026_38_L004	0.0904874687798594	0memhg38	True40
LP0026_42_L004	0.0958020749596875	0memhg38	True40
LP0027_26_L003	0.050964375	0memhg38	True40
LP0027_35_L003	0.0596059184160863	0memhg38	True40
LP0027_39_L003	0.0646748155692969	0memhg38	True40
LP0028_01_L004	0.149842446807743	0memhg38	True40
LP0020_01	0.0148465998918281	0memhg38	TrueDI26830XA
