sampleID	globlen_mean	ref_genome	settings
LP0029_04_L003	137.26299914117416	0memhg19	True40
LP0029_05_L004	136.84444945040192	0memhg19	True40
LP0029_06_L003	136.48298652335646	0memhg19	True40
LP0030_03_L004	136.1269473358026	0memhg19	True40
LP0030_05_L004	136.13832387170734	0memhg19	True40
LP0020_01	137.1267782167891	0memhg19	TrueDI26830XA
LP0020_02	136.19168992062484	0memhg19	TrueDI26830XA
LP0020_03	137.51349582949283	0memhg19	TrueDI26830XA
LP0020_04	138.42626986282764	0memhg19	TrueDI26830XA
LP0020_05	136.71821918934472	0memhg19	TrueDI26830XA
LP0020_06	134.50571540706943	0memhg19	TrueDI26830XA
LP0020_07	135.8930556930868	0memhg19	TrueDI26830XA
LP0020_08	135.3910543732085	0memhg19	TrueDI26830XA
LP0025_01_L004	135.46806097674371	0memhg19	TrueDI26830XA
LP0025_02_L004	130.97685862027245	0memhg19	TrueDI26830XA
LP0025_03_L003	135.24656986030774	0memhg19	TrueDI26830XA
LP0025_04_L004	137.20465511234218	0memhg19	TrueDI26830XA
LP0025_05_L003	136.7672774125197	0memhg19	TrueDI26830XA
LP0025_06_L003	137.08448509693397	0memhg19	TrueDI26830XA
LP0025_07_L004	136.90833349120604	0memhg19	TrueDI26830XA
LP0025_08_L004	136.79154384406385	0memhg19	TrueDI26830XA
LP0025_10_L003	131.68384398562517	0memhg19	TrueDI26830XA
LP0025_11_L003	137.4116763319006	0memhg19	TrueDI26830XA
LP0025_12_L003	138.86123484842528	0memhg19	TrueDI26830XA
LP0025_15_L003	135.66335298121714	0memhg19	TrueDI26830XA
LP0025_17_L003	138.24309848472896	0memhg19	TrueDI26830XA
LP0025_21_L004	136.54723798254037	0memhg19	TrueDI26830XA
LP0025_24_L003	137.2018812392198	0memhg19	TrueDI26830XA
LP0026_05_L003	137.67012569960738	0memhg19	TrueDI26830XA
LP0026_07_L003	137.79859829657994	0memhg19	TrueDI26830XA
LP0026_08_L003	134.0781789767014	0memhg19	TrueDI26830XA
LP0026_22_L003	132.46169562041084	0memhg19	TrueDI26830XA
LP0026_26_L004	136.1273351538365	0memhg19	TrueDI26830XA
LP0026_38_L004	135.54870114142145	0memhg19	TrueDI26830XA
LP0026_42_L004	134.23091894295874	0memhg19	TrueDI26830XA
LP0027_26_L003	137.5602552323977	0memhg19	TrueDI26830XA
LP0027_35_L003	138.44114329290613	0memhg19	TrueDI26830XA
LP0027_39_L003	136.89527288046156	0memhg19	TrueDI26830XA
LP0028_01_L004	134.00422592768294	0memhg19	TrueDI26830XA
LP0029_02_L004	136.10101163715825	0memhg19	TrueDI26830XA
LP0029_04_L003	137.53143434278118	0memhg19	TrueDI26830XA
LP0029_05_L004	137.0785322985098	0memhg19	TrueDI26830XA
LP0029_06_L003	136.66447298915864	0memhg19	TrueDI26830XA
LP0030_03_L004	136.3018179904506	0memhg19	TrueDI26830XA
LP0030_05_L004	136.34389564672296	0memhg19	TrueDI26830XA
LP0020_01	137.10926140021505	0memhg19decoy	False40
LP0020_02	136.04797222437847	0memhg19decoy	False40
LP0020_03	137.49694723188554	0memhg19decoy	False40
LP0020_04	138.30018383822235	0memhg19decoy	False40
LP0020_05	136.6843659190459	0memhg19decoy	False40
LP0020_06	134.61243564077424	0memhg19decoy	False40
LP0020_07	135.94752614783178	0memhg19decoy	False40
LP0020_08	135.38991876802584	0memhg19decoy	False40
LP0025_01_L004	135.54491559257445	0memhg19decoy	False40
LP0025_02_L004	131.14229713500333	0memhg19decoy	False40
LP0025_03_L003	135.3095012161952	0memhg19decoy	False40
LP0025_04_L004	137.33741082559393	0memhg19decoy	False40
LP0025_05_L003	136.8657168092391	0memhg19decoy	False40
LP0025_06_L003	137.1820312977685	0memhg19decoy	False40
LP0025_07_L004	137.0147042255172	0memhg19decoy	False40
LP0025_08_L004	136.9078357568817	0memhg19decoy	False40
LP0025_10_L003	131.73597167239083	0memhg19decoy	False40
LP0025_11_L003	137.51568667093528	0memhg19decoy	False40
LP0025_12_L003	138.97366892082542	0memhg19decoy	False40
LP0025_15_L003	135.76057434552504	0memhg19decoy	False40
LP0025_17_L003	138.3437818380384	0memhg19decoy	False40
LP0025_21_L004	136.6612169055295	0memhg19decoy	False40
LP0025_24_L003	137.27042142034017	0memhg19decoy	False40
LP0026_05_L003	137.80720128966763	0memhg19decoy	False40
LP0026_07_L003	137.92196048510473	0memhg19decoy	False40
LP0026_08_L003	134.13662742089826	0memhg19decoy	False40
LP0026_22_L003	132.54253016533863	0memhg19decoy	False40
LP0026_26_L004	136.1907866945347	0memhg19decoy	False40
LP0026_38_L004	135.65318950978264	0memhg19decoy	False40
LP0026_42_L004	134.31116318706898	0memhg19decoy	False40
LP0027_26_L003	137.63089001773878	0memhg19decoy	False40
LP0027_35_L003	138.50467306437517	0memhg19decoy	False40
LP0027_39_L003	136.96233284738207	0memhg19decoy	False40
LP0028_01_L004	134.06387454029704	0memhg19decoy	False40
LP0029_02_L004	136.15564089026586	0memhg19decoy	False40
LP0029_04_L003	137.6135328645116	0memhg19decoy	False40
LP0029_05_L004	137.15000303397377	0memhg19decoy	False40
LP0029_06_L003	136.74108902007083	0memhg19decoy	False40
LP0030_03_L004	136.34797813924544	0memhg19decoy	False40
LP0030_05_L004	136.4214941728149	0memhg19decoy	False40
LP0020_01	137.19343897185001	0memhg19decoy	FalseDI26830XA
LP0020_02	136.2107745933385	0memhg19decoy	FalseDI26830XA
LP0020_03	137.57772476587502	0memhg19decoy	FalseDI26830XA
LP0020_04	138.47715058484667	0memhg19decoy	FalseDI26830XA
LP0020_05	136.78126101487618	0memhg19decoy	FalseDI26830XA
LP0020_06	134.6398298358678	0memhg19decoy	FalseDI26830XA
LP0020_07	135.97658925310793	0memhg19decoy	FalseDI26830XA
LP0020_08	135.42792808258372	0memhg19decoy	FalseDI26830XA
LP0025_01_L004	135.58071705740332	0memhg19decoy	FalseDI26830XA
LP0025_02_L004	131.0694674268802	0memhg19decoy	FalseDI26830XA
LP0025_03_L003	135.3490036940007	0memhg19decoy	FalseDI26830XA
LP0025_04_L004	137.36092011823652	0memhg19decoy	FalseDI26830XA
LP0025_05_L003	136.89521529427222	0memhg19decoy	FalseDI26830XA
LP0025_06_L003	137.20714131710037	0memhg19decoy	FalseDI26830XA
LP0025_07_L004	137.0431063534605	0memhg19decoy	FalseDI26830XA
LP0025_08_L004	136.92833444202668	0memhg19decoy	FalseDI26830XA
LP0025_10_L003	131.72752762358735	0memhg19decoy	FalseDI26830XA
LP0025_11_L003	137.52970158176893	0memhg19decoy	FalseDI26830XA
LP0025_12_L003	139.0031345287733	0memhg19decoy	FalseDI26830XA
LP0025_15_L003	135.75209742292301	0memhg19decoy	FalseDI26830XA
LP0025_17_L003	138.36512760777327	0memhg19decoy	FalseDI26830XA
LP0025_21_L004	136.66453659109598	0memhg19decoy	FalseDI26830XA
LP0025_24_L003	137.33148390473698	0memhg19decoy	FalseDI26830XA
LP0026_05_L003	137.82868212897597	0memhg19decoy	FalseDI26830XA
LP0026_07_L003	137.94274824877667	0memhg19decoy	FalseDI26830XA
LP0026_08_L003	134.13706172052028	0memhg19decoy	FalseDI26830XA
LP0026_22_L003	132.52698939096874	0memhg19decoy	FalseDI26830XA
LP0026_26_L004	136.1956429140249	0memhg19decoy	FalseDI26830XA
LP0026_38_L004	135.65125181865398	0memhg19decoy	FalseDI26830XA
LP0026_42_L004	134.3027988406859	0memhg19decoy	FalseDI26830XA
LP0027_26_L003	137.65119315181462	0memhg19decoy	FalseDI26830XA
LP0027_35_L003	138.52659509342593	0memhg19decoy	FalseDI26830XA
LP0027_39_L003	136.9766410852469	0memhg19decoy	FalseDI26830XA
LP0028_01_L004	134.05716959880553	0memhg19decoy	FalseDI26830XA
LP0029_02_L004	136.18512477038706	0memhg19decoy	FalseDI26830XA
LP0029_04_L003	137.64154785710735	0memhg19decoy	FalseDI26830XA
LP0029_05_L004	137.19034410878928	0memhg19decoy	FalseDI26830XA
LP0029_06_L003	136.75793074509895	0memhg19decoy	FalseDI26830XA
LP0030_03_L004	136.38520943375184	0memhg19decoy	FalseDI26830XA
LP0030_05_L004	136.46017601634819	0memhg19decoy	FalseDI26830XA
LP0020_01	137.15711863896718	0memhg19decoy	True40
LP0020_02	136.1255042581802	0memhg19decoy	True40
LP0020_03	137.53251693759606	0memhg19decoy	True40
LP0020_04	138.37211977885016	0memhg19decoy	True40
LP0020_05	136.6929953743401	0memhg19decoy	True40
LP0020_06	134.50088506874516	0memhg19decoy	True40
LP0020_07	135.93746685025152	0memhg19decoy	True40
LP0020_08	135.45094993365208	0memhg19decoy	True40
LP0025_01_L004	135.51172913879083	0memhg19decoy	True40
LP0025_02_L004	131.09034515081518	0memhg19decoy	True40
LP0025_03_L003	135.26813832368782	0memhg19decoy	True40
LP0025_04_L004	137.27565210133875	0memhg19decoy	True40
LP0025_05_L003	136.8148882758934	0memhg19decoy	True40
LP0025_06_L003	137.1409662291085	0memhg19decoy	True40
LP0025_07_L004	136.96286269987775	0memhg19decoy	True40
LP0025_08_L004	136.87026327663762	0memhg19decoy	True40
LP0025_10_L003	131.71161202734118	0memhg19decoy	True40
LP0025_11_L003	137.48894439828553	0memhg19decoy	True40
LP0025_12_L003	138.94096399366123	0memhg19decoy	True40
LP0025_15_L003	135.74201691374452	0memhg19decoy	True40
LP0025_17_L003	138.3275881731931	0memhg19decoy	True40
LP0025_21_L004	136.61803526324022	0memhg19decoy	True40
LP0025_24_L003	137.23850828625146	0memhg19decoy	True40
LP0026_05_L003	137.75713522859795	0memhg19decoy	True40
LP0026_07_L003	137.88729393209965	0memhg19decoy	True40
LP0026_08_L003	134.11725253811713	0memhg19decoy	True40
LP0026_22_L003	132.50961716787765	0memhg19decoy	True40
LP0026_26_L004	136.17166908285284	0memhg19decoy	True40
LP0026_38_L004	135.62544360800584	0memhg19decoy	True40
LP0026_42_L004	134.28866724783995	0memhg19decoy	True40
LP0027_26_L003	137.61931862651622	0memhg19decoy	True40
LP0027_35_L003	138.50164447210264	0memhg19decoy	True40
LP0027_39_L003	136.9488755780607	0memhg19decoy	True40
LP0028_01_L004	134.05095433509322	0memhg19decoy	True40
LP0029_02_L004	136.14087876465555	0memhg19decoy	True40
LP0029_04_L003	137.57759338591504	0memhg19decoy	True40
LP0029_05_L004	137.12269430796488	0memhg19decoy	True40
LP0029_06_L003	136.71752522072723	0memhg19decoy	True40
LP0030_03_L004	136.33609467019278	0memhg19decoy	True40
LP0030_05_L004	136.37629992105155	0memhg19decoy	True40
LP0020_01	137.2286039505976	0memhg19decoy	TrueDI26830XA
LP0020_02	136.256692270985	0memhg19decoy	TrueDI26830XA
LP0020_03	137.6135727557092	0memhg19decoy	TrueDI26830XA
LP0020_04	138.4943626848372	0memhg19decoy	TrueDI26830XA
LP0020_05	136.81288620250712	0memhg19decoy	TrueDI26830XA
LP0020_06	134.55361255490251	0memhg19decoy	TrueDI26830XA
LP0020_07	135.96578651294422	0memhg19decoy	TrueDI26830XA
LP0020_08	135.46373034884184	0memhg19decoy	TrueDI26830XA
LP0025_01_L004	135.5385581292354	0memhg19decoy	TrueDI26830XA
LP0025_02_L004	130.99413618161566	0memhg19decoy	TrueDI26830XA
LP0025_03_L003	135.30242103170298	0memhg19decoy	TrueDI26830XA
LP0025_04_L004	137.2951778261442	0memhg19decoy	TrueDI26830XA
LP0025_05_L003	136.85593726563178	0memhg19decoy	TrueDI26830XA
LP0025_06_L003	137.1659349991891	0memhg19decoy	TrueDI26830XA
LP0025_07_L004	136.9810244855364	0memhg19decoy	TrueDI26830XA
LP0025_08_L004	136.88297411138078	0memhg19decoy	TrueDI26830XA
LP0025_10_L003	131.7002929352422	0memhg19decoy	TrueDI26830XA
LP0025_11_L003	137.4943593570264	0memhg19decoy	TrueDI26830XA
LP0025_12_L003	138.95975598021593	0memhg19decoy	TrueDI26830XA
LP0025_15_L003	135.7314032910566	0memhg19decoy	TrueDI26830XA
LP0025_17_L003	138.34751707775152	0memhg19decoy	TrueDI26830XA
LP0025_21_L004	136.61530791026104	0memhg19decoy	TrueDI26830XA
LP0025_24_L003	137.28730766906685	0memhg19decoy	TrueDI26830XA
LP0026_05_L003	137.77041920555465	0memhg19decoy	TrueDI26830XA
LP0026_07_L003	137.90203483423653	0memhg19decoy	TrueDI26830XA
LP0026_08_L003	134.11441104776736	0memhg19decoy	TrueDI26830XA
LP0026_22_L003	132.48885110632474	0memhg19decoy	TrueDI26830XA
LP0026_26_L004	136.1754227839803	0memhg19decoy	TrueDI26830XA
LP0026_38_L004	135.61592696081	0memhg19decoy	TrueDI26830XA
LP0026_42_L004	134.27306313395104	0memhg19decoy	TrueDI26830XA
LP0027_26_L003	137.63821125753103	0memhg19decoy	TrueDI26830XA
LP0027_35_L003	138.52318251753658	0memhg19decoy	TrueDI26830XA
LP0027_39_L003	136.96290784231914	0memhg19decoy	TrueDI26830XA
LP0028_01_L004	134.0439345512835	0memhg19decoy	TrueDI26830XA
LP0029_02_L004	136.1693781627519	0memhg19decoy	TrueDI26830XA
LP0029_04_L003	137.621041955718	0memhg19decoy	TrueDI26830XA
LP0029_05_L004	137.15976417263548	0memhg19decoy	TrueDI26830XA
LP0029_06_L003	136.74180725040083	0memhg19decoy	TrueDI26830XA
LP0030_03_L004	136.3658299808719	0memhg19decoy	TrueDI26830XA
LP0030_05_L004	136.41123953786536	0memhg19decoy	TrueDI26830XA
LP0020_01	137.04556068103938	0memhg38	False40
LP0020_02	136.00468473376003	0memhg38	False40
LP0020_03	137.42224246135808	0memhg38	False40
LP0020_04	138.21997702029873	0memhg38	False40
LP0020_05	136.61851794942905	0memhg38	False40
LP0020_06	134.57023427462033	0memhg38	False40
LP0020_07	135.90476377221947	0memhg38	False40
LP0020_08	135.34969001183083	0memhg38	False40
LP0025_01_L004	135.49261662168817	0memhg38	False40
LP0025_02_L004	131.13729052235863	0memhg38	False40
LP0025_03_L003	135.26581024920378	0memhg38	False40
LP0025_04_L004	137.26546396070762	0memhg38	False40
LP0025_05_L003	136.81490944743197	0memhg38	False40
LP0025_06_L003	137.1231869026103	0memhg38	False40
LP0025_07_L004	136.95340147326806	0memhg38	False40
LP0025_08_L004	136.84324006069073	0memhg38	False40
LP0025_10_L003	131.71511903927208	0memhg38	False40
LP0025_11_L003	137.45687250586465	0memhg38	False40
LP0025_12_L003	138.8977482452822	0memhg38	False40
LP0025_15_L003	135.70945644984772	0memhg38	False40
LP0025_17_L003	138.2676069950218	0memhg38	False40
LP0025_21_L004	136.61438337556888	0memhg38	False40
LP0025_24_L003	137.2193731050601	0memhg38	False40
LP0026_05_L003	137.7258980488637	0memhg38	False40
LP0026_07_L003	137.83716028221494	0memhg38	False40
LP0026_08_L003	134.0993979438603	0memhg38	False40
LP0026_22_L003	132.52400274779905	0memhg38	False40
LP0026_26_L004	136.15247002234292	0memhg38	False40
LP0026_38_L004	135.60639400465175	0memhg38	False40
LP0026_42_L004	134.2781667281837	0memhg38	False40
LP0027_26_L003	137.5604820569632	0memhg38	False40
LP0027_35_L003	138.4357099701539	0memhg38	False40
LP0027_39_L003	136.91612025634709	0memhg38	False40
LP0028_01_L004	134.02823621291597	0memhg38	False40
LP0029_02_L004	136.10911498496995	0memhg38	False40
LP0029_04_L003	137.56072389299007	0memhg38	False40
LP0029_05_L004	137.09465185745387	0memhg38	False40
LP0029_06_L003	136.69474122492608	0memhg38	False40
LP0030_03_L004	136.29810730935043	0memhg38	False40
LP0030_05_L004	136.3750251290233	0memhg38	False40
LP0020_01	137.18157658711232	0memhg38	FalseDI26830XA
LP0020_02	136.2240635019942	0memhg38	FalseDI26830XA
LP0020_03	137.56256030878095	0memhg38	FalseDI26830XA
LP0020_04	138.47482995607197	0memhg38	FalseDI26830XA
LP0020_05	136.77369267382775	0memhg38	FalseDI26830XA
LP0020_06	134.63471778487752	0memhg38	FalseDI26830XA
LP0020_07	135.97384422495085	0memhg38	FalseDI26830XA
LP0020_08	135.42727911369082	0memhg38	FalseDI26830XA
LP0025_01_L004	135.57587250394644	0memhg38	FalseDI26830XA
LP0025_02_L004	131.07615728280166	0memhg38	FalseDI26830XA
LP0025_03_L003	135.34554515056067	0memhg38	FalseDI26830XA
LP0025_04_L004	137.35141326704394	0memhg38	FalseDI26830XA
LP0025_05_L003	136.8890414634982	0memhg38	FalseDI26830XA
LP0025_06_L003	137.19555060512545	0memhg38	FalseDI26830XA
LP0025_07_L004	137.03256874950998	0memhg38	FalseDI26830XA
LP0025_08_L004	136.91677456126004	0memhg38	FalseDI26830XA
LP0025_10_L003	131.7270789629676	0memhg38	FalseDI26830XA
LP0025_11_L003	137.51909321892805	0memhg38	FalseDI26830XA
LP0025_12_L003	138.9845672087908	0memhg38	FalseDI26830XA
LP0025_15_L003	135.74323312900313	0memhg38	FalseDI26830XA
LP0025_17_L003	138.35109564348943	0memhg38	FalseDI26830XA
LP0025_21_L004	136.659264683579	0memhg38	FalseDI26830XA
LP0025_24_L003	137.32609523256855	0memhg38	FalseDI26830XA
LP0026_05_L003	137.8117938370591	0memhg38	FalseDI26830XA
LP0026_07_L003	137.92754164103687	0memhg38	FalseDI26830XA
LP0026_08_L003	134.13002515990127	0memhg38	FalseDI26830XA
LP0026_22_L003	132.5275526214242	0memhg38	FalseDI26830XA
LP0026_26_L004	136.1890168315788	0memhg38	FalseDI26830XA
LP0026_38_L004	135.64535020710437	0memhg38	FalseDI26830XA
LP0026_42_L004	134.2983344054787	0memhg38	FalseDI26830XA
LP0027_26_L003	137.63749228273994	0memhg38	FalseDI26830XA
LP0027_35_L003	138.51187368359052	0memhg38	FalseDI26830XA
LP0027_39_L003	136.96927007658226	0memhg38	FalseDI26830XA
LP0028_01_L004	134.05418898757145	0memhg38	FalseDI26830XA
LP0029_02_L004	136.18199525122867	0memhg38	FalseDI26830XA
LP0029_04_L003	137.6290568962424	0memhg38	FalseDI26830XA
LP0029_05_L004	137.18387474378935	0memhg38	FalseDI26830XA
LP0029_06_L003	136.7513662517068	0memhg38	FalseDI26830XA
LP0030_03_L004	136.3806693580242	0memhg38	FalseDI26830XA
LP0030_05_L004	136.454017017354	0memhg38	FalseDI26830XA
LP0020_01	137.1056287549169	0memhg38	True40
LP0020_02	136.0748774277433	0memhg38	True40
LP0020_03	137.4779135313841	0memhg38	True40
LP0020_04	138.32894417107102	0memhg38	True40
LP0020_05	136.6568785929551	0memhg38	True40
LP0020_06	134.4330020943808	0memhg38	True40
LP0020_07	135.9155057556609	0memhg38	True40
LP0020_08	135.38669808138627	0memhg38	True40
LP0025_01_L004	135.45506000189408	0memhg38	True40
LP0025_02_L004	131.0774234779002	0memhg38	True40
LP0025_03_L003	135.22969047059578	0memhg38	True40
LP0025_04_L004	137.18742235984854	0memhg38	True40
LP0025_05_L003	136.75810050236788	0memhg38	True40
LP0025_06_L003	137.08766483290114	0memhg38	True40
LP0025_07_L004	136.90428892877932	0memhg38	True40
LP0025_08_L004	136.80811641627716	0memhg38	True40
LP0025_10_L003	131.6943651909667	0memhg38	True40
LP0025_11_L003	137.43107221006565	0memhg38	True40
LP0025_12_L003	138.86342359985514	0memhg38	True40
LP0025_15_L003	135.68779795962317	0memhg38	True40
LP0025_17_L003	138.24825730382048	0memhg38	True40
LP0025_21_L004	136.57320672160893	0memhg38	True40
LP0025_24_L003	137.1858566834435	0memhg38	True40
LP0026_05_L003	137.6737194803684	0memhg38	True40
LP0026_07_L003	137.80099934916117	0memhg38	True40
LP0026_08_L003	134.08528058707643	0memhg38	True40
LP0026_22_L003	132.4882264057233	0memhg38	True40
LP0026_26_L004	136.13632257841962	0memhg38	True40
LP0026_38_L004	135.57294386437107	0memhg38	True40
LP0026_42_L004	134.25807127313638	0memhg38	True40
LP0027_26_L003	137.55854667596205	0memhg38	True40
LP0027_35_L003	138.43692515845802	0memhg38	True40
LP0027_39_L003	136.9087236222513	0memhg38	True40
LP0028_01_L004	134.01660991790703	0memhg38	True40
LP0029_02_L004	136.09612233876123	0memhg38	True40
LP0029_04_L003	137.52994089256507	0memhg38	True40
LP0029_05_L004	137.07086647668004	0memhg38	True40
LP0029_06_L003	136.6680964508532	0memhg38	True40
LP0030_03_L004	136.2846736068401	0memhg38	True40
LP0030_05_L004	136.32965750020347	0memhg38	True40
LP0020_01	137.2182269687842	0memhg38	TrueDI26830XA
LP0020_02	136.2709750301897	0memhg38	TrueDI26830XA
LP0020_03	137.58601362217388	0memhg38	TrueDI26830XA
LP0020_04	138.48928253236204	0memhg38	TrueDI26830XA
LP0020_05	136.76347325717583	0memhg38	TrueDI26830XA
LP0020_06	134.51086737012167	0memhg38	TrueDI26830XA
LP0020_07	135.95774828792116	0memhg38	TrueDI26830XA
LP0020_08	135.4596999760255	0memhg38	TrueDI26830XA
LP0025_01_L004	135.52470335514067	0memhg38	TrueDI26830XA
LP0025_02_L004	130.9859455564221	0memhg38	TrueDI26830XA
LP0025_03_L003	135.28914430083177	0memhg38	TrueDI26830XA
LP0025_04_L004	137.25054406378305	0memhg38	TrueDI26830XA
LP0025_05_L003	136.8199285012455	0memhg38	TrueDI26830XA
