sampleID,phenotype,tmad_vs_control,tmad_vs_none,ref_genome,settings
LP0025_06_L003,lung_cancer,0.004040325,0.004340832,30memhg19decoy,TrueDI26830XA
LP0025_06_L003,lung_cancer,0.00404306,0.005040231,30memhg19decoy,FalseDI26830XA
LP0025_07_L004,healthy_control,0.004042148,0.005733583,0memhg19,FalseDI26830XA
LP0025_07_L004,healthy_control,0.0054365,0.005445625,0memhg19decoy,TrueDI26830XA
LP0025_07_L004,healthy_control,0.003640861,0.004337636,30memhg19,False40
LP0025_07_L004,healthy_control,0.00543764,0.00433718,30memhg19,TrueDI1230XA
LP0025_07_L004,healthy_control,0.004042148,0.006430588,0memhg19,FalseDI1230XA
LP0025_07_L004,healthy_control,0.005039089,0.005035667,0memhg19decoy,TrueDI1230XA
LP0025_07_L004,healthy_control,0.004633125,0.004338092,30memhg19,True40
LP0025_07_L004,healthy_control,0.005331725,0.002941234,0memhg19,True40
LP0025_07_L004,healthy_control,0.004042148,0.005035097,30memhg19,FalseDI1230XA
LP0025_07_L004,healthy_control,0.004042148,0.007833834,30memhg19,FalseDI26830XA
LP0025_07_L004,healthy_control,0.003343433,0.006149026,30memhg19decoy,False40
LP0025_07_L004,healthy_control,0.004042148,0.005734267,30memhg19decoy,FalseDI1230XA
LP0025_07_L004,healthy_control,0.002941918,0.005733583,0memhg19,False40
LP0025_07_L004,healthy_control,0.005734267,0.005732899,0memhg19,TrueDI26830XA
LP0025_07_L004,healthy_control,0.005331725,0.003639834,0memhg19decoy,True40
LP0025_07_L004,healthy_control,0.003640518,0.008920963,0memhg19decoy,False40
LP0025_07_L004,healthy_control,0.004042148,0.007833834,30memhg19decoy,FalseDI26830XA
LP0025_07_L004,healthy_control,0.004339918,0.004746111,30memhg19,TrueDI26830XA
LP0025_07_L004,healthy_control,0.004042148,0.005035097,0memhg19decoy,FalseDI26830XA
LP0025_07_L004,healthy_control,0.005036237,0.004338092,30memhg19decoy,TrueDI1230XA
LP0025_07_L004,healthy_control,0.004042148,0.005035097,0memhg19decoy,FalseDI1230XA
LP0025_07_L004,healthy_control,0.005733583,0.005445625,0memhg19,TrueDI1230XA
LP0025_07_L004,healthy_control,0.006729268,0.004339005,30memhg19decoy,True40
LP0025_07_L004,healthy_control,0.005738375,0.004746111,30memhg19decoy,TrueDI26830XA
LP0025_08_L004,healthy_control,0.002649625,0.004049453,0memhg19,FalseDI26830XA
LP0025_08_L004,healthy_control,0.00264894,0.002242975,30memhg19,TrueDI1230XA
LP0025_08_L004,healthy_control,0.002243089,0.004049453,0memhg19,FalseDI1230XA
LP0025_08_L004,healthy_control,0.00294169,0.004339461,30memhg19,True40
LP0025_08_L004,healthy_control,0.002243089,0.004049453,30memhg19decoy,FalseDI1230XA
LP0025_08_L004,healthy_control,0.003345828,0.003639834,0memhg19,True40
LP0025_08_L004,healthy_control,0.002649625,0.001950339,30memhg19,TrueDI26830XA
LP0025_08_L004,healthy_control,0.002649625,0.003349824,30memhg19,FalseDI26830XA
LP0025_08_L004,healthy_control,0.002243089,0.005035667,30memhg19decoy,False40
LP0025_08_L004,healthy_control,0.002648255,0.002242975,30memhg19decoy,TrueDI26830XA
LP0025_08_L004,healthy_control,0.003346627,0.004337636,0memhg19,False40
LP0025_08_L004,healthy_control,0.00294169,0.002242975,0memhg19,TrueDI26830XA
LP0025_08_L004,healthy_control,0.003640176,0.004338548,0memhg19decoy,True40
LP0025_08_L004,healthy_control,0.00265031,0.004337636,0memhg19decoy,False40
LP0025_08_L004,healthy_control,0.002649625,0.004050367,30memhg19decoy,FalseDI26830XA
LP0025_08_L004,healthy_control,0.001946917,0.002242861,0memhg19,TrueDI1230XA
LP0025_08_L004,healthy_control,0.002243318,0.003349824,30memhg19,FalseDI1230XA
LP0025_08_L004,healthy_control,0.002941006,0.002242861,30memhg19decoy,TrueDI1230XA
LP0025_08_L004,healthy_control,0.002649625,0.003641203,0memhg19decoy,FalseDI1230XA
LP0025_08_L004,healthy_control,0.003349025,0.002941462,0memhg19decoy,TrueDI26830XA
LP0025_08_L004,healthy_control,0.002242861,0.004042148,0memhg19decoy,FalseDI26830XA
LP0025_08_L004,healthy_control,0.00265031,0.004748167,30memhg19decoy,True40
LP0025_08_L004,healthy_control,0.002941234,0.002242975,0memhg19decoy,TrueDI1230XA
LP0025_08_L004,healthy_control,0.00265031,0.004337636,30memhg19,False40
LP0025_10_L003,lung_cancer,0.032867945,0.025158689,0memhg19,TrueDI1230XA
LP0025_10_L003,lung_cancer,0.031520861,0.027635566,0memhg19,TrueDI26830XA
LP0025_10_L003,lung_cancer,0.03139717,0.028952042,0memhg19,True40
LP0025_10_L003,lung_cancer,0.033698521,0.030347541,30memhg19,False40
LP0025_10_L003,lung_cancer,0.0285151,0.033706776,0memhg19decoy,FalseDI1230XA
LP0025_10_L003,lung_cancer,0.029288258,0.032437499,0memhg19decoy,FalseDI26830XA
LP0025_10_L003,lung_cancer,0.028587914,0.037304572,0memhg19,FalseDI26830XA
LP0025_10_L003,lung_cancer,0.028348806,0.028250027,30memhg19,True40
LP0025_10_L003,lung_cancer,0.037812328,0.029648255,0memhg19decoy,True40
LP0025_10_L003,lung_cancer,0.032801158,0.044855399,0memhg19decoy,False40
LP0025_10_L003,lung_cancer,0.027736464,0.026928236,0memhg19decoy,TrueDI1230XA
LP0025_10_L003,lung_cancer,0.030000155,0.042336239,0memhg19decoy,TrueDI26830XA
LP0025_10_L003,lung_cancer,0.026509061,0.042584108,30memhg19,TrueDI1230XA
LP0025_10_L003,lung_cancer,0.030762874,0.030033834,30memhg19,FalseDI1230XA
LP0025_10_L003,lung_cancer,0.036026008,0.034677971,0memhg19,FalseDI1230XA
LP0025_10_L003,lung_cancer,0.02862558,0.044855399,30memhg19decoy,False40
LP0025_10_L003,lung_cancer,0.027820244,0.032795092,30memhg19decoy,FalseDI1230XA
LP0025_10_L003,lung_cancer,0.028604046,0.034877667,30memhg19decoy,FalseDI26830XA
LP0025_10_L003,lung_cancer,0.032075204,0.023945159,30memhg19,TrueDI26830XA
LP0025_10_L003,lung_cancer,0.027820244,0.034877667,30memhg19,FalseDI26830XA
LP0025_10_L003,lung_cancer,0.027893171,0.024449365,30memhg19decoy,TrueDI1230XA
LP0025_10_L003,lung_cancer,0.027930046,0.026233343,30memhg19decoy,TrueDI26830XA
LP0025_10_L003,lung_cancer,0.029315727,0.043485821,0memhg19,False40
LP0025_10_L003,lung_cancer,0.029920109,0.025860334,30memhg19decoy,True40
LP0025_11_L003,lung_cancer,0.003640861,0.007721875,0memhg19decoy,FalseDI1230XA
LP0025_11_L003,lung_cancer,0.003641203,0.007721875,0memhg19decoy,FalseDI26830XA
LP0025_11_L003,lung_cancer,0.004051282,0.006728242,30memhg19,False40
LP0025_11_L003,lung_cancer,0.004340375,0.005040803,0memhg19decoy,True40
LP0025_11_L003,lung_cancer,0.003640861,0.006029756,0memhg19decoy,False40
LP0025_11_L003,lung_cancer,0.004043972,0.004340832,30memhg19,True40
LP0025_11_L003,lung_cancer,0.004339461,0.004043972,0memhg19,True40
LP0025_11_L003,lung_cancer,0.002646885,0.006853231,0memhg19,TrueDI1230XA
LP0025_11_L003,lung_cancer,0.003344231,0.006854605,0memhg19,TrueDI26830XA
LP0025_11_L003,lung_cancer,0.003641203,0.007721875,30memhg19decoy,False40
LP0025_11_L003,lung_cancer,0.003640861,0.007721875,30memhg19decoy,FalseDI1230XA
LP0025_11_L003,lung_cancer,0.003640861,0.006854605,30memhg19,TrueDI1230XA
LP0025_11_L003,lung_cancer,0.003640861,0.007721875,30memhg19,FalseDI1230XA
LP0025_11_L003,lung_cancer,0.002942375,0.006853231,0memhg19decoy,TrueDI1230XA
LP0025_11_L003,lung_cancer,0.004339005,0.00615406,0memhg19decoy,TrueDI26830XA
LP0025_11_L003,lung_cancer,0.002942146,0.006152801,30memhg19decoy,TrueDI26830XA
LP0025_11_L003,lung_cancer,0.003640861,0.007136375,0memhg19,False40
LP0025_11_L003,lung_cancer,0.004044885,0.007721875,0memhg19,FalseDI1230XA
LP0025_11_L003,lung_cancer,0.004044885,0.007721875,0memhg19,FalseDI26830XA
LP0025_11_L003,lung_cancer,0.004341746,0.007721875,30memhg19decoy,FalseDI26830XA
LP0025_11_L003,lung_cancer,0.004744056,0.005040231,30memhg19decoy,True40
LP0025_11_L003,lung_cancer,0.002646201,0.006853231,30memhg19decoy,TrueDI1230XA
LP0025_11_L003,lung_cancer,0.003641203,0.005165687,30memhg19,TrueDI26830XA
LP0025_11_L003,lung_cancer,0.004052197,0.007721875,30memhg19,FalseDI26830XA
LP0025_12_L003,lung_cancer,0.007527063,0.00573906,0memhg19decoy,TrueDI26830XA
LP0025_12_L003,lung_cancer,0.006438574,0.005741804,0memhg19,FalseDI26830XA
LP0025_12_L003,lung_cancer,0.009623207,0.007825625,0memhg19,True40
LP0025_12_L003,lung_cancer,0.011015058,0.005739746,0memhg19decoy,TrueDI1230XA
LP0025_12_L003,lung_cancer,0.009623207,0.008821649,30memhg19,True40
LP0025_12_L003,lung_cancer,0.009940608,0.007136375,30memhg19,False40
LP0025_12_L003,lung_cancer,0.004341289,0.008524111,0memhg19,False40
LP0025_12_L003,lung_cancer,0.006432981,0.006140231,0memhg19,FalseDI1230XA
LP0025_12_L003,lung_cancer,0.009239034,0.00782665,0memhg19decoy,False40
LP0025_12_L003,lung_cancer,0.005734951,0.005041946,0memhg19decoy,FalseDI1230XA
LP0025_12_L003,lung_cancer,0.012042244,0.007838975,0memhg19,TrueDI1230XA
LP0025_12_L003,lung_cancer,0.011015058,0.005040803,0memhg19,TrueDI26830XA
LP0025_12_L003,lung_cancer,0.010641039,0.010347375,30memhg19decoy,False40
LP0025_12_L003,lung_cancer,0.005734951,0.005041946,30memhg19decoy,FalseDI1230XA
LP0025_12_L003,lung_cancer,0.006432981,0.005041946,0memhg19decoy,FalseDI26830XA
LP0025_12_L003,lung_cancer,0.008926086,0.008248028,0memhg19decoy,True40
LP0025_12_L003,lung_cancer,0.00573906,0.005741804,30memhg19,FalseDI26830XA
LP0025_12_L003,lung_cancer,0.009525725,0.005040231,30memhg19decoy,TrueDI1230XA
LP0025_12_L003,lung_cancer,0.011711724,0.005739746,30memhg19,TrueDI1230XA
LP0025_12_L003,lung_cancer,0.012410553,0.006140231,30memhg19,FalseDI1230XA
LP0025_12_L003,lung_cancer,0.011314414,0.00970332,30memhg19decoy,True40
LP0025_12_L003,lung_cancer,0.01131282,0.005040231,30memhg19decoy,TrueDI26830XA
LP0025_12_L003,lung_cancer,0.006432981,0.005741118,30memhg19decoy,FalseDI26830XA
LP0025_12_L003,lung_cancer,0.009222712,0.007139117,30memhg19,TrueDI26830XA
LP0025_15_L003,lung_cancer,0.045147469,0.031869736,0memhg19,FalseDI26830XA
LP0025_15_L003,lung_cancer,0.04185947,0.031173523,30memhg19,FalseDI26830XA
LP0025_15_L003,lung_cancer,0.044629208,0.031480398,30memhg19,True40
LP0025_15_L003,lung_cancer,0.045500856,0.033582837,0memhg19,True40
LP0025_15_L003,lung_cancer,0.046836726,0.032280414,0memhg19,FalseDI1230XA
LP0025_15_L003,lung_cancer,0.04135451,0.03327117,0memhg19,TrueDI26830XA
LP0025_15_L003,lung_cancer,0.043451576,0.029788973,0memhg19decoy,False40
LP0025_15_L003,lung_cancer,0.045147469,0.032280414,0memhg19decoy,FalseDI1230XA
LP0025_15_L003,lung_cancer,0.039051114,0.03046876,0memhg19,TrueDI1230XA
LP0025_15_L003,lung_cancer,0.03838244,0.035624487,0memhg19,False40
LP0025_15_L003,lung_cancer,0.045551962,0.029092193,30memhg19decoy,False40
LP0025_15_L003,lung_cancer,0.045832633,0.032280414,30memhg19decoy,FalseDI1230XA
LP0025_15_L003,lung_cancer,0.042112101,0.031164859,30memhg19,TrueDI1230XA
LP0025_15_L003,lung_cancer,0.042546775,0.03397206,30memhg19,TrueDI26830XA
LP0025_15_L003,lung_cancer,0.042055629,0.027695041,0memhg19decoy,True40
LP0025_15_L003,lung_cancer,0.040457117,0.034673064,0memhg19decoy,TrueDI1230XA
LP0025_15_L003,lung_cancer,0.039756112,0.03116919,0memhg19decoy,TrueDI26830XA
LP0025_15_L003,lung_cancer,0.045845613,0.03088331,0memhg19decoy,FalseDI26830XA
LP0025_15_L003,lung_cancer,0.046836726,0.032565835,30memhg19,FalseDI1230XA
LP0025_15_L003,lung_cancer,0.044242533,0.032280414,30memhg19decoy,TrueDI1230XA
LP0025_15_L003,lung_cancer,0.043044111,0.03087852,30memhg19decoy,TrueDI26830XA
LP0025_15_L003,lung_cancer,0.043858476,0.031480226,30memhg19,False40
LP0025_15_L003,lung_cancer,0.037576201,0.031787519,30memhg19decoy,True40
LP0025_15_L003,lung_cancer,0.046546962,0.03088331,30memhg19decoy,FalseDI26830XA
LP0025_17_L003,lung_cancer,0.01413667,0.013732765,0memhg19,TrueDI1230XA
LP0025_17_L003,lung_cancer,0.014497255,0.013155053,0memhg19decoy,False40
LP0025_17_L003,lung_cancer,0.013729789,0.014189156,0memhg19,True40
LP0025_17_L003,lung_cancer,0.01413667,0.013732765,0memhg19,TrueDI26830XA
LP0025_17_L003,lung_cancer,0.013408964,0.013408964,30memhg19decoy,False40
LP0025_17_L003,lung_cancer,0.015533529,0.014850387,30memhg19decoy,FalseDI1230XA
LP0025_17_L003,lung_cancer,0.016234188,0.014852565,0memhg19decoy,FalseDI1230XA
LP0025_17_L003,lung_cancer,0.014552368,0.013734255,30memhg19,TrueDI26830XA
LP0025_17_L003,lung_cancer,0.015542684,0.01693748,0memhg19decoy,True40
LP0025_17_L003,lung_cancer,0.01410176,0.013734255,0memhg19decoy,TrueDI1230XA
LP0025_17_L003,lung_cancer,0.012739355,0.012743018,0memhg19decoy,TrueDI26830XA
LP0025_17_L003,lung_cancer,0.013401226,0.014852565,0memhg19decoy,FalseDI26830XA
LP0025_17_L003,lung_cancer,0.015540394,0.013155053,0memhg19,False40
LP0025_17_L003,lung_cancer,0.013399293,0.017804582,0memhg19,FalseDI1230XA
LP0025_17_L003,lung_cancer,0.014097665,0.01710162,0memhg19,FalseDI26830XA
LP0025_17_L003,lung_cancer,0.014097665,0.013734255,30memhg19,TrueDI1230XA
LP0025_17_L003,lung_cancer,0.016238994,0.016238994,30memhg19decoy,True40
LP0025_17_L003,lung_cancer,0.013099941,0.012049118,30memhg19decoy,TrueDI1230XA
LP0025_17_L003,lung_cancer,0.013798541,0.017501486,30memhg19decoy,TrueDI26830XA
LP0025_17_L003,lung_cancer,0.020076875,0.014850387,30memhg19decoy,FalseDI26830XA
LP0025_17_L003,lung_cancer,0.015540394,0.013408964,30memhg19,False40
LP0025_17_L003,lung_cancer,0.013399293,0.017800905,30memhg19,FalseDI1230XA
LP0025_17_L003,lung_cancer,0.013399293,0.017800905,30memhg19,FalseDI26830XA
LP0025_17_L003,lung_cancer,0.012739355,0.016974132,30memhg19,True40
LP0025_21_L004,lung_cancer,0.100915422,0.101253576,0memhg19,True40
LP0025_21_L004,lung_cancer,0.09750255,0.099132268,0memhg19,FalseDI26830XA
LP0025_21_L004,lung_cancer,0.099898531,0.099878286,30memhg19,True40
LP0025_21_L004,lung_cancer,0.101829991,0.095738033,0memhg19,TrueDI26830XA
LP0025_21_L004,lung_cancer,0.094515403,0.101382167,0memhg19decoy,False40
LP0025_21_L004,lung_cancer,0.097621106,0.098275367,30memhg19decoy,False40
LP0025_21_L004,lung_cancer,0.099148954,0.112739375,0memhg19,TrueDI1230XA
LP0025_21_L004,lung_cancer,0.102951699,0.101915533,0memhg19decoy,True40
LP0025_21_L004,lung_cancer,0.09750255,0.098540689,0memhg19,FalseDI1230XA
LP0025_21_L004,lung_cancer,0.105969354,0.112739375,0memhg19decoy,TrueDI1230XA
LP0025_21_L004,lung_cancer,0.095093098,0.112739375,30memhg19decoy,FalseDI1230XA
LP0025_21_L004,lung_cancer,0.09690676,0.097879083,30memhg19,False40
LP0025_21_L004,lung_cancer,0.096823144,0.112739375,30memhg19,FalseDI1230XA
LP0025_21_L004,lung_cancer,0.104680318,0.099911894,30memhg19decoy,True40
LP0025_21_L004,lung_cancer,0.094396886,0.106561875,0memhg19decoy,FalseDI1230XA
LP0025_21_L004,lung_cancer,0.101270598,0.096130914,0memhg19decoy,FalseDI26830XA
LP0025_21_L004,lung_cancer,0.095530426,0.098872647,0memhg19,False40
LP0025_21_L004,lung_cancer,0.100523603,0.098540689,30memhg19,TrueDI26830XA
LP0025_21_L004,lung_cancer,0.102149444,0.094755386,30memhg19decoy,TrueDI1230XA
LP0025_21_L004,lung_cancer,0.102577173,0.097165054,30memhg19decoy,TrueDI26830XA
LP0025_21_L004,lung_cancer,0.109650625,0.094703009,30memhg19,TrueDI1230XA
LP0025_21_L004,lung_cancer,0.09609355,0.093633634,30memhg19decoy,FalseDI26830XA
LP0025_21_L004,lung_cancer,0.0944138,0.112739375,30memhg19,FalseDI26830XA
LP0025_21_L004,lung_cancer,0.112739375,0.096451371,0memhg19decoy,TrueDI26830XA
LP0025_24_L003,lung_cancer,0.00264757,0.006729268,0memhg19decoy,TrueDI1230XA
LP0025_24_L003,lung_cancer,0.003641546,0.006728926,0memhg19decoy,TrueDI26830XA
LP0025_24_L003,lung_cancer,0.002941918,0.005447911,30memhg19,False40
LP0025_24_L003,lung_cancer,0.003352225,0.005737005,30memhg19,FalseDI1230XA
LP0025_24_L003,lung_cancer,0.002941918,0.005037948,0memhg19,FalseDI1230XA
LP0025_24_L003,lung_cancer,0.002941918,0.005037948,0memhg19,FalseDI26830XA
LP0025_24_L003,lung_cancer,0.002942375,0.004339918,0memhg19decoy,FalseDI1230XA
LP0025_24_L003,lung_cancer,0.003352225,0.004339918,0memhg19decoy,FalseDI26830XA
LP0025_24_L003,lung_cancer,0.00334503,0.00573906,0memhg19decoy,True40
LP0025_24_L003,lung_cancer,0.002942603,0.005037377,30memhg19decoy,TrueDI26830XA
LP0025_24_L003,lung_cancer,0.003640176,0.005447911,30memhg19,True40
LP0025_24_L003,lung_cancer,0.003349824,0.004339461,0memhg19,True40
LP0025_24_L003,lung_cancer,0.002942146,0.004049453,0memhg19,False40
LP0025_24_L003,lung_cancer,0.003351425,0.005037948,30memhg19,FalseDI26830XA
LP0025_24_L003,lung_cancer,0.002650996,0.004048539,0memhg19decoy,False40
LP0025_24_L003,lung_cancer,0.003352225,0.00573632,30memhg19decoy,FalseDI26830XA
LP0025_24_L003,lung_cancer,0.004050367,0.004750225,30memhg19decoy,True40
LP0025_24_L003,lung_cancer,0.002942603,0.00574249,0memhg19,TrueDI26830XA
LP0025_24_L003,lung_cancer,0.002942146,0.003349824,30memhg19decoy,False40
LP0025_24_L003,lung_cancer,0.003352225,0.005737005,30memhg19decoy,FalseDI1230XA
LP0025_24_L003,lung_cancer,0.002942375,0.005037377,30memhg19,TrueDI1230XA
LP0025_24_L003,lung_cancer,0.002646885,0.00573769,30memhg19decoy,TrueDI1230XA
LP0025_24_L003,lung_cancer,0.003345828,0.004339005,30memhg19,TrueDI26830XA
LP0025_24_L003,lung_cancer,0.002942375,0.004341289,0memhg19,TrueDI1230XA
LP0026_05_L003,lung_cancer,0.014198362,0.008126127,0memhg19decoy,TrueDI26830XA
LP0026_05_L003,lung_cancer,0.013493509,0.011731211,30memhg19,False40
LP0026_05_L003,lung_cancer,0.014195293,0.008824385,0memhg19decoy,TrueDI1230XA
LP0026_05_L003,lung_cancer,0.012800591,0.008125557,30memhg19decoy,TrueDI26830XA
LP0026_05_L003,lung_cancer,0.012803433,0.009216452,0memhg19,FalseDI26830XA
LP0026_05_L003,lung_cancer,0.014887871,0.009308159,0memhg19,True40
LP0026_05_L003,lung_cancer,0.013496464,0.013150244,0memhg19,TrueDI26830XA
LP0026_05_L003,lung_cancer,0.012803433,0.010227867,30memhg19,FalseDI26830XA
LP0026_05_L003,lung_cancer,0.012803433,0.009523328,0memhg19,FalseDI1230XA
LP0026_05_L003,lung_cancer,0.011625411,0.01062915,30memhg19,True40
LP0026_05_L003,lung_cancer,0.012803433,0.010227867,30memhg19,FalseDI1230XA
LP0026_05_L003,lung_cancer,0.016984699,0.015553797,0memhg19decoy,True40
LP0026_05_L003,lung_cancer,0.014192224,0.006030668,30memhg19decoy,TrueDI1230XA
LP0026_05_L003,lung_cancer,0.014192224,0.010996648,0memhg19decoy,False40
LP0026_05_L003,lung_cancer,0.014192224,0.008824385,0memhg19,TrueDI1230XA
LP0026_05_L003,lung_cancer,0.012101877,0.009212701,0memhg19,False40
LP0026_05_L003,lung_cancer,0.014192224,0.008824385,30memhg19,TrueDI26830XA
LP0026_05_L003,lung_cancer,0.014841679,0.017562501,30memhg19decoy,False40
LP0026_05_L003,lung_cancer,0.012741186,0.009913232,0memhg19decoy,FalseDI1230XA
LP0026_05_L003,lung_cancer,0.012741186,0.010227867,0memhg19decoy,FalseDI26830XA
LP0026_05_L003,lung_cancer,0.013842981,0.01485928,30memhg19decoy,True40
LP0026_05_L003,lung_cancer,0.012806277,0.010221472,30memhg19decoy,FalseDI1230XA
LP0026_05_L003,lung_cancer,0.01279775,0.008824385,30memhg19,TrueDI1230XA
LP0026_05_L003,lung_cancer,0.012107334,0.009528124,30memhg19decoy,FalseDI26830XA
LP0026_07_L003,lung_cancer,0.006146511,0.007829727,0memhg19decoy,FalseDI1230XA
LP0026_07_L003,lung_cancer,0.004633125,0.003638808,0memhg19decoy,False40
LP0026_07_L003,lung_cancer,0.007825625,0.007515241,0memhg19decoy,TrueDI1230XA
LP0026_07_L003,lung_cancer,0.008524111,0.007515241,0memhg19decoy,TrueDI26830XA
LP0026_07_L003,lung_cancer,0.009918693,0.006836779,0memhg19,TrueDI26830XA
LP0026_07_L003,lung_cancer,0.004739951,0.004337636,0memhg19decoy,True40
LP0026_07_L003,lung_cancer,0.008246427,0.007516717,30memhg19decoy,TrueDI26830XA
LP0026_07_L003,lung_cancer,0.004339918,0.007829727,0memhg19decoy,FalseDI26830XA
LP0026_07_L003,lung_cancer,0.004738925,0.007829727,30memhg19,FalseDI1230XA
LP0026_07_L003,lung_cancer,0.005732899,0.007534468,0memhg19,TrueDI1230XA
LP0026_07_L003,lung_cancer,0.004738925,0.007829727,30memhg19,FalseDI26830XA
LP0026_07_L003,lung_cancer,0.004738925,0.007829727,0memhg19,FalseDI1230XA
LP0026_07_L003,lung_cancer,0.004633125,0.003638808,30memhg19,False40
LP0026_07_L003,lung_cancer,0.009221459,0.00821293,30memhg19,TrueDI1230XA
LP0026_07_L003,lung_cancer,0.009220207,0.007534468,30memhg19decoy,TrueDI1230XA
LP0026_07_L003,lung_cancer,0.005733583,0.00821452,30memhg19,TrueDI26830XA
LP0026_07_L003,lung_cancer,0.005133727,0.005825391,30memhg19,True40
LP0026_07_L003,lung_cancer,0.006438574,0.006839517,0memhg19,True40
LP0026_07_L003,lung_cancer,0.004633125,0.00433718,0memhg19,False40
LP0026_07_L003,lung_cancer,0.004738925,0.007829727,0memhg19,FalseDI26830XA
LP0026_07_L003,lung_cancer,0.006146511,0.007829727,30memhg19decoy,FalseDI1230XA
LP0026_07_L003,lung_cancer,0.00603044,0.004036682,30memhg19decoy,True40
LP0026_07_L003,lung_cancer,0.00603044,0.003638808,30memhg19decoy,False40
LP0026_07_L003,lung_cancer,0.004339461,0.008528669,30memhg19decoy,FalseDI26830XA
LP0026_08_L003,lung_cancer,0.231527668,0.219660656,30memhg19decoy,FalseDI26830XA
LP0026_08_L003,lung_cancer,0.228371593,0.159590399,30memhg19decoy,TrueDI1230XA
LP0026_08_L003,lung_cancer,0.23040129,0.214848068,30memhg19decoy,TrueDI26830XA
LP0026_08_L003,lung_cancer,0.228056972,0.20797606,0memhg19,True40
LP0026_08_L003,lung_cancer,0.204137857,0.215562858,30memhg19decoy,True40
LP0026_08_L003,lung_cancer,0.228348808,0.216569195,0memhg19,FalseDI1230XA
LP0026_08_L003,lung_cancer,0.227604376,0.216523413,0memhg19,FalseDI26830XA
LP0026_08_L003,lung_cancer,0.231527668,0.219660656,30memhg19decoy,FalseDI1230XA
LP0026_08_L003,lung_cancer,0.226494324,0.215284948,0memhg19,False40
LP0026_08_L003,lung_cancer,0.229993612,0.206713644,30memhg19,False40
LP0026_08_L003,lung_cancer,0.227238756,0.213981324,0memhg19decoy,True40
LP0026_08_L003,lung_cancer,0.229500476,0.215237933,0memhg19decoy,False40
LP0026_08_L003,lung_cancer,0.231527668,0.219612338,0memhg19decoy,FalseDI1230XA
LP0026_08_L003,lung_cancer,0.210658113,0.213782647,0memhg19,TrueDI1230XA
LP0026_08_L003,lung_cancer,0.233535415,0.161023904,0memhg19,TrueDI26830XA
LP0026_08_L003,lung_cancer,0.22967155,0.20667996,30memhg19decoy,False40
LP0026_08_L003,lung_cancer,0.232790983,0.207873117,0memhg19decoy,TrueDI1230XA
LP0026_08_L003,lung_cancer,0.23040129,0.213924665,0memhg19decoy,TrueDI26830XA
LP0026_08_L003,lung_cancer,0.227694227,0.219612338,0memhg19decoy,FalseDI26830XA
LP0026_08_L003,lung_cancer,0.228348808,0.218262884,30memhg19,FalseDI1230XA
LP0026_08_L003,lung_cancer,0.228348808,0.218961827,30memhg19,FalseDI26830XA
LP0026_08_L003,lung_cancer,0.232091811,0.213494733,30memhg19,True40
LP0026_08_L003,lung_cancer,0.229003061,0.159553992,30memhg19,TrueDI26830XA
LP0026_08_L003,lung_cancer,0.233626211,0.163708174,30memhg19,TrueDI1230XA
LP0026_22_L003,lung_cancer,0.007863123,0.010810625,0memhg19,True40
LP0026_22_L003,lung_cancer,0.009190274,0.013593438,0memhg19,FalseDI26830XA
LP0026_22_L003,lung_cancer,0.009499487,0.011967216,0memhg19,TrueDI1230XA
LP0026_22_L003,lung_cancer,0.008547735,0.010325347,0memhg19,TrueDI26830XA
LP0026_22_L003,lung_cancer,0.007852992,0.012897905,0memhg19,FalseDI1230XA
LP0026_22_L003,lung_cancer,0.008547735,0.013593891,0memhg19decoy,FalseDI1230XA
LP0026_22_L003,lung_cancer,0.008547735,0.011200674,0memhg19decoy,FalseDI26830XA
LP0026_22_L003,lung_cancer,0.009238091,0.010505141,30memhg19decoy,TrueDI1230XA
LP0026_22_L003,lung_cancer,0.007861096,0.010810625,0memhg19,False40
LP0026_22_L003,lung_cancer,0.009238091,0.010201469,30memhg19decoy,TrueDI26830XA
LP0026_22_L003,lung_cancer,0.009932834,0.010505594,0memhg19decoy,TrueDI26830XA
LP0026_22_L003,lung_cancer,0.009251598,0.009115094,30memhg19decoy,True40
LP0026_22_L003,lung_cancer,0.00855629,0.010810625,30memhg19,True40
LP0026_22_L003,lung_cancer,0.009891459,0.010810625,0memhg19decoy,False40
LP0026_22_L003,lung_cancer,0.009499487,0.010325347,0memhg19decoy,TrueDI1230XA
LP0026_22_L003,lung_cancer,0.008545598,0.013593438,30memhg19decoy,FalseDI26830XA
LP0026_22_L003,lung_cancer,0.007863123,0.012301451,30memhg19decoy,False40
LP0026_22_L003,lung_cancer,0.009256106,0.008811422,0memhg19decoy,True40
LP0026_22_L003,lung_cancer,0.008545598,0.012897565,30memhg19,FalseDI1230XA
LP0026_22_L003,lung_cancer,0.007801127,0.013593438,30memhg19decoy,FalseDI1230XA
LP0026_22_L003,lung_cancer,0.007166014,0.011662185,30memhg19,False40
LP0026_22_L003,lung_cancer,0.008107404,0.010325347,30memhg19,TrueDI1230XA
LP0026_22_L003,lung_cancer,0.008545598,0.012897565,30memhg19,FalseDI26830XA
LP0026_22_L003,lung_cancer,0.008545598,0.011713599,30memhg19,TrueDI26830XA
LP0026_26_L004,lung_cancer,0.057556245,0.05591531,30memhg19decoy,TrueDI26830XA
LP0026_26_L004,lung_cancer,0.05138637,0.067564914,0memhg19,FalseDI26830XA
