sample	tumor_fraction
	sample_id
LP0025_07_L004	0.01105	0memhg38noalt-FalseDI26830XA
LP0025_08_L004	0	0memhg38noalt-FalseDI26830XA
LP0025_10_L003	0.004822	0memhg38noalt-FalseDI26830XA
LP0025_11_L003	0.01306	0memhg38noalt-FalseDI26830XA
LP0025_12_L003	0.01627	0memhg38noalt-FalseDI26830XA
LP0025_15_L003	0.07553	0memhg38noalt-FalseDI26830XA
LP0025_17_L003	0.02701	0memhg38noalt-FalseDI26830XA
LP0025_21_L004	0.1396	0memhg38noalt-FalseDI26830XA
LP0025_24_L003	0.005144	0memhg38noalt-FalseDI26830XA
LP0026_05_L003	0.02223	0memhg38noalt-FalseDI26830XA
LP0026_07_L003	0.02454	0memhg38noalt-FalseDI26830XA
LP0026_08_L003	0.2718	0memhg38noalt-FalseDI26830XA
LP0026_22_L003	0.225	0memhg38noalt-FalseDI26830XA
LP0026_26_L004	0.44	0memhg38noalt-FalseDI26830XA
LP0026_38_L004	0.1558	0memhg38noalt-FalseDI26830XA
LP0026_42_L004	0.1328	0memhg38noalt-FalseDI26830XA
LP0027_26_L003	0.1178	0memhg38noalt-FalseDI26830XA
LP0027_35_L003	0.1687	0memhg38noalt-FalseDI26830XA
LP0027_39_L003	0.1365	0memhg38noalt-FalseDI26830XA
LP0028_01_L004	0.1031	0memhg38noalt-FalseDI26830XA
LP0029_02_L004	0.007742	0memhg38noalt-FalseDI26830XA
LP0029_04_L003	0.01431	0memhg38noalt-FalseDI26830XA
LP0029_05_L004	0.007003	0memhg38noalt-FalseDI26830XA
LP0029_06_L003	0.005584	0memhg38noalt-FalseDI26830XA
LP0030_03_L004	0.007887	0memhg38noalt-FalseDI26830XA
LP0030_05_L004	0.004592	0memhg38noalt-FalseDI26830XA
LP0020_01	0.004618	0memhg38noalt-True40
LP0020_02	0.0101	0memhg38noalt-True40
LP0020_03	0.009614	0memhg38noalt-True40
LP0020_04	0	0memhg38noalt-True40
LP0020_05	0.01021	0memhg38noalt-True40
LP0020_06	0.009072	0memhg38noalt-True40
LP0020_07	0.01485	0memhg38noalt-True40
LP0020_08	0.01673	0memhg38noalt-True40
LP0025_01_L004	0.002784	0memhg38noalt-True40
LP0025_02_L004	0.0166	0memhg38noalt-True40
LP0025_03_L003	0.004359	0memhg38noalt-True40
LP0025_04_L004	0.005612	0memhg38noalt-True40
LP0025_05_L003	0.00792	0memhg38noalt-True40
LP0025_06_L003	0.004052	0memhg38noalt-True40
LP0025_07_L004	0.01097	0memhg38noalt-True40
LP0025_08_L004	0.003029	0memhg38noalt-True40
LP0025_10_L003	0.006716	0memhg38noalt-True40
LP0025_11_L003	0.01513	0memhg38noalt-True40
LP0025_12_L003	0.01518	0memhg38noalt-True40
LP0025_15_L003	0.07977	0memhg38noalt-True40
LP0025_17_L003	0.02994	0memhg38noalt-True40
LP0025_21_L004	0.1371	0memhg38noalt-True40
LP0025_24_L003	0.005874	0memhg38noalt-True40
LP0026_05_L003	0.02251	0memhg38noalt-True40
LP0026_07_L003	0.005979	0memhg38noalt-True40
LP0026_08_L003	0.2714	0memhg38noalt-True40
LP0026_22_L003	0.2252	0memhg38noalt-True40
LP0026_26_L004	0.44	0memhg38noalt-True40
LP0026_38_L004	0.1565	0memhg38noalt-True40
LP0026_42_L004	0.1312	0memhg38noalt-True40
LP0027_26_L003	0.1175	0memhg38noalt-True40
LP0027_35_L003	0.1674	0memhg38noalt-True40
LP0027_39_L003	0.139	0memhg38noalt-True40
LP0028_01_L004	0.1024	0memhg38noalt-True40
LP0029_02_L004	0.009055	0memhg38noalt-True40
LP0029_04_L003	0.01301	0memhg38noalt-True40
LP0029_05_L004	0.007614	0memhg38noalt-True40
LP0029_06_L003	0.007414	0memhg38noalt-True40
LP0030_03_L004	0.008276	0memhg38noalt-True40
LP0030_05_L004	0.004077	0memhg38noalt-True40
LP0020_01	0.006388	0memhg38noalt-TrueDI26830XA
LP0020_02	0.01234	0memhg38noalt-TrueDI26830XA
LP0020_03	0.008892	0memhg38noalt-TrueDI26830XA
LP0020_04	0.01875	0memhg38noalt-TrueDI26830XA
LP0020_05	0.01161	0memhg38noalt-TrueDI26830XA
LP0020_06	0.01876	0memhg38noalt-TrueDI26830XA
LP0020_07	0.01363	0memhg38noalt-TrueDI26830XA
LP0020_08	0.01528	0memhg38noalt-TrueDI26830XA
LP0025_01_L004	0.004748	0memhg38noalt-TrueDI26830XA
LP0025_02_L004	0.01705	0memhg38noalt-TrueDI26830XA
LP0025_03_L003	0.007159	0memhg38noalt-TrueDI26830XA
LP0025_04_L004	0.006192	0memhg38noalt-TrueDI26830XA
LP0025_05_L003	0.008383	0memhg38noalt-TrueDI26830XA
LP0025_06_L003	0.005755	0memhg38noalt-TrueDI26830XA
LP0025_07_L004	0.01158	0memhg38noalt-TrueDI26830XA
LP0025_08_L004	0	0memhg38noalt-TrueDI26830XA
LP0025_10_L003	0.003052	0memhg38noalt-TrueDI26830XA
LP0025_11_L003	0.01442	0memhg38noalt-TrueDI26830XA
LP0025_12_L003	0.01612	0memhg38noalt-TrueDI26830XA
LP0025_15_L003	0.07548	0memhg38noalt-TrueDI26830XA
LP0025_17_L003	0.02656	0memhg38noalt-TrueDI26830XA
LP0025_21_L004	0.1385	0memhg38noalt-TrueDI26830XA
LP0025_24_L003	0.005186	0memhg38noalt-TrueDI26830XA
LP0026_05_L003	0.02273	0memhg38noalt-TrueDI26830XA
LP0026_07_L003	0.02063	0memhg38noalt-TrueDI26830XA
LP0026_08_L003	0.247	0memhg38noalt-TrueDI26830XA
LP0026_22_L003	0.2262	0memhg38noalt-TrueDI26830XA
LP0026_26_L004	0.4405	0memhg38noalt-TrueDI26830XA
LP0026_38_L004	0.1558	0memhg38noalt-TrueDI26830XA
LP0026_42_L004	0.1316	0memhg38noalt-TrueDI26830XA
LP0027_26_L003	0.1182	0memhg38noalt-TrueDI26830XA
LP0027_35_L003	0.1678	0memhg38noalt-TrueDI26830XA
LP0027_39_L003	0.137	0memhg38noalt-TrueDI26830XA
LP0028_01_L004	0.1032	0memhg38noalt-TrueDI26830XA
LP0029_02_L004	0.009377	0memhg38noalt-TrueDI26830XA
LP0029_04_L003	0.01406	0memhg38noalt-TrueDI26830XA
LP0029_05_L004	0.00648	0memhg38noalt-TrueDI26830XA
LP0029_06_L003	0.00454	0memhg38noalt-TrueDI26830XA
LP0030_03_L004	0.008677	0memhg38noalt-TrueDI26830XA
LP0030_05_L004	0.004602	0memhg38noalt-TrueDI26830XA
LP0020_01	0.008858	30memhg19-False40
LP0020_02	0.01047	30memhg19-False40
LP0020_03	0.0125	30memhg19-False40
LP0020_04	0.01591	30memhg19-False40
LP0020_05	0.01611	30memhg19-False40
LP0020_06	0.01003	30memhg19-False40
LP0020_07	0.01603	30memhg19-False40
LP0020_08	0.01729	30memhg19-False40
LP0025_01_L004	0	30memhg19-False40
LP0025_02_L004	0.01542	30memhg19-False40
LP0025_03_L003	0.007501	30memhg19-False40
LP0025_04_L004	0.003056	30memhg19-False40
LP0025_05_L003	0.00879	30memhg19-False40
LP0025_06_L003	0	30memhg19-False40
LP0025_07_L004	0.01087	30memhg19-False40
LP0025_08_L004	0.003001	30memhg19-False40
LP0025_10_L003	0.006661	30memhg19-False40
LP0025_11_L003	0.01297	30memhg19-False40
LP0025_12_L003	0.01502	30memhg19-False40
LP0025_15_L003	0.07296	30memhg19-False40
LP0025_17_L003	0.03131	30memhg19-False40
LP0025_21_L004	0.1087	30memhg19-False40
LP0025_24_L003	0.009902	30memhg19-False40
LP0026_05_L003	0.02631	30memhg19-False40
LP0026_07_L003	0.01575	30memhg19-False40
LP0026_08_L003	0.2472	30memhg19-False40
LP0026_22_L003	0.2241	30memhg19-False40
LP0026_26_L004	0.4409	30memhg19-False40
LP0026_38_L004	0.1576	30memhg19-False40
LP0026_42_L004	0.1322	30memhg19-False40
LP0027_26_L003	0.1114	30memhg19-False40
LP0027_35_L003	0.1681	30memhg19-False40
LP0027_39_L003	0.1379	30memhg19-False40
LP0028_01_L004	0.1016	30memhg19-False40
LP0029_02_L004	0.009925	30memhg19-False40
LP0029_04_L003	0.01441	30memhg19-False40
LP0029_05_L004	0.006986	30memhg19-False40
LP0029_06_L003	0.006903	30memhg19-False40
LP0030_03_L004	0.007604	30memhg19-False40
LP0030_05_L004	0.009096	30memhg19-False40
LP0020_01	0.009074	30memhg19-FalseDI26830XA
LP0020_02	0.01029	30memhg19-FalseDI26830XA
LP0020_03	0.01123	30memhg19-FalseDI26830XA
LP0020_04	0.01833	30memhg19-FalseDI26830XA
LP0020_05	0.01177	30memhg19-FalseDI26830XA
LP0020_06	0.01253	30memhg19-FalseDI26830XA
LP0020_07	0.01477	30memhg19-FalseDI26830XA
LP0020_08	0.01863	30memhg19-FalseDI26830XA
LP0025_01_L004	0	30memhg19-FalseDI26830XA
LP0025_02_L004	0.01711	30memhg19-FalseDI26830XA
LP0025_03_L003	0.004693	30memhg19-FalseDI26830XA
LP0025_04_L004	0.003228	30memhg19-FalseDI26830XA
LP0025_05_L003	0.009413	30memhg19-FalseDI26830XA
LP0025_06_L003	0	30memhg19-FalseDI26830XA
LP0025_07_L004	0.01061	30memhg19-FalseDI26830XA
LP0025_08_L004	0.003055	30memhg19-FalseDI26830XA
LP0025_10_L003	0.007211	30memhg19-FalseDI26830XA
LP0025_11_L003	0.01233	30memhg19-FalseDI26830XA
LP0025_12_L003	0.01678	30memhg19-FalseDI26830XA
LP0025_15_L003	0.07302	30memhg19-FalseDI26830XA
LP0025_17_L003	0.03124	30memhg19-FalseDI26830XA
LP0025_21_L004	0.1358	30memhg19-FalseDI26830XA
LP0025_24_L003	0.008746	30memhg19-FalseDI26830XA
LP0026_05_L003	0.0231	30memhg19-FalseDI26830XA
LP0026_07_L003	0.01062	30memhg19-FalseDI26830XA
LP0026_08_L003	0.2717	30memhg19-FalseDI26830XA
LP0026_22_L003	0.2251	30memhg19-FalseDI26830XA
LP0026_26_L004	0.4417	30memhg19-FalseDI26830XA
LP0026_38_L004	0.1586	30memhg19-FalseDI26830XA
LP0026_42_L004	0.133	30memhg19-FalseDI26830XA
LP0027_26_L003	0.1174	30memhg19-FalseDI26830XA
LP0027_35_L003	0.1682	30memhg19-FalseDI26830XA
LP0027_39_L003	0.1376	30memhg19-FalseDI26830XA
LP0028_01_L004	0.1024	30memhg19-FalseDI26830XA
LP0029_02_L004	0.008704	30memhg19-FalseDI26830XA
LP0029_04_L003	0.01499	30memhg19-FalseDI26830XA
LP0029_05_L004	0.003067	30memhg19-FalseDI26830XA
LP0029_06_L003	0.005669	30memhg19-FalseDI26830XA
LP0030_03_L004	0.007865	30memhg19-FalseDI26830XA
LP0030_05_L004	0.008995	30memhg19-FalseDI26830XA
LP0020_01	0.00834	30memhg19-True40
LP0020_02	0.013	30memhg19-True40
LP0020_03	0.007703	30memhg19-True40
LP0020_04	0.02019	30memhg19-True40
LP0020_05	0.0108	30memhg19-True40
LP0020_06	0.01271	30memhg19-True40
LP0020_07	0.01036	30memhg19-True40
LP0020_08	0.0133	30memhg19-True40
LP0025_01_L004	0	30memhg19-True40
LP0025_02_L004	0.01607	30memhg19-True40
LP0025_03_L003	0.007451	30memhg19-True40
LP0025_04_L004	0.004385	30memhg19-True40
LP0025_05_L003	0.009674	30memhg19-True40
LP0025_06_L003	0	30memhg19-True40
LP0025_07_L004	0.01016	30memhg19-True40
LP0025_08_L004	0.003091	30memhg19-True40
LP0025_10_L003	0.00864	30memhg19-True40
LP0025_11_L003	0.01383	30memhg19-True40
LP0025_12_L003	0.01411	30memhg19-True40
LP0025_15_L003	0.07958	30memhg19-True40
LP0025_17_L003	0.03202	30memhg19-True40
LP0025_21_L004	0.1361	30memhg19-True40
LP0025_24_L003	0.007868	30memhg19-True40
LP0026_05_L003	0.02794	30memhg19-True40
LP0026_07_L003	0.0182	30memhg19-True40
LP0026_08_L003	0.2475	30memhg19-True40
LP0026_22_L003	0.2247	30memhg19-True40
LP0026_26_L004	0.4417	30memhg19-True40
LP0026_38_L004	0.1576	30memhg19-True40
LP0026_42_L004	0.1316	30memhg19-True40
LP0027_26_L003	0.1111	30memhg19-True40
LP0027_35_L003	0.1672	30memhg19-True40
LP0027_39_L003	0.1383	30memhg19-True40
LP0028_01_L004	0.1015	30memhg19-True40
LP0029_02_L004	0.01256	30memhg19-True40
LP0029_04_L003	0.0135	30memhg19-True40
LP0029_05_L004	0.003716	30memhg19-True40
LP0029_06_L003	0.007059	30memhg19-True40
LP0030_03_L004	0.008005	30memhg19-True40
LP0030_05_L004	0.005701	30memhg19-True40
LP0020_01	0.008875	30memhg19-TrueDI26830XA
LP0020_02	0.02183	30memhg19-TrueDI26830XA
LP0020_03	0.009112	30memhg19-TrueDI26830XA
LP0020_04	0.01995	30memhg19-TrueDI26830XA
LP0020_05	0.008577	30memhg19-TrueDI26830XA
LP0020_06	0.01078	30memhg19-TrueDI26830XA
LP0020_07	0.004601	30memhg19-TrueDI26830XA
LP0020_08	0.02143	30memhg19-TrueDI26830XA
LP0025_01_L004	0	30memhg19-TrueDI26830XA
LP0025_02_L004	0.01651	30memhg19-TrueDI26830XA
LP0025_03_L003	0.007443	30memhg19-TrueDI26830XA
LP0025_04_L004	0.004565	30memhg19-TrueDI26830XA
LP0025_05_L003	0.0102	30memhg19-TrueDI26830XA
LP0025_06_L003	0.00406	30memhg19-TrueDI26830XA
LP0025_07_L004	0.01091	30memhg19-TrueDI26830XA
LP0025_08_L004	0	30memhg19-TrueDI26830XA
LP0025_10_L003	0.007168	30memhg19-TrueDI26830XA
LP0025_11_L003	0.01309	30memhg19-TrueDI26830XA
LP0025_12_L003	0.01688	30memhg19-TrueDI26830XA
LP0025_15_L003	0.0791	30memhg19-TrueDI26830XA
LP0025_17_L003	0.03165	30memhg19-TrueDI26830XA
LP0025_21_L004	0.1364	30memhg19-TrueDI26830XA
LP0025_24_L003	0.00622	30memhg19-TrueDI26830XA
LP0026_05_L003	0.0258	30memhg19-TrueDI26830XA
LP0026_07_L003	0.01025	30memhg19-TrueDI26830XA
LP0026_08_L003	0.2478	30memhg19-TrueDI26830XA
LP0026_22_L003	0.2266	30memhg19-TrueDI26830XA
LP0026_26_L004	0.4424	30memhg19-TrueDI26830XA
LP0026_38_L004	0.1572	30memhg19-TrueDI26830XA
LP0026_42_L004	0.1323	30memhg19-TrueDI26830XA
LP0027_26_L003	0.1169	30memhg19-TrueDI26830XA
LP0027_35_L003	0.1677	30memhg19-TrueDI26830XA
LP0027_39_L003	0.1363	30memhg19-TrueDI26830XA
LP0028_01_L004	0.1024	30memhg19-TrueDI26830XA
LP0029_02_L004	0.0109	30memhg19-TrueDI26830XA
LP0029_04_L003	0.01318	30memhg19-TrueDI26830XA
LP0029_05_L004	0.003633	30memhg19-TrueDI26830XA
LP0029_06_L003	0.006174	30memhg19-TrueDI26830XA
LP0030_03_L004	0.00799	30memhg19-TrueDI26830XA
LP0030_05_L004	0.01026	30memhg19-TrueDI26830XA
LP0020_01	0.004291	30memhg19decoy-False40
LP0020_02	0.009524	30memhg19decoy-False40
LP0020_03	0.01239	30memhg19decoy-False40
LP0020_04	0.01603	30memhg19decoy-False40
LP0020_05	0.01626	30memhg19decoy-False40
LP0020_06	0.009871	30memhg19decoy-False40
LP0020_07	0.01558	30memhg19decoy-False40
LP0020_08	0.01826	30memhg19decoy-False40
LP0025_01_L004	0	30memhg19decoy-False40
LP0025_02_L004	0.01586	30memhg19decoy-False40
LP0025_03_L003	0.00731	30memhg19decoy-False40
LP0025_04_L004	0.002784	30memhg19decoy-False40
LP0025_05_L003	0.00921	30memhg19decoy-False40
LP0025_06_L003	0	30memhg19decoy-False40
LP0025_07_L004	0.01098	30memhg19decoy-False40
LP0025_08_L004	0.002918	30memhg19decoy-False40
LP0025_10_L003	0.008736	30memhg19decoy-False40
LP0025_11_L003	0.01296	30memhg19decoy-False40
LP0025_12_L003	0.01474	30memhg19decoy-False40
LP0025_15_L003	0.07278	30memhg19decoy-False40
LP0025_17_L003	0.03135	30memhg19decoy-False40
LP0025_21_L004	0.1091	30memhg19decoy-False40
LP0025_24_L003	0.0105	30memhg19decoy-False40
LP0026_05_L003	0.02604	30memhg19decoy-False40
LP0026_07_L003	0.01118	30memhg19decoy-False40
LP0026_08_L003	0.2474	30memhg19decoy-False40
LP0026_22_L003	0.2243	30memhg19decoy-False40
LP0026_26_L004	0.4409	30memhg19decoy-False40
LP0026_38_L004	0.158	30memhg19decoy-False40
LP0026_42_L004	0.1325	30memhg19decoy-False40
LP0027_26_L003	0.1115	30memhg19decoy-False40
LP0027_35_L003	0.1684	30memhg19decoy-False40
LP0027_39_L003	0.1377	30memhg19decoy-False40
LP0028_01_L004	0.1014	30memhg19decoy-False40
LP0029_02_L004	0.01032	30memhg19decoy-False40
LP0029_04_L003	0.01484	30memhg19decoy-False40
LP0029_05_L004	0.006391	30memhg19decoy-False40
LP0029_06_L003	0.006797	30memhg19decoy-False40
LP0030_03_L004	0.007618	30memhg19decoy-False40
LP0030_05_L004	0.009177	30memhg19decoy-False40
LP0020_01	0.00931	30memhg19decoy-FalseDI26830XA
LP0020_02	0.00974	30memhg19decoy-FalseDI26830XA
LP0020_03	0.01128	30memhg19decoy-FalseDI26830XA
LP0020_04	0.02096	30memhg19decoy-FalseDI26830XA
LP0020_05	0.01238	30memhg19decoy-FalseDI26830XA
LP0020_06	0.01272	30memhg19decoy-FalseDI26830XA
LP0020_07	0.01453	30memhg19decoy-FalseDI26830XA
LP0020_08	0.01968	30memhg19decoy-FalseDI26830XA
LP0025_01_L004	0	30memhg19decoy-FalseDI26830XA
LP0025_02_L004	0.0173	30memhg19decoy-FalseDI26830XA
LP0025_03_L003	0.003574	30memhg19decoy-FalseDI26830XA
LP0025_04_L004	0.003109	30memhg19decoy-FalseDI26830XA
LP0025_05_L003	0.009475	30memhg19decoy-FalseDI26830XA
LP0025_06_L003	0	30memhg19decoy-FalseDI26830XA
LP0025_07_L004	0.01014	30memhg19decoy-FalseDI26830XA
LP0025_08_L004	0.003008	30memhg19decoy-FalseDI26830XA
LP0025_10_L003	0.008058	30memhg19decoy-FalseDI26830XA
LP0025_11_L003	0.01243	30memhg19decoy-FalseDI26830XA
LP0025_12_L003	0.01814	30memhg19decoy-FalseDI26830XA
LP0025_15_L003	0.07313	30memhg19decoy-FalseDI26830XA
LP0025_17_L003	0.03158	30memhg19decoy-FalseDI26830XA
LP0025_21_L004	0.1366	30memhg19decoy-FalseDI26830XA
LP0025_24_L003	0.008906	30memhg19decoy-FalseDI26830XA
LP0026_05_L003	0.02322	30memhg19decoy-FalseDI26830XA
LP0026_07_L003	0.01033	30memhg19decoy-FalseDI26830XA
LP0026_08_L003	0.2472	30memhg19decoy-FalseDI26830XA
LP0026_22_L003	0.2252	30memhg19decoy-FalseDI26830XA
LP0026_26_L004	0.4416	30memhg19decoy-FalseDI26830XA
LP0026_38_L004	0.1587	30memhg19decoy-FalseDI26830XA
LP0026_42_L004	0.1331	30memhg19decoy-FalseDI26830XA
LP0027_26_L003	0.1172	30memhg19decoy-FalseDI26830XA
LP0027_35_L003	0.1687	30memhg19decoy-FalseDI26830XA
LP0027_39_L003	0.1379	30memhg19decoy-FalseDI26830XA
LP0028_01_L004	0.1022	30memhg19decoy-FalseDI26830XA
LP0029_02_L004	0.009033	30memhg19decoy-FalseDI26830XA
LP0029_04_L003	0.01545	30memhg19decoy-FalseDI26830XA
LP0029_05_L004	0.003045	30memhg19decoy-FalseDI26830XA
LP0029_06_L003	0.00571	30memhg19decoy-FalseDI26830XA
LP0030_03_L004	0.007699	30memhg19decoy-FalseDI26830XA
LP0030_05_L004	0.009729	30memhg19decoy-FalseDI26830XA
LP0020_01	0.004728	30memhg19decoy-True40
LP0020_02	0.01795	30memhg19decoy-True40
LP0020_03	0.01168	30memhg19decoy-True40
LP0020_04	0.01941	30memhg19decoy-True40
LP0020_05	0.01311	30memhg19decoy-True40
LP0020_06	0.01135	30memhg19decoy-True40
LP0020_07	0.006444	30memhg19decoy-True40
LP0020_08	0.01944	30memhg19decoy-True40
LP0025_01_L004	0.003293	30memhg19decoy-True40
LP0025_02_L004	0.01566	30memhg19decoy-True40
LP0025_03_L003	0.008134	30memhg19decoy-True40
LP0025_04_L004	0.004803	30memhg19decoy-True40
LP0025_05_L003	0.009186	30memhg19decoy-True40
LP0025_06_L003	0	30memhg19decoy-True40
LP0025_07_L004	0.01148	30memhg19decoy-True40
LP0025_08_L004	0.003129	30memhg19decoy-True40
LP0025_10_L003	0.009366	30memhg19decoy-True40
LP0025_11_L003	0.01118	30memhg19decoy-True40
LP0025_12_L003	0.01564	30memhg19decoy-True40
LP0025_15_L003	0.07364	30memhg19decoy-True40
LP0025_17_L003	0.03319	30memhg19decoy-True40
LP0025_21_L004	0.1364	30memhg19decoy-True40
LP0025_24_L003	0.006973	30memhg19decoy-True40
LP0026_05_L003	0.02655	30memhg19decoy-True40
LP0026_07_L003	0.01652	30memhg19decoy-True40
LP0026_08_L003	0.2739	30memhg19decoy-True40
LP0026_22_L003	0.2238	30memhg19decoy-True40
LP0026_26_L004	0.4414	30memhg19decoy-True40
LP0026_38_L004	0.1534	30memhg19decoy-True40
LP0026_42_L004	0.1328	30memhg19decoy-True40
LP0027_26_L003	0.1117	30memhg19decoy-True40
LP0027_35_L003	0.1684	30memhg19decoy-True40
LP0027_39_L003	0.14	30memhg19decoy-True40
LP0028_01_L004	0.1023	30memhg19decoy-True40
LP0029_02_L004	0.01169	30memhg19decoy-True40
LP0029_04_L003	0.01307	30memhg19decoy-True40
LP0029_05_L004	0.003448	30memhg19decoy-True40
LP0029_06_L003	0.007725	30memhg19decoy-True40
LP0030_03_L004	0.007632	30memhg19decoy-True40
LP0030_05_L004	0.01042	30memhg19decoy-True40
LP0020_01	0.009218	30memhg19decoy-TrueDI26830XA
LP0020_02	0.01823	30memhg19decoy-TrueDI26830XA
LP0020_03	0.009121	30memhg19decoy-TrueDI26830XA
LP0020_04	0	30memhg19decoy-TrueDI26830XA
LP0020_05	0.01335	30memhg19decoy-TrueDI26830XA
LP0020_06	0.01253	30memhg19decoy-TrueDI26830XA
LP0020_07	0.01277	30memhg19decoy-TrueDI26830XA
LP0020_08	0.008323	30memhg19decoy-TrueDI26830XA
LP0025_01_L004	0.004057	30memhg19decoy-TrueDI26830XA
LP0025_02_L004	0.01886	30memhg19decoy-TrueDI26830XA
LP0025_03_L003	0.006499	30memhg19decoy-TrueDI26830XA
LP0025_04_L004	0.004361	30memhg19decoy-TrueDI26830XA
LP0025_05_L003	0.009674	30memhg19decoy-TrueDI26830XA
LP0025_06_L003	0	30memhg19decoy-TrueDI26830XA
LP0025_07_L004	0.01166	30memhg19decoy-TrueDI26830XA
LP0025_08_L004	0.003	30memhg19decoy-TrueDI26830XA
LP0025_10_L003	0.008175	30memhg19decoy-TrueDI26830XA
LP0025_11_L003	0.01379	30memhg19decoy-TrueDI26830XA
LP0025_12_L003	0.01754	30memhg19decoy-TrueDI26830XA
LP0025_15_L003	0.07525	30memhg19decoy-TrueDI26830XA
LP0025_17_L003	0.03163	30memhg19decoy-TrueDI26830XA
LP0025_21_L004	0.1357	30memhg19decoy-TrueDI26830XA
LP0025_24_L003	0.005521	30memhg19decoy-TrueDI26830XA
LP0026_05_L003	0.0229	30memhg19decoy-TrueDI26830XA
LP0026_07_L003	0.0107	30memhg19decoy-TrueDI26830XA
LP0026_08_L003	0.2731	30memhg19decoy-TrueDI26830XA
LP0026_22_L003	0.2258	30memhg19decoy-TrueDI26830XA
LP0026_26_L004	0.4417	30memhg19decoy-TrueDI26830XA
LP0026_38_L004	0.1577	30memhg19decoy-TrueDI26830XA
LP0026_42_L004	0.1322	30memhg19decoy-TrueDI26830XA
LP0027_26_L003	0.1165	30memhg19decoy-TrueDI26830XA
LP0027_35_L003	0.1682	30memhg19decoy-TrueDI26830XA
LP0027_39_L003	0.1372	30memhg19decoy-TrueDI26830XA
LP0028_01_L004	0.1022	30memhg19decoy-TrueDI26830XA
LP0029_02_L004	0.01047	30memhg19decoy-TrueDI26830XA
LP0029_04_L003	0.01222	30memhg19decoy-TrueDI26830XA
LP0029_05_L004	0.004626	30memhg19decoy-TrueDI26830XA
LP0029_06_L003	0.006583	30memhg19decoy-TrueDI26830XA
LP0030_03_L004	0.007744	30memhg19decoy-TrueDI26830XA
LP0030_05_L004	0.009796	30memhg19decoy-TrueDI26830XA
LP0020_01	0.009094	30memhg38-False40
LP0020_02	0.01175	30memhg38-False40
LP0020_03	0.01161	30memhg38-False40
LP0020_04	0.01079	30memhg38-False40
LP0020_05	0.01142	30memhg38-False40
LP0020_06	0.01563	30memhg38-False40
LP0020_07	0.01313	30memhg38-False40
LP0020_08	0.01125	30memhg38-False40
LP0025_01_L004	0.004479	30memhg38-False40
LP0025_02_L004	0.01449	30memhg38-False40
LP0025_03_L003	0.005347	30memhg38-False40
LP0025_04_L004	0	30memhg38-False40
LP0025_05_L003	0	30memhg38-False40
LP0025_06_L003	0.004104	30memhg38-False40
LP0025_07_L004	0.01322	30memhg38-False40
LP0025_08_L004	0.004816	30memhg38-False40
LP0025_10_L003	0.839	30memhg38-False40
LP0025_11_L003	0.01216	30memhg38-False40
LP0025_12_L003	0.01385	30memhg38-False40
LP0025_15_L003	0.07175	30memhg38-False40
LP0025_17_L003	0.02806	30memhg38-False40
LP0025_21_L004	0.1111	30memhg38-False40
LP0025_24_L003	0.01244	30memhg38-False40
LP0026_05_L003	0.0221	30memhg38-False40
LP0026_07_L003	0.007393	30memhg38-False40
LP0026_08_L003	0.2737	30memhg38-False40
LP0026_22_L003	0.2241	30memhg38-False40
LP0026_26_L004	0.4388	30memhg38-False40
LP0026_38_L004	0.1564	30memhg38-False40
LP0026_42_L004	0.1328	30memhg38-False40
LP0027_26_L003	0.1193	30memhg38-False40
LP0027_35_L003	0.1678	30memhg38-False40
LP0027_39_L003	0.139	30memhg38-False40
LP0028_01_L004	0.1007	30memhg38-False40
LP0029_02_L004	0.008494	30memhg38-False40
LP0029_04_L003	0.01048	30memhg38-False40
LP0029_05_L004	0.006719	30memhg38-False40
LP0029_06_L003	0.006231	30memhg38-False40
LP0030_03_L004	0.008282	30memhg38-False40
LP0030_05_L004	0.008538	30memhg38-False40
LP0020_01	0.01045	30memhg38-FalseDI26830XA
LP0020_02	0.01003	30memhg38-FalseDI26830XA
LP0020_03	0.009051	30memhg38-FalseDI26830XA
LP0020_04	0	30memhg38-FalseDI26830XA
LP0020_05	0.01001	30memhg38-FalseDI26830XA
LP0020_06	0.0164	30memhg38-FalseDI26830XA
LP0020_07	0.01356	30memhg38-FalseDI26830XA
LP0020_08	0.01132	30memhg38-FalseDI26830XA
LP0025_01_L004	0.004275	30memhg38-FalseDI26830XA
LP0025_02_L004	0.01458	30memhg38-FalseDI26830XA
LP0025_03_L003	0.004518	30memhg38-FalseDI26830XA
LP0025_04_L004	0	30memhg38-FalseDI26830XA
LP0025_05_L003	0	30memhg38-FalseDI26830XA
LP0025_06_L003	0.004041	30memhg38-FalseDI26830XA
LP0025_07_L004	0.013	30memhg38-FalseDI26830XA
LP0025_08_L004	0.004023	30memhg38-FalseDI26830XA
LP0025_10_L003	0.8405	30memhg38-FalseDI26830XA
LP0025_11_L003	0.01135	30memhg38-FalseDI26830XA
LP0025_12_L003	0.01646	30memhg38-FalseDI26830XA
LP0025_15_L003	0.07184	30memhg38-FalseDI26830XA
LP0025_17_L003	0.02784	30memhg38-FalseDI26830XA
LP0025_21_L004	0.1114	30memhg38-FalseDI26830XA
LP0025_24_L003	0.01136	30memhg38-FalseDI26830XA
LP0026_05_L003	0.02729	30memhg38-FalseDI26830XA
LP0026_07_L003	0.03058	30memhg38-FalseDI26830XA
