sample	tumor_fraction
	sample_id
LP0026_26_L004	0.6528	30memhg38-FalseDI26830XA
LP0026_38_L004	0.2574	30memhg38-FalseDI26830XA
LP0026_42_L004	0.121	30memhg38-FalseDI26830XA
LP0027_26_L003	0.1241	30memhg38-FalseDI26830XA
LP0027_35_L003	0.24	30memhg38-FalseDI26830XA
LP0027_39_L003	0.1618	30memhg38-FalseDI26830XA
LP0028_01_L004	0.2703	30memhg38-FalseDI26830XA
LP0029_02_L004	0.009595	30memhg38-FalseDI26830XA
LP0029_04_L003	0.01358	30memhg38-FalseDI26830XA
LP0029_05_L004	0.006431	30memhg38-FalseDI26830XA
LP0029_06_L003	0.006225	30memhg38-FalseDI26830XA
LP0030_03_L004	0.005886	30memhg38-FalseDI26830XA
LP0030_05_L004	0.00769	30memhg38-FalseDI26830XA
LP0020_01	0.01928	30memhg38-True40
LP0020_02	0.02714	30memhg38-True40
LP0020_03	0.02896	30memhg38-True40
LP0020_04	0	30memhg38-True40
LP0020_05	0	30memhg38-True40
LP0020_06	0.02373	30memhg38-True40
LP0020_07	0	30memhg38-True40
LP0020_08	0.02628	30memhg38-True40
LP0025_01_L004	0	30memhg38-True40
LP0025_02_L004	0.01049	30memhg38-True40
LP0025_03_L003	0.006898	30memhg38-True40
LP0025_04_L004	0.006391	30memhg38-True40
LP0025_05_L003	0.01419	30memhg38-True40
LP0025_06_L003	0.0134	30memhg38-True40
LP0025_07_L004	0.01024	30memhg38-True40
LP0025_08_L004	0.005694	30memhg38-True40
LP0025_10_L003	0.8943	30memhg38-True40
LP0025_11_L003	0.01571	30memhg38-True40
LP0025_12_L003	0.03193	30memhg38-True40
LP0025_15_L003	0.1381	30memhg38-True40
LP0025_17_L003	0.0689	30memhg38-True40
LP0025_21_L004	0.1924	30memhg38-True40
LP0025_24_L003	0.01576	30memhg38-True40
LP0026_05_L003	0.02949	30memhg38-True40
LP0026_07_L003	0.05594	30memhg38-True40
LP0026_08_L003	0.3462	30memhg38-True40
LP0026_22_L003	0.4492	30memhg38-True40
LP0026_26_L004	0.6514	30memhg38-True40
LP0026_38_L004	0.2563	30memhg38-True40
LP0026_42_L004	0.1187	30memhg38-True40
LP0027_26_L003	0.1239	30memhg38-True40
LP0027_35_L003	0.2384	30memhg38-True40
LP0027_39_L003	0.1623	30memhg38-True40
LP0028_01_L004	0.2698	30memhg38-True40
LP0029_02_L004	0.008463	30memhg38-True40
LP0029_04_L003	0.01571	30memhg38-True40
LP0029_05_L004	0.006271	30memhg38-True40
LP0029_06_L003	0.006722	30memhg38-True40
LP0030_03_L004	0.007032	30memhg38-True40
LP0030_05_L004	0.008423	30memhg38-True40
LP0020_01	0.01688	30memhg38-TrueDI26830XA
LP0020_02	0.02886	30memhg38-TrueDI26830XA
LP0020_03	0.03448	30memhg38-TrueDI26830XA
LP0020_04	0.04464	30memhg38-TrueDI26830XA
LP0020_05	0	30memhg38-TrueDI26830XA
LP0020_06	0	30memhg38-TrueDI26830XA
LP0020_07	0	30memhg38-TrueDI26830XA
LP0020_08	0.02241	30memhg38-TrueDI26830XA
LP0025_01_L004	0	30memhg38-TrueDI26830XA
LP0025_02_L004	0.01233	30memhg38-TrueDI26830XA
LP0025_03_L003	0.004803	30memhg38-TrueDI26830XA
LP0025_04_L004	0.006812	30memhg38-TrueDI26830XA
LP0025_05_L003	0.0141	30memhg38-TrueDI26830XA
LP0025_06_L003	0.0147	30memhg38-TrueDI26830XA
LP0025_07_L004	0.009143	30memhg38-TrueDI26830XA
LP0025_08_L004	0.006592	30memhg38-TrueDI26830XA
LP0025_10_L003	0.8944	30memhg38-TrueDI26830XA
LP0025_11_L003	0.01702	30memhg38-TrueDI26830XA
LP0025_12_L003	0.03122	30memhg38-TrueDI26830XA
LP0025_15_L003	0.1306	30memhg38-TrueDI26830XA
LP0025_17_L003	0.06685	30memhg38-TrueDI26830XA
LP0025_21_L004	0.1921	30memhg38-TrueDI26830XA
LP0025_24_L003	0.0131	30memhg38-TrueDI26830XA
LP0026_05_L003	0.02492	30memhg38-TrueDI26830XA
LP0026_07_L003	0.05551	30memhg38-TrueDI26830XA
LP0026_08_L003	0.3451	30memhg38-TrueDI26830XA
LP0026_22_L003	0.4508	30memhg38-TrueDI26830XA
LP0026_26_L004	0.6516	30memhg38-TrueDI26830XA
LP0026_38_L004	0.2556	30memhg38-TrueDI26830XA
LP0026_42_L004	0.1205	30memhg38-TrueDI26830XA
LP0027_26_L003	0.1261	30memhg38-TrueDI26830XA
LP0027_35_L003	0.2384	30memhg38-TrueDI26830XA
LP0027_39_L003	0.1618	30memhg38-TrueDI26830XA
LP0028_01_L004	0.2691	30memhg38-TrueDI26830XA
LP0029_02_L004	0.00745	30memhg38-TrueDI26830XA
LP0029_04_L003	0.01365	30memhg38-TrueDI26830XA
LP0029_05_L004	0.005771	30memhg38-TrueDI26830XA
LP0029_06_L003	0.01051	30memhg38-TrueDI26830XA
LP0030_03_L004	0.004733	30memhg38-TrueDI26830XA
LP0030_05_L004	0.008838	30memhg38-TrueDI26830XA
LP0020_01	0.02152	30memhg38noalt-False40
LP0020_02	0.03271	30memhg38noalt-False40
LP0020_03	0.03422	30memhg38noalt-False40
LP0020_04	0.03715	30memhg38noalt-False40
LP0020_05	0	30memhg38noalt-False40
LP0020_06	0.02085	30memhg38noalt-False40
LP0020_07	0.02086	30memhg38noalt-False40
LP0020_08	0.02142	30memhg38noalt-False40
LP0025_01_L004	0.002968	30memhg38noalt-False40
LP0025_02_L004	0.01449	30memhg38noalt-False40
LP0025_03_L003	0.007201	30memhg38noalt-False40
LP0025_04_L004	0.00585	30memhg38noalt-False40
LP0025_05_L003	0.01694	30memhg38noalt-False40
LP0025_06_L003	0.007801	30memhg38noalt-False40
LP0025_07_L004	0.01141	30memhg38noalt-False40
LP0025_08_L004	0.00388	30memhg38noalt-False40
LP0025_10_L003	0.002275	30memhg38noalt-False40
LP0025_11_L003	0.02035	30memhg38noalt-False40
LP0025_12_L003	0.02857	30memhg38noalt-False40
LP0025_15_L003	0.1271	30memhg38noalt-False40
LP0025_17_L003	0.06785	30memhg38noalt-False40
LP0025_21_L004	0.1926	30memhg38noalt-False40
LP0025_24_L003	0.007651	30memhg38noalt-False40
LP0026_05_L003	0.02738	30memhg38noalt-False40
LP0026_07_L003	0.06071	30memhg38noalt-False40
LP0026_08_L003	0.3456	30memhg38noalt-False40
LP0026_22_L003	0.4506	30memhg38noalt-False40
LP0026_26_L004	0.6518	30memhg38noalt-False40
LP0026_38_L004	0.2571	30memhg38noalt-False40
LP0026_42_L004	0.1191	30memhg38noalt-False40
LP0027_26_L003	0.1243	30memhg38noalt-False40
LP0027_35_L003	0.2396	30memhg38noalt-False40
LP0027_39_L003	0.1627	30memhg38noalt-False40
LP0028_01_L004	0.2693	30memhg38noalt-False40
LP0029_02_L004	0.01161	30memhg38noalt-False40
LP0029_04_L003	0.01765	30memhg38noalt-False40
LP0029_05_L004	0.009739	30memhg38noalt-False40
LP0029_06_L003	0	30memhg38noalt-False40
LP0030_03_L004	0.003238	30memhg38noalt-False40
LP0030_05_L004	0.008175	30memhg38noalt-False40
LP0020_01	0.02	30memhg38noalt-FalseDI26830XA
LP0020_02	0.02751	30memhg38noalt-FalseDI26830XA
LP0020_03	0.0378	30memhg38noalt-FalseDI26830XA
LP0020_04	0.04404	30memhg38noalt-FalseDI26830XA
LP0020_05	0	30memhg38noalt-FalseDI26830XA
LP0020_06	0.02452	30memhg38noalt-FalseDI26830XA
LP0020_07	0.02108	30memhg38noalt-FalseDI26830XA
LP0020_08	0.02576	30memhg38noalt-FalseDI26830XA
LP0025_01_L004	0.003155	30memhg38noalt-FalseDI26830XA
LP0025_02_L004	0.01393	30memhg38noalt-FalseDI26830XA
LP0025_03_L003	0.006003	30memhg38noalt-FalseDI26830XA
LP0025_04_L004	0.005488	30memhg38noalt-FalseDI26830XA
LP0025_05_L003	0.01847	30memhg38noalt-FalseDI26830XA
LP0025_06_L003	0.007369	30memhg38noalt-FalseDI26830XA
LP0025_07_L004	0.01121	30memhg38noalt-FalseDI26830XA
LP0025_08_L004	0.00429	30memhg38noalt-FalseDI26830XA
LP0025_10_L003	0.002139	30memhg38noalt-FalseDI26830XA
LP0025_11_L003	0.01826	30memhg38noalt-FalseDI26830XA
LP0025_12_L003	0.02886	30memhg38noalt-FalseDI26830XA
LP0025_15_L003	0.127	30memhg38noalt-FalseDI26830XA
LP0025_17_L003	0.06791	30memhg38noalt-FalseDI26830XA
LP0025_21_L004	0.1925	30memhg38noalt-FalseDI26830XA
LP0025_24_L003	0.008475	30memhg38noalt-FalseDI26830XA
LP0026_05_L003	0.02739	30memhg38noalt-FalseDI26830XA
LP0026_07_L003	0.02626	30memhg38noalt-FalseDI26830XA
LP0026_08_L003	0.3457	30memhg38noalt-FalseDI26830XA
LP0026_22_L003	0.4521	30memhg38noalt-FalseDI26830XA
LP0026_26_L004	0.6527	30memhg38noalt-FalseDI26830XA
LP0026_38_L004	0.2579	30memhg38noalt-FalseDI26830XA
LP0026_42_L004	0.1204	30memhg38noalt-FalseDI26830XA
LP0027_26_L003	0.1246	30memhg38noalt-FalseDI26830XA
LP0027_35_L003	0.2395	30memhg38noalt-FalseDI26830XA
LP0027_39_L003	0.1617	30memhg38noalt-FalseDI26830XA
LP0028_01_L004	0.2709	30memhg38noalt-FalseDI26830XA
LP0029_02_L004	0.007695	30memhg38noalt-FalseDI26830XA
LP0029_04_L003	0.0164	30memhg38noalt-FalseDI26830XA
LP0029_05_L004	0.00962	30memhg38noalt-FalseDI26830XA
LP0029_06_L003	0.004626	30memhg38noalt-FalseDI26830XA
LP0030_03_L004	0.003578	30memhg38noalt-FalseDI26830XA
LP0030_05_L004	0.007395	30memhg38noalt-FalseDI26830XA
LP0020_01	0.02475	30memhg38noalt-True40
LP0020_02	0.03019	30memhg38noalt-True40
LP0020_03	0.02525	30memhg38noalt-True40
LP0020_04	0.05581	30memhg38noalt-True40
LP0020_05	0	30memhg38noalt-True40
LP0020_06	0.02661	30memhg38noalt-True40
LP0020_07	0.0203	30memhg38noalt-True40
LP0020_08	0	30memhg38noalt-True40
LP0025_01_L004	0.003115	30memhg38noalt-True40
LP0025_02_L004	0.01422	30memhg38noalt-True40
LP0025_03_L003	0.005872	30memhg38noalt-True40
LP0025_04_L004	0.006523	30memhg38noalt-True40
LP0025_05_L003	0.01289	30memhg38noalt-True40
LP0025_06_L003	0.007431	30memhg38noalt-True40
LP0025_07_L004	0.009681	30memhg38noalt-True40
LP0025_08_L004	0.004231	30memhg38noalt-True40
LP0025_10_L003	0.002439	30memhg38noalt-True40
LP0025_11_L003	0.01915	30memhg38noalt-True40
LP0025_12_L003	0.02849	30memhg38noalt-True40
LP0025_15_L003	0.1263	30memhg38noalt-True40
LP0025_17_L003	0.06826	30memhg38noalt-True40
LP0025_21_L004	0.2275	30memhg38noalt-True40
LP0025_24_L003	0.008976	30memhg38noalt-True40
LP0026_05_L003	0.02884	30memhg38noalt-True40
LP0026_07_L003	0.05899	30memhg38noalt-True40
LP0026_08_L003	0.3455	30memhg38noalt-True40
LP0026_22_L003	0.4503	30memhg38noalt-True40
LP0026_26_L004	0.6508	30memhg38noalt-True40
LP0026_38_L004	0.2564	30memhg38noalt-True40
LP0026_42_L004	0.1199	30memhg38noalt-True40
LP0027_26_L003	0.1251	30memhg38noalt-True40
LP0027_35_L003	0.2383	30memhg38noalt-True40
LP0027_39_L003	0.1625	30memhg38noalt-True40
LP0028_01_L004	0.2696	30memhg38noalt-True40
LP0029_02_L004	0.01185	30memhg38noalt-True40
LP0029_04_L003	0.01528	30memhg38noalt-True40
LP0029_05_L004	0.004555	30memhg38noalt-True40
LP0029_06_L003	0	30memhg38noalt-True40
LP0030_03_L004	0.003272	30memhg38noalt-True40
LP0030_05_L004	0.004208	30memhg38noalt-True40
LP0020_01	0.02268	30memhg38noalt-TrueDI26830XA
LP0020_02	0.03386	30memhg38noalt-TrueDI26830XA
LP0020_03	0.02789	30memhg38noalt-TrueDI26830XA
LP0020_04	0.03967	30memhg38noalt-TrueDI26830XA
LP0020_05	0	30memhg38noalt-TrueDI26830XA
LP0020_06	0.03215	30memhg38noalt-TrueDI26830XA
LP0020_07	0.01719	30memhg38noalt-TrueDI26830XA
LP0020_08	0.02107	30memhg38noalt-TrueDI26830XA
LP0025_01_L004	0.002896	30memhg38noalt-TrueDI26830XA
LP0025_02_L004	0.01625	30memhg38noalt-TrueDI26830XA
LP0025_03_L003	0.004876	30memhg38noalt-TrueDI26830XA
LP0025_04_L004	0.006435	30memhg38noalt-TrueDI26830XA
LP0025_05_L003	0.0146	30memhg38noalt-TrueDI26830XA
LP0025_06_L003	0.007535	30memhg38noalt-TrueDI26830XA
LP0025_07_L004	0.009811	30memhg38noalt-TrueDI26830XA
LP0025_08_L004	0.004284	30memhg38noalt-TrueDI26830XA
LP0025_10_L003	0.002482	30memhg38noalt-TrueDI26830XA
LP0025_11_L003	0.01433	30memhg38noalt-TrueDI26830XA
LP0025_12_L003	0.03385	30memhg38noalt-TrueDI26830XA
LP0025_15_L003	0.1275	30memhg38noalt-TrueDI26830XA
LP0025_17_L003	0.06785	30memhg38noalt-TrueDI26830XA
LP0025_21_L004	0.2284	30memhg38noalt-TrueDI26830XA
LP0025_24_L003	0.01011	30memhg38noalt-TrueDI26830XA
LP0026_05_L003	0.03102	30memhg38noalt-TrueDI26830XA
LP0026_07_L003	0.02481	30memhg38noalt-TrueDI26830XA
LP0026_08_L003	0.3449	30memhg38noalt-TrueDI26830XA
LP0026_22_L003	0.4508	30memhg38noalt-TrueDI26830XA
LP0026_26_L004	0.6519	30memhg38noalt-TrueDI26830XA
LP0026_38_L004	0.2555	30memhg38noalt-TrueDI26830XA
LP0026_42_L004	0.1185	30memhg38noalt-TrueDI26830XA
LP0027_26_L003	0.1262	30memhg38noalt-TrueDI26830XA
LP0027_35_L003	0.238	30memhg38noalt-TrueDI26830XA
LP0027_39_L003	0.1621	30memhg38noalt-TrueDI26830XA
LP0028_01_L004	0.2706	30memhg38noalt-TrueDI26830XA
LP0029_02_L004	0.0118	30memhg38noalt-TrueDI26830XA
LP0029_04_L003	0.01541	30memhg38noalt-TrueDI26830XA
LP0029_05_L004	0.004088	30memhg38noalt-TrueDI26830XA
LP0029_06_L003	0.006062	30memhg38noalt-TrueDI26830XA
LP0030_03_L004	0.004052	30memhg38noalt-TrueDI26830XA
LP0030_05_L004	0.007694	30memhg38noalt-TrueDI26830XA
