sample	tumor_fraction
	sample_id
LP0025_08_L004	0.003498	0memhg38noalt-FalseDI26830XA
LP0025_10_L003	0.001919	0memhg38noalt-FalseDI26830XA
LP0025_11_L003	0.01919	0memhg38noalt-FalseDI26830XA
LP0025_12_L003	0.03209	0memhg38noalt-FalseDI26830XA
LP0025_15_L003	0.1298	0memhg38noalt-FalseDI26830XA
LP0025_17_L003	0.06749	0memhg38noalt-FalseDI26830XA
LP0025_21_L004	0.1894	0memhg38noalt-FalseDI26830XA
LP0025_24_L003	0.01105	0memhg38noalt-FalseDI26830XA
LP0026_05_L003	0.02598	0memhg38noalt-FalseDI26830XA
LP0026_07_L003	0.05792	0memhg38noalt-FalseDI26830XA
LP0026_08_L003	0.3423	0memhg38noalt-FalseDI26830XA
LP0026_22_L003	0.4435	0memhg38noalt-FalseDI26830XA
LP0026_26_L004	0.646	0memhg38noalt-FalseDI26830XA
LP0026_38_L004	0.2546	0memhg38noalt-FalseDI26830XA
LP0026_42_L004	0.1196	0memhg38noalt-FalseDI26830XA
LP0027_26_L003	0.1225	0memhg38noalt-FalseDI26830XA
LP0027_35_L003	0.2383	0memhg38noalt-FalseDI26830XA
LP0027_39_L003	0.1614	0memhg38noalt-FalseDI26830XA
LP0028_01_L004	0.2703	0memhg38noalt-FalseDI26830XA
LP0029_02_L004	0.007343	0memhg38noalt-FalseDI26830XA
LP0029_04_L003	0.01554	0memhg38noalt-FalseDI26830XA
LP0029_05_L004	0.009599	0memhg38noalt-FalseDI26830XA
LP0029_06_L003	0	0memhg38noalt-FalseDI26830XA
LP0030_03_L004	0.003499	0memhg38noalt-FalseDI26830XA
LP0030_05_L004	0.007726	0memhg38noalt-FalseDI26830XA
LP0020_01	0.02184	0memhg38noalt-True40
LP0020_02	0.03412	0memhg38noalt-True40
LP0020_03	0.04056	0memhg38noalt-True40
LP0020_04	0.0467	0memhg38noalt-True40
LP0020_05	0.01649	0memhg38noalt-True40
LP0020_06	0.02466	0memhg38noalt-True40
LP0020_07	0.01518	0memhg38noalt-True40
LP0020_08	0.02299	0memhg38noalt-True40
LP0025_01_L004	0.005977	0memhg38noalt-True40
LP0025_02_L004	0.01033	0memhg38noalt-True40
LP0025_03_L003	0.008125	0memhg38noalt-True40
LP0025_04_L004	0.006965	0memhg38noalt-True40
LP0025_05_L003	0.01519	0memhg38noalt-True40
LP0025_06_L003	0.006949	0memhg38noalt-True40
LP0025_07_L004	0.01114	0memhg38noalt-True40
LP0025_08_L004	0.002744	0memhg38noalt-True40
LP0025_10_L003	0.002391	0memhg38noalt-True40
LP0025_11_L003	0.02192	0memhg38noalt-True40
LP0025_12_L003	0.03312	0memhg38noalt-True40
LP0025_15_L003	0.1297	0memhg38noalt-True40
LP0025_17_L003	0.06675	0memhg38noalt-True40
LP0025_21_L004	0.2237	0memhg38noalt-True40
LP0025_24_L003	0.006909	0memhg38noalt-True40
LP0026_05_L003	0.02883	0memhg38noalt-True40
LP0026_07_L003	0.05987	0memhg38noalt-True40
LP0026_08_L003	0.3414	0memhg38noalt-True40
LP0026_22_L003	0.4416	0memhg38noalt-True40
LP0026_26_L004	0.6446	0memhg38noalt-True40
LP0026_38_L004	0.2544	0memhg38noalt-True40
LP0026_42_L004	0.1195	0memhg38noalt-True40
LP0027_26_L003	0.1228	0memhg38noalt-True40
LP0027_35_L003	0.2374	0memhg38noalt-True40
LP0027_39_L003	0.1615	0memhg38noalt-True40
LP0028_01_L004	0.2675	0memhg38noalt-True40
LP0029_02_L004	0.01085	0memhg38noalt-True40
LP0029_04_L003	0.01479	0memhg38noalt-True40
LP0029_05_L004	0.01114	0memhg38noalt-True40
LP0029_06_L003	0	0memhg38noalt-True40
LP0030_03_L004	0.003362	0memhg38noalt-True40
LP0030_05_L004	0.008254	0memhg38noalt-True40
LP0020_01	0.01861	0memhg38noalt-TrueDI26830XA
LP0020_02	0.0378	0memhg38noalt-TrueDI26830XA
LP0020_03	0.03072	0memhg38noalt-TrueDI26830XA
LP0020_04	0.05993	0memhg38noalt-TrueDI26830XA
LP0020_05	0.01568	0memhg38noalt-TrueDI26830XA
LP0020_06	0.02523	0memhg38noalt-TrueDI26830XA
LP0020_07	0	0memhg38noalt-TrueDI26830XA
LP0020_08	0	0memhg38noalt-TrueDI26830XA
LP0025_01_L004	0.00252	0memhg38noalt-TrueDI26830XA
LP0025_02_L004	0.0143	0memhg38noalt-TrueDI26830XA
LP0025_03_L003	0.004669	0memhg38noalt-TrueDI26830XA
LP0025_04_L004	0.007087	0memhg38noalt-TrueDI26830XA
LP0025_05_L003	0.01707	0memhg38noalt-TrueDI26830XA
LP0025_06_L003	0.007347	0memhg38noalt-TrueDI26830XA
LP0025_07_L004	0.01117	0memhg38noalt-TrueDI26830XA
LP0025_08_L004	0.003218	0memhg38noalt-TrueDI26830XA
LP0025_10_L003	0.002104	0memhg38noalt-TrueDI26830XA
LP0025_11_L003	0.01441	0memhg38noalt-TrueDI26830XA
LP0025_12_L003	0.03525	0memhg38noalt-TrueDI26830XA
LP0025_15_L003	0.1248	0memhg38noalt-TrueDI26830XA
LP0025_17_L003	0.0671	0memhg38noalt-TrueDI26830XA
LP0025_21_L004	0.2261	0memhg38noalt-TrueDI26830XA
LP0025_24_L003	0.009085	0memhg38noalt-TrueDI26830XA
LP0026_05_L003	0.02901	0memhg38noalt-TrueDI26830XA
LP0026_07_L003	0.02621	0memhg38noalt-TrueDI26830XA
LP0026_08_L003	0.342	0memhg38noalt-TrueDI26830XA
LP0026_22_L003	0.443	0memhg38noalt-TrueDI26830XA
LP0026_26_L004	0.6455	0memhg38noalt-TrueDI26830XA
LP0026_38_L004	0.2528	0memhg38noalt-TrueDI26830XA
LP0026_42_L004	0.1197	0memhg38noalt-TrueDI26830XA
LP0027_26_L003	0.1243	0memhg38noalt-TrueDI26830XA
LP0027_35_L003	0.2388	0memhg38noalt-TrueDI26830XA
LP0027_39_L003	0.163	0memhg38noalt-TrueDI26830XA
LP0028_01_L004	0.2702	0memhg38noalt-TrueDI26830XA
LP0029_02_L004	0.01052	0memhg38noalt-TrueDI26830XA
LP0029_04_L003	0.01554	0memhg38noalt-TrueDI26830XA
LP0029_05_L004	0.004863	0memhg38noalt-TrueDI26830XA
LP0029_06_L003	0.007418	0memhg38noalt-TrueDI26830XA
LP0030_03_L004	0.002658	0memhg38noalt-TrueDI26830XA
LP0030_05_L004	0.005318	0memhg38noalt-TrueDI26830XA
LP0020_01	0.01809	30memhg19-False40
LP0020_02	0.02979	30memhg19-False40
LP0020_03	0.03076	30memhg19-False40
LP0020_04	0	30memhg19-False40
LP0020_05	0	30memhg19-False40
LP0020_06	0.0208	30memhg19-False40
LP0020_07	0.01692	30memhg19-False40
LP0020_08	0.02141	30memhg19-False40
LP0025_01_L004	0.003338	30memhg19-False40
LP0025_02_L004	0.01093	30memhg19-False40
LP0025_03_L003	0.00555	30memhg19-False40
LP0025_04_L004	0.004035	30memhg19-False40
LP0025_05_L003	0.01811	30memhg19-False40
LP0025_06_L003	0.01402	30memhg19-False40
LP0025_07_L004	0.01158	30memhg19-False40
LP0025_08_L004	0.005139	30memhg19-False40
LP0025_10_L003	0.003787	30memhg19-False40
LP0025_11_L003	0.02115	30memhg19-False40
LP0025_12_L003	0.03036	30memhg19-False40
LP0025_15_L003	0.1271	30memhg19-False40
LP0025_17_L003	0.06803	30memhg19-False40
LP0025_21_L004	0.1925	30memhg19-False40
LP0025_24_L003	0.01299	30memhg19-False40
LP0026_05_L003	0.02924	30memhg19-False40
LP0026_07_L003	0.02644	30memhg19-False40
LP0026_08_L003	0.3472	30memhg19-False40
LP0026_22_L003	0.4512	30memhg19-False40
LP0026_26_L004	0.6517	30memhg19-False40
LP0026_38_L004	0.2558	30memhg19-False40
LP0026_42_L004	0.1217	30memhg19-False40
LP0027_26_L003	0.1242	30memhg19-False40
LP0027_35_L003	0.2407	30memhg19-False40
LP0027_39_L003	0.1623	30memhg19-False40
LP0028_01_L004	0.27	30memhg19-False40
LP0029_02_L004	0.01197	30memhg19-False40
LP0029_04_L003	0.01609	30memhg19-False40
LP0029_05_L004	0.01168	30memhg19-False40
LP0029_06_L003	0	30memhg19-False40
LP0030_03_L004	0.006766	30memhg19-False40
LP0030_05_L004	0.008438	30memhg19-False40
LP0020_01	0.01488	30memhg19-FalseDI26830XA
LP0020_02	0.02732	30memhg19-FalseDI26830XA
LP0020_03	0.03298	30memhg19-FalseDI26830XA
LP0020_04	0	30memhg19-FalseDI26830XA
LP0020_05	0	30memhg19-FalseDI26830XA
LP0020_06	0.02206	30memhg19-FalseDI26830XA
LP0020_07	0.01722	30memhg19-FalseDI26830XA
LP0020_08	0.02318	30memhg19-FalseDI26830XA
LP0025_01_L004	0.00267	30memhg19-FalseDI26830XA
LP0025_02_L004	0.0145	30memhg19-FalseDI26830XA
LP0025_03_L003	0.005806	30memhg19-FalseDI26830XA
LP0025_04_L004	0.003751	30memhg19-FalseDI26830XA
LP0025_05_L003	0.01783	30memhg19-FalseDI26830XA
LP0025_06_L003	0.01152	30memhg19-FalseDI26830XA
LP0025_07_L004	0.008063	30memhg19-FalseDI26830XA
LP0025_08_L004	0.00505	30memhg19-FalseDI26830XA
LP0025_10_L003	0.003261	30memhg19-FalseDI26830XA
LP0025_11_L003	0.01993	30memhg19-FalseDI26830XA
LP0025_12_L003	0.02914	30memhg19-FalseDI26830XA
LP0025_15_L003	0.1281	30memhg19-FalseDI26830XA
LP0025_17_L003	0.06894	30memhg19-FalseDI26830XA
LP0025_21_L004	0.1932	30memhg19-FalseDI26830XA
LP0025_24_L003	0.01191	30memhg19-FalseDI26830XA
LP0026_05_L003	0.02797	30memhg19-FalseDI26830XA
LP0026_07_L003	0.02413	30memhg19-FalseDI26830XA
LP0026_08_L003	0.3475	30memhg19-FalseDI26830XA
LP0026_22_L003	0.4522	30memhg19-FalseDI26830XA
LP0026_26_L004	0.6526	30memhg19-FalseDI26830XA
LP0026_38_L004	0.2557	30memhg19-FalseDI26830XA
LP0026_42_L004	0.1222	30memhg19-FalseDI26830XA
LP0027_26_L003	0.1236	30memhg19-FalseDI26830XA
LP0027_35_L003	0.2406	30memhg19-FalseDI26830XA
LP0027_39_L003	0.1611	30memhg19-FalseDI26830XA
LP0028_01_L004	0.2711	30memhg19-FalseDI26830XA
LP0029_02_L004	0.01102	30memhg19-FalseDI26830XA
LP0029_04_L003	0.02236	30memhg19-FalseDI26830XA
LP0029_05_L004	0.01301	30memhg19-FalseDI26830XA
LP0029_06_L003	0	30memhg19-FalseDI26830XA
LP0030_03_L004	0.006556	30memhg19-FalseDI26830XA
LP0030_05_L004	0.007431	30memhg19-FalseDI26830XA
LP0020_01	0.02175	30memhg19-True40
LP0020_02	0.02871	30memhg19-True40
LP0020_03	0.04051	30memhg19-True40
LP0020_04	0	30memhg19-True40
LP0020_05	0.0199	30memhg19-True40
LP0020_06	0.02407	30memhg19-True40
LP0020_07	0.01314	30memhg19-True40
LP0020_08	0	30memhg19-True40
LP0025_01_L004	0.003346	30memhg19-True40
LP0025_02_L004	0.01449	30memhg19-True40
LP0025_03_L003	0	30memhg19-True40
LP0025_04_L004	0.004293	30memhg19-True40
LP0025_05_L003	0.01707	30memhg19-True40
LP0025_06_L003	0	30memhg19-True40
LP0025_07_L004	0.007491	30memhg19-True40
LP0025_08_L004	0	30memhg19-True40
LP0025_10_L003	0.004832	30memhg19-True40
LP0025_11_L003	0.0217	30memhg19-True40
LP0025_12_L003	0.03105	30memhg19-True40
LP0025_15_L003	0.1271	30memhg19-True40
LP0025_17_L003	0.06826	30memhg19-True40
LP0025_21_L004	0.1927	30memhg19-True40
LP0025_24_L003	0.007638	30memhg19-True40
LP0026_05_L003	0.02717	30memhg19-True40
LP0026_07_L003	0.02592	30memhg19-True40
LP0026_08_L003	0.3476	30memhg19-True40
LP0026_22_L003	0.4518	30memhg19-True40
LP0026_26_L004	0.6516	30memhg19-True40
LP0026_38_L004	0.2558	30memhg19-True40
LP0026_42_L004	0.121	30memhg19-True40
LP0027_26_L003	0.1237	30memhg19-True40
LP0027_35_L003	0.2416	30memhg19-True40
LP0027_39_L003	0.1451	30memhg19-True40
LP0028_01_L004	0.2697	30memhg19-True40
LP0029_02_L004	0.01328	30memhg19-True40
LP0029_04_L003	0.02022	30memhg19-True40
LP0029_05_L004	0.007281	30memhg19-True40
LP0029_06_L003	0	30memhg19-True40
LP0030_03_L004	0.006662	30memhg19-True40
LP0030_05_L004	0.009107	30memhg19-True40
LP0020_01	0.014	30memhg19-TrueDI26830XA
LP0020_02	0.03064	30memhg19-TrueDI26830XA
LP0020_03	0.04003	30memhg19-TrueDI26830XA
LP0020_04	0	30memhg19-TrueDI26830XA
LP0020_05	0.01928	30memhg19-TrueDI26830XA
LP0020_06	0.0296	30memhg19-TrueDI26830XA
LP0020_07	0.01727	30memhg19-TrueDI26830XA
LP0020_08	0.02774	30memhg19-TrueDI26830XA
LP0025_01_L004	0.003112	30memhg19-TrueDI26830XA
LP0025_02_L004	0.01419	30memhg19-TrueDI26830XA
LP0025_03_L003	0.00355	30memhg19-TrueDI26830XA
LP0025_04_L004	0.003917	30memhg19-TrueDI26830XA
LP0025_05_L003	0.01737	30memhg19-TrueDI26830XA
LP0025_06_L003	0.006894	30memhg19-TrueDI26830XA
LP0025_07_L004	0.01172	30memhg19-TrueDI26830XA
LP0025_08_L004	0.005006	30memhg19-TrueDI26830XA
LP0025_10_L003	0.004661	30memhg19-TrueDI26830XA
LP0025_11_L003	0.01953	30memhg19-TrueDI26830XA
LP0025_12_L003	0.03236	30memhg19-TrueDI26830XA
LP0025_15_L003	0.1324	30memhg19-TrueDI26830XA
LP0025_17_L003	0.06922	30memhg19-TrueDI26830XA
LP0025_21_L004	0.2301	30memhg19-TrueDI26830XA
LP0025_24_L003	0.007024	30memhg19-TrueDI26830XA
LP0026_05_L003	0.0282	30memhg19-TrueDI26830XA
LP0026_07_L003	0.0309	30memhg19-TrueDI26830XA
LP0026_08_L003	0.3473	30memhg19-TrueDI26830XA
LP0026_22_L003	0.4515	30memhg19-TrueDI26830XA
LP0026_26_L004	0.6526	30memhg19-TrueDI26830XA
LP0026_38_L004	0.2547	30memhg19-TrueDI26830XA
LP0026_42_L004	0.1215	30memhg19-TrueDI26830XA
LP0027_26_L003	0.1237	30memhg19-TrueDI26830XA
LP0027_35_L003	0.2406	30memhg19-TrueDI26830XA
LP0027_39_L003	0.1481	30memhg19-TrueDI26830XA
LP0028_01_L004	0.2721	30memhg19-TrueDI26830XA
LP0029_02_L004	0.01349	30memhg19-TrueDI26830XA
LP0029_04_L003	0.01854	30memhg19-TrueDI26830XA
LP0029_05_L004	0.007094	30memhg19-TrueDI26830XA
LP0029_06_L003	0	30memhg19-TrueDI26830XA
LP0030_03_L004	0.00483	30memhg19-TrueDI26830XA
LP0030_05_L004	0.003203	30memhg19-TrueDI26830XA
LP0020_01	0.01738	30memhg19decoy-False40
LP0020_02	0.02947	30memhg19decoy-False40
LP0020_03	0.03763	30memhg19decoy-False40
LP0020_04	0	30memhg19decoy-False40
LP0020_05	0	30memhg19decoy-False40
LP0020_06	0.02222	30memhg19decoy-False40
LP0020_07	0.01763	30memhg19decoy-False40
LP0020_08	0.02156	30memhg19decoy-False40
LP0025_01_L004	0.003073	30memhg19decoy-False40
LP0025_02_L004	0.01078	30memhg19decoy-False40
LP0025_03_L003	0.005178	30memhg19decoy-False40
LP0025_04_L004	0.00397	30memhg19decoy-False40
LP0025_05_L003	0.01783	30memhg19decoy-False40
LP0025_06_L003	0.01138	30memhg19decoy-False40
LP0025_07_L004	0.01157	30memhg19decoy-False40
LP0025_08_L004	0.005265	30memhg19decoy-False40
LP0025_10_L003	0.005032	30memhg19decoy-False40
LP0025_11_L003	0.0203	30memhg19decoy-False40
LP0025_12_L003	0.03022	30memhg19decoy-False40
LP0025_15_L003	0.1298	30memhg19decoy-False40
LP0025_17_L003	0.06791	30memhg19decoy-False40
LP0025_21_L004	0.1926	30memhg19decoy-False40
LP0025_24_L003	0.01361	30memhg19decoy-False40
LP0026_05_L003	0.02958	30memhg19decoy-False40
LP0026_07_L003	0.02702	30memhg19decoy-False40
LP0026_08_L003	0.3475	30memhg19decoy-False40
LP0026_22_L003	0.4519	30memhg19decoy-False40
LP0026_26_L004	0.6513	30memhg19decoy-False40
LP0026_38_L004	0.256	30memhg19decoy-False40
LP0026_42_L004	0.1219	30memhg19decoy-False40
LP0027_26_L003	0.1239	30memhg19decoy-False40
LP0027_35_L003	0.2412	30memhg19decoy-False40
LP0027_39_L003	0.1622	30memhg19decoy-False40
LP0028_01_L004	0.2699	30memhg19decoy-False40
LP0029_02_L004	0.01092	30memhg19decoy-False40
LP0029_04_L003	0.01612	30memhg19decoy-False40
LP0029_05_L004	0.01143	30memhg19decoy-False40
LP0029_06_L003	0	30memhg19decoy-False40
LP0030_03_L004	0.006378	30memhg19decoy-False40
LP0030_05_L004	0.007529	30memhg19decoy-False40
LP0020_01	0.0144	30memhg19decoy-FalseDI26830XA
LP0020_02	0.02865	30memhg19decoy-FalseDI26830XA
LP0020_03	0.03417	30memhg19decoy-FalseDI26830XA
LP0020_04	0	30memhg19decoy-FalseDI26830XA
LP0020_05	0	30memhg19decoy-FalseDI26830XA
LP0020_06	0.02267	30memhg19decoy-FalseDI26830XA
LP0020_07	0.01805	30memhg19decoy-FalseDI26830XA
LP0020_08	0.02307	30memhg19decoy-FalseDI26830XA
LP0025_01_L004	0.002566	30memhg19decoy-FalseDI26830XA
LP0025_02_L004	0.01423	30memhg19decoy-FalseDI26830XA
LP0025_03_L003	0.005355	30memhg19decoy-FalseDI26830XA
LP0025_04_L004	0.003867	30memhg19decoy-FalseDI26830XA
LP0025_05_L003	0.01996	30memhg19decoy-FalseDI26830XA
LP0025_06_L003	0.01162	30memhg19decoy-FalseDI26830XA
LP0025_07_L004	0.00847	30memhg19decoy-FalseDI26830XA
LP0025_08_L004	0.00491	30memhg19decoy-FalseDI26830XA
LP0025_10_L003	0.003259	30memhg19decoy-FalseDI26830XA
LP0025_11_L003	0.01988	30memhg19decoy-FalseDI26830XA
LP0025_12_L003	0.02912	30memhg19decoy-FalseDI26830XA
LP0025_15_L003	0.1323	30memhg19decoy-FalseDI26830XA
LP0025_17_L003	0.06832	30memhg19decoy-FalseDI26830XA
LP0025_21_L004	0.1935	30memhg19decoy-FalseDI26830XA
LP0025_24_L003	0.01191	30memhg19decoy-FalseDI26830XA
LP0026_05_L003	0.02812	30memhg19decoy-FalseDI26830XA
LP0026_07_L003	0.02654	30memhg19decoy-FalseDI26830XA
LP0026_08_L003	0.3475	30memhg19decoy-FalseDI26830XA
LP0026_22_L003	0.4525	30memhg19decoy-FalseDI26830XA
LP0026_26_L004	0.6523	30memhg19decoy-FalseDI26830XA
LP0026_38_L004	0.2562	30memhg19decoy-FalseDI26830XA
LP0026_42_L004	0.1221	30memhg19decoy-FalseDI26830XA
LP0027_26_L003	0.1236	30memhg19decoy-FalseDI26830XA
LP0027_35_L003	0.2409	30memhg19decoy-FalseDI26830XA
LP0027_39_L003	0.1622	30memhg19decoy-FalseDI26830XA
LP0028_01_L004	0.2711	30memhg19decoy-FalseDI26830XA
LP0029_02_L004	0.01114	30memhg19decoy-FalseDI26830XA
LP0029_04_L003	0.02105	30memhg19decoy-FalseDI26830XA
LP0029_05_L004	0.01449	30memhg19decoy-FalseDI26830XA
LP0029_06_L003	0	30memhg19decoy-FalseDI26830XA
LP0030_03_L004	0.006685	30memhg19decoy-FalseDI26830XA
LP0030_05_L004	0.007569	30memhg19decoy-FalseDI26830XA
LP0020_01	0.01987	30memhg19decoy-True40
LP0020_02	0.03917	30memhg19decoy-True40
LP0020_03	0.03423	30memhg19decoy-True40
LP0020_04	0	30memhg19decoy-True40
LP0020_05	0.01701	30memhg19decoy-True40
LP0020_06	0.03358	30memhg19decoy-True40
LP0020_07	0	30memhg19decoy-True40
LP0020_08	0.02277	30memhg19decoy-True40
LP0025_01_L004	0.003637	30memhg19decoy-True40
LP0025_02_L004	0.01405	30memhg19decoy-True40
LP0025_03_L003	0	30memhg19decoy-True40
LP0025_04_L004	0.004524	30memhg19decoy-True40
LP0025_05_L003	0.01835	30memhg19decoy-True40
LP0025_06_L003	0.009839	30memhg19decoy-True40
LP0025_07_L004	0.006513	30memhg19decoy-True40
LP0025_08_L004	0.004943	30memhg19decoy-True40
LP0025_10_L003	0.00536	30memhg19decoy-True40
LP0025_11_L003	0.02107	30memhg19decoy-True40
LP0025_12_L003	0.0332	30memhg19decoy-True40
LP0025_15_L003	0.1285	30memhg19decoy-True40
LP0025_17_L003	0.06866	30memhg19decoy-True40
LP0025_21_L004	0.2301	30memhg19decoy-True40
LP0025_24_L003	0.007946	30memhg19decoy-True40
LP0026_05_L003	0.03002	30memhg19decoy-True40
LP0026_07_L003	0.04951	30memhg19decoy-True40
LP0026_08_L003	0.3473	30memhg19decoy-True40
LP0026_22_L003	0.4516	30memhg19decoy-True40
LP0026_26_L004	0.6515	30memhg19decoy-True40
LP0026_38_L004	0.2551	30memhg19decoy-True40
LP0026_42_L004	0.1219	30memhg19decoy-True40
LP0027_26_L003	0.1251	30memhg19decoy-True40
LP0027_35_L003	0.2411	30memhg19decoy-True40
LP0027_39_L003	0.1428	30memhg19decoy-True40
LP0028_01_L004	0.2709	30memhg19decoy-True40
LP0029_02_L004	0.01007	30memhg19decoy-True40
LP0029_04_L003	0.01926	30memhg19decoy-True40
LP0029_05_L004	0.0133	30memhg19decoy-True40
LP0029_06_L003	0	30memhg19decoy-True40
LP0030_03_L004	0.007009	30memhg19decoy-True40
LP0030_05_L004	0.006575	30memhg19decoy-True40
LP0020_01	0.0207	30memhg19decoy-TrueDI26830XA
LP0020_02	0.03469	30memhg19decoy-TrueDI26830XA
LP0020_03	0.03503	30memhg19decoy-TrueDI26830XA
LP0020_04	0.04259	30memhg19decoy-TrueDI26830XA
LP0020_05	0.02575	30memhg19decoy-TrueDI26830XA
LP0020_06	0.02906	30memhg19decoy-TrueDI26830XA
LP0020_07	0	30memhg19decoy-TrueDI26830XA
LP0020_08	0.02594	30memhg19decoy-TrueDI26830XA
LP0025_01_L004	0.002878	30memhg19decoy-TrueDI26830XA
LP0025_02_L004	0.01672	30memhg19decoy-TrueDI26830XA
LP0025_03_L003	0.003541	30memhg19decoy-TrueDI26830XA
LP0025_04_L004	0.004147	30memhg19decoy-TrueDI26830XA
LP0025_05_L003	0.02439	30memhg19decoy-TrueDI26830XA
LP0025_06_L003	0.01085	30memhg19decoy-TrueDI26830XA
LP0025_07_L004	0.006148	30memhg19decoy-TrueDI26830XA
LP0025_08_L004	0.004308	30memhg19decoy-TrueDI26830XA
LP0025_10_L003	0.006226	30memhg19decoy-TrueDI26830XA
LP0025_11_L003	0.01993	30memhg19decoy-TrueDI26830XA
LP0025_12_L003	0.03337	30memhg19decoy-TrueDI26830XA
LP0025_15_L003	0.1286	30memhg19decoy-TrueDI26830XA
LP0025_17_L003	0.06831	30memhg19decoy-TrueDI26830XA
LP0025_21_L004	0.2299	30memhg19decoy-TrueDI26830XA
LP0025_24_L003	0.006506	30memhg19decoy-TrueDI26830XA
LP0026_05_L003	0.03067	30memhg19decoy-TrueDI26830XA
LP0026_07_L003	0.02918	30memhg19decoy-TrueDI26830XA
LP0026_08_L003	0.3476	30memhg19decoy-TrueDI26830XA
LP0026_22_L003	0.4526	30memhg19decoy-TrueDI26830XA
LP0026_26_L004	0.6526	30memhg19decoy-TrueDI26830XA
LP0026_38_L004	0.2553	30memhg19decoy-TrueDI26830XA
LP0026_42_L004	0.1218	30memhg19decoy-TrueDI26830XA
LP0027_26_L003	0.1238	30memhg19decoy-TrueDI26830XA
LP0027_35_L003	0.2416	30memhg19decoy-TrueDI26830XA
LP0027_39_L003	0.162	30memhg19decoy-TrueDI26830XA
LP0028_01_L004	0.2721	30memhg19decoy-TrueDI26830XA
LP0029_02_L004	0.01177	30memhg19decoy-TrueDI26830XA
LP0029_04_L003	0.02074	30memhg19decoy-TrueDI26830XA
LP0029_05_L004	0.01374	30memhg19decoy-TrueDI26830XA
LP0029_06_L003	0	30memhg19decoy-TrueDI26830XA
LP0030_03_L004	0.004948	30memhg19decoy-TrueDI26830XA
LP0030_05_L004	0.009904	30memhg19decoy-TrueDI26830XA
LP0020_01	0.02082	30memhg38-False40
LP0020_02	0.02748	30memhg38-False40
LP0020_03	0.03663	30memhg38-False40
LP0020_04	0.0312	30memhg38-False40
LP0020_05	0.01815	30memhg38-False40
LP0020_06	0.02255	30memhg38-False40
LP0020_07	0.01784	30memhg38-False40
LP0020_08	0.02075	30memhg38-False40
LP0025_01_L004	0.004887	30memhg38-False40
LP0025_02_L004	0.01248	30memhg38-False40
LP0025_03_L003	0.00494	30memhg38-False40
LP0025_04_L004	0	30memhg38-False40
LP0025_05_L003	0.01643	30memhg38-False40
LP0025_06_L003	0.01327	30memhg38-False40
LP0025_07_L004	0.01228	30memhg38-False40
LP0025_08_L004	0.005633	30memhg38-False40
LP0025_10_L003	0.8947	30memhg38-False40
LP0025_11_L003	0.01936	30memhg38-False40
LP0025_12_L003	0.02901	30memhg38-False40
LP0025_15_L003	0.1372	30memhg38-False40
LP0025_17_L003	0.06753	30memhg38-False40
LP0025_21_L004	0.1919	30memhg38-False40
LP0025_24_L003	0.01514	30memhg38-False40
LP0026_05_L003	0.02897	30memhg38-False40
LP0026_07_L003	0.05742	30memhg38-False40
LP0026_08_L003	0.3464	30memhg38-False40
LP0026_22_L003	0.4503	30memhg38-False40
LP0026_26_L004	0.6517	30memhg38-False40
LP0026_38_L004	0.2569	30memhg38-False40
LP0026_42_L004	0.1209	30memhg38-False40
LP0027_26_L003	0.125	30memhg38-False40
LP0027_35_L003	0.2397	30memhg38-False40
LP0027_39_L003	0.1618	30memhg38-False40
LP0028_01_L004	0.2685	30memhg38-False40
LP0029_02_L004	0.009865	30memhg38-False40
LP0029_04_L003	0.01737	30memhg38-False40
LP0029_05_L004	0.006849	30memhg38-False40
LP0029_06_L003	0.00626	30memhg38-False40
LP0030_03_L004	0.006059	30memhg38-False40
LP0030_05_L004	0.008537	30memhg38-False40
LP0020_01	0.01877	30memhg38-FalseDI26830XA
LP0020_02	0.02602	30memhg38-FalseDI26830XA
LP0020_03	0.04039	30memhg38-FalseDI26830XA
LP0020_04	0.04564	30memhg38-FalseDI26830XA
LP0020_05	0.01814	30memhg38-FalseDI26830XA
LP0020_06	0.02784	30memhg38-FalseDI26830XA
LP0020_07	0.01709	30memhg38-FalseDI26830XA
LP0020_08	0	30memhg38-FalseDI26830XA
LP0025_01_L004	0.004735	30memhg38-FalseDI26830XA
LP0025_02_L004	0.01261	30memhg38-FalseDI26830XA
LP0025_03_L003	0.003744	30memhg38-FalseDI26830XA
LP0025_04_L004	0.004342	30memhg38-FalseDI26830XA
LP0025_05_L003	0.01854	30memhg38-FalseDI26830XA
LP0025_06_L003	0.01373	30memhg38-FalseDI26830XA
LP0025_07_L004	0.01239	30memhg38-FalseDI26830XA
LP0025_08_L004	0.005591	30memhg38-FalseDI26830XA
LP0025_10_L003	0.8951	30memhg38-FalseDI26830XA
LP0025_11_L003	0.01758	30memhg38-FalseDI26830XA
LP0025_12_L003	0.03081	30memhg38-FalseDI26830XA
LP0025_15_L003	0.1291	30memhg38-FalseDI26830XA
LP0025_17_L003	0.06731	30memhg38-FalseDI26830XA
LP0025_21_L004	0.1919	30memhg38-FalseDI26830XA
LP0025_24_L003	0.009723	30memhg38-FalseDI26830XA
LP0026_05_L003	0.02783	30memhg38-FalseDI26830XA
LP0026_07_L003	0.05564	30memhg38-FalseDI26830XA
LP0026_08_L003	0.3462	30memhg38-FalseDI26830XA
LP0026_22_L003	0.4514	30memhg38-FalseDI26830XA
