sampleID	globlen_mean	ref_genome	settings
LP0025_08_L004	170.14644603289602	0memhg19	TrueDI26830XA
LP0025_10_L003	145.24434067154286	0memhg19	TrueDI26830XA
LP0025_11_L003	165.94443604428406	0memhg19	TrueDI26830XA
LP0025_12_L003	168.5086516728326	0memhg19	TrueDI26830XA
LP0025_15_L003	164.96657210324884	0memhg19	TrueDI26830XA
LP0025_17_L003	167.2941533633227	0memhg19	TrueDI26830XA
LP0025_21_L004	168.85564856156154	0memhg19	TrueDI26830XA
LP0025_24_L003	171.0298150419022	0memhg19	TrueDI26830XA
LP0026_05_L003	169.14091772393485	0memhg19	TrueDI26830XA
LP0026_07_L003	171.12213886363136	0memhg19	TrueDI26830XA
LP0026_08_L003	156.128132931751	0memhg19	TrueDI26830XA
LP0026_22_L003	164.29106509218943	0memhg19	TrueDI26830XA
LP0026_26_L004	161.39085380096634	0memhg19	TrueDI26830XA
LP0026_38_L004	164.0028829926151	0memhg19	TrueDI26830XA
LP0026_42_L004	164.75986814910033	0memhg19	TrueDI26830XA
LP0027_26_L003	163.22271288163222	0memhg19	TrueDI26830XA
LP0027_35_L003	164.9357314570571	0memhg19	TrueDI26830XA
LP0027_39_L003	166.50945103111812	0memhg19	TrueDI26830XA
LP0028_01_L004	164.04174525460124	0memhg19	TrueDI26830XA
LP0029_02_L004	168.31877170096956	0memhg19	TrueDI26830XA
LP0029_04_L003	169.40077438062488	0memhg19	TrueDI26830XA
LP0029_05_L004	167.68424920502747	0memhg19	TrueDI26830XA
LP0029_06_L003	165.9099451439574	0memhg19	TrueDI26830XA
LP0030_03_L004	167.44190898374057	0memhg19	TrueDI26830XA
LP0030_05_L004	168.6618356755994	0memhg19	TrueDI26830XA
LP0020_01	169.7032768431042	0memhg19decoy	False40
LP0020_02	173.1819468286166	0memhg19decoy	False40
LP0020_03	173.35212336636735	0memhg19decoy	False40
LP0020_04	171.30424239565954	0memhg19decoy	False40
LP0020_05	169.57715985433637	0memhg19decoy	False40
LP0020_06	167.96468687775314	0memhg19decoy	False40
LP0020_07	167.36330021472503	0memhg19decoy	False40
LP0020_08	169.43159688661947	0memhg19decoy	False40
LP0025_01_L004	169.7855765801446	0memhg19decoy	False40
LP0025_02_L004	175.64613602560425	0memhg19decoy	False40
LP0025_03_L003	168.63045477601548	0memhg19decoy	False40
LP0025_04_L004	170.55193922527997	0memhg19decoy	False40
LP0025_05_L003	172.25871527888495	0memhg19decoy	False40
LP0025_06_L003	168.50424271806432	0memhg19decoy	False40
LP0025_07_L004	166.3696534754545	0memhg19decoy	False40
LP0025_08_L004	170.31765842019212	0memhg19decoy	False40
LP0025_10_L003	145.44482484526816	0memhg19decoy	False40
LP0025_11_L003	166.12969567187895	0memhg19decoy	False40
LP0025_12_L003	168.69917009602767	0memhg19decoy	False40
LP0025_15_L003	165.1571627414848	0memhg19decoy	False40
LP0025_17_L003	167.48508406746774	0memhg19decoy	False40
LP0025_21_L004	169.07879254645334	0memhg19decoy	False40
LP0025_24_L003	171.22724278425684	0memhg19decoy	False40
LP0026_05_L003	169.3287878641899	0memhg19decoy	False40
LP0026_07_L003	171.3039225599224	0memhg19decoy	False40
LP0026_08_L003	156.34569820896803	0memhg19decoy	False40
LP0026_22_L003	164.5207056444705	0memhg19decoy	False40
LP0026_26_L004	161.58277542089814	0memhg19decoy	False40
LP0026_38_L004	164.20255486013778	0memhg19decoy	False40
LP0026_42_L004	164.94529098757047	0memhg19decoy	False40
LP0027_26_L003	163.37536515047293	0memhg19decoy	False40
LP0027_35_L003	165.0712620339089	0memhg19decoy	False40
LP0027_39_L003	166.66837250712547	0memhg19decoy	False40
LP0028_01_L004	164.23956552303466	0memhg19decoy	False40
LP0029_02_L004	168.4868494100123	0memhg19decoy	False40
LP0029_04_L003	169.56864726591743	0memhg19decoy	False40
LP0029_05_L004	167.86132705661862	0memhg19decoy	False40
LP0029_06_L003	166.1105871921417	0memhg19decoy	False40
LP0030_03_L004	167.60402324275273	0memhg19decoy	False40
LP0030_05_L004	168.84667909764244	0memhg19decoy	False40
LP0020_01	169.65541021627396	0memhg19decoy	FalseDI26830XA
LP0020_02	173.19556941109306	0memhg19decoy	FalseDI26830XA
LP0020_03	173.29978257229058	0memhg19decoy	FalseDI26830XA
LP0020_04	171.3016156954492	0memhg19decoy	FalseDI26830XA
LP0020_05	169.5394717086354	0memhg19decoy	FalseDI26830XA
LP0020_06	167.8931436043091	0memhg19decoy	FalseDI26830XA
LP0020_07	167.27908702182813	0memhg19decoy	FalseDI26830XA
LP0020_08	169.36589450742554	0memhg19decoy	FalseDI26830XA
LP0025_01_L004	169.73394900383133	0memhg19decoy	FalseDI26830XA
LP0025_02_L004	175.59861237998535	0memhg19decoy	FalseDI26830XA
LP0025_03_L003	168.58525859073745	0memhg19decoy	FalseDI26830XA
LP0025_04_L004	170.49831507025777	0memhg19decoy	FalseDI26830XA
LP0025_05_L003	172.20620945704627	0memhg19decoy	FalseDI26830XA
LP0025_06_L003	168.44466866332442	0memhg19decoy	FalseDI26830XA
LP0025_07_L004	166.30942679046444	0memhg19decoy	FalseDI26830XA
LP0025_08_L004	170.25771055560688	0memhg19decoy	FalseDI26830XA
LP0025_10_L003	145.29446701669036	0memhg19decoy	FalseDI26830XA
LP0025_11_L003	166.0533856468683	0memhg19decoy	FalseDI26830XA
LP0025_12_L003	168.62513914514136	0memhg19decoy	FalseDI26830XA
LP0025_15_L003	165.06153963438706	0memhg19decoy	FalseDI26830XA
LP0025_17_L003	167.406547343661	0memhg19decoy	FalseDI26830XA
LP0025_21_L004	168.99228051997628	0memhg19decoy	FalseDI26830XA
LP0025_24_L003	171.16689244739828	0memhg19decoy	FalseDI26830XA
LP0026_05_L003	169.27304448255347	0memhg19decoy	FalseDI26830XA
LP0026_07_L003	171.2456864028695	0memhg19decoy	FalseDI26830XA
LP0026_08_L003	156.22705104590898	0memhg19decoy	FalseDI26830XA
LP0026_22_L003	164.42172193872102	0memhg19decoy	FalseDI26830XA
LP0026_26_L004	161.48085487014353	0memhg19decoy	FalseDI26830XA
LP0026_38_L004	164.12860213574578	0memhg19decoy	FalseDI26830XA
LP0026_42_L004	164.86624896628123	0memhg19decoy	FalseDI26830XA
LP0027_26_L003	163.3046888914146	0memhg19decoy	FalseDI26830XA
LP0027_35_L003	165.0094952173882	0memhg19decoy	FalseDI26830XA
LP0027_39_L003	166.59197520656818	0memhg19decoy	FalseDI26830XA
LP0028_01_L004	164.14436714439972	0memhg19decoy	FalseDI26830XA
LP0029_02_L004	168.42876723865132	0memhg19decoy	FalseDI26830XA
LP0029_04_L003	169.5142454633479	0memhg19decoy	FalseDI26830XA
LP0029_05_L004	167.81129779653827	0memhg19decoy	FalseDI26830XA
LP0029_06_L003	166.03558669105354	0memhg19decoy	FalseDI26830XA
LP0030_03_L004	167.55357864505459	0memhg19decoy	FalseDI26830XA
LP0030_05_L004	168.79249187604512	0memhg19decoy	FalseDI26830XA
LP0020_01	169.61929126155565	0memhg19decoy	True40
LP0020_02	173.12374287786568	0memhg19decoy	True40
LP0020_03	173.2589260431217	0memhg19decoy	True40
LP0020_04	171.27911364229163	0memhg19decoy	True40
LP0020_05	169.499818857431	0memhg19decoy	True40
LP0020_06	167.83100196015616	0memhg19decoy	True40
LP0020_07	167.28741974172314	0memhg19decoy	True40
LP0020_08	169.38749083507207	0memhg19decoy	True40
LP0025_01_L004	169.741118166506	0memhg19decoy	True40
LP0025_02_L004	175.6161051752757	0memhg19decoy	True40
LP0025_03_L003	168.57005622994689	0memhg19decoy	True40
LP0025_04_L004	170.49553320805606	0memhg19decoy	True40
LP0025_05_L003	172.20358249644605	0memhg19decoy	True40
LP0025_06_L003	168.45170140269556	0memhg19decoy	True40
LP0025_07_L004	166.2998109544572	0memhg19decoy	True40
LP0025_08_L004	170.2796643345338	0memhg19decoy	True40
LP0025_10_L003	145.39696647443313	0memhg19decoy	True40
LP0025_11_L003	166.0913430946616	0memhg19decoy	True40
LP0025_12_L003	168.65202818102657	0memhg19decoy	True40
LP0025_15_L003	165.12641564789135	0memhg19decoy	True40
LP0025_17_L003	167.43753281593155	0memhg19decoy	True40
LP0025_21_L004	169.003362343411	0memhg19decoy	True40
LP0025_24_L003	171.16527174873625	0memhg19decoy	True40
LP0026_05_L003	169.2661926941344	0memhg19decoy	True40
LP0026_07_L003	171.24807643281798	0memhg19decoy	True40
LP0026_08_L003	156.292328756896	0memhg19decoy	True40
LP0026_22_L003	164.4495818119464	0memhg19decoy	True40
LP0026_26_L004	161.54171261060807	0memhg19decoy	True40
LP0026_38_L004	164.15601582289463	0memhg19decoy	True40
LP0026_42_L004	164.9058840495889	0memhg19decoy	True40
LP0027_26_L003	163.35402683525066	0memhg19decoy	True40
LP0027_35_L003	165.0642471940175	0memhg19decoy	True40
LP0027_39_L003	166.65440924084868	0memhg19decoy	True40
LP0028_01_L004	164.19204955056057	0memhg19decoy	True40
LP0029_02_L004	168.4486312394002	0memhg19decoy	True40
LP0029_04_L003	169.51665849249628	0memhg19decoy	True40
LP0029_05_L004	167.80939579288125	0memhg19decoy	True40
LP0029_06_L003	166.0655954121653	0memhg19decoy	True40
LP0030_03_L004	167.55597968411988	0memhg19decoy	True40
LP0030_05_L004	168.7797589932494	0memhg19decoy	True40
LP0020_01	169.57702725110408	0memhg19decoy	TrueDI26830XA
LP0020_02	173.14646852117318	0memhg19decoy	TrueDI26830XA
LP0020_03	173.20518573921714	0memhg19decoy	TrueDI26830XA
LP0020_04	171.2837612202892	0memhg19decoy	TrueDI26830XA
LP0020_05	169.4858395343303	0memhg19decoy	TrueDI26830XA
LP0020_06	167.78919510988624	0memhg19decoy	TrueDI26830XA
LP0020_07	167.2196811937167	0memhg19decoy	TrueDI26830XA
LP0020_08	169.32608763217866	0memhg19decoy	TrueDI26830XA
LP0025_01_L004	169.69056028243492	0memhg19decoy	TrueDI26830XA
LP0025_02_L004	175.56253196270765	0memhg19decoy	TrueDI26830XA
LP0025_03_L003	168.52486077704654	0memhg19decoy	TrueDI26830XA
LP0025_04_L004	170.4451360622315	0memhg19decoy	TrueDI26830XA
LP0025_05_L003	172.16542159968202	0memhg19decoy	TrueDI26830XA
LP0025_06_L003	168.39718542299724	0memhg19decoy	TrueDI26830XA
LP0025_07_L004	166.23744947713138	0memhg19decoy	TrueDI26830XA
LP0025_08_L004	170.2227429416095	0memhg19decoy	TrueDI26830XA
LP0025_10_L003	145.24450632952292	0memhg19decoy	TrueDI26830XA
LP0025_11_L003	166.01270729144386	0memhg19decoy	TrueDI26830XA
LP0025_12_L003	168.57671982012846	0memhg19decoy	TrueDI26830XA
LP0025_15_L003	165.0350116289555	0memhg19decoy	TrueDI26830XA
LP0025_17_L003	167.36516154903234	0memhg19decoy	TrueDI26830XA
LP0025_21_L004	168.92076574331207	0memhg19decoy	TrueDI26830XA
LP0025_24_L003	171.10757567652993	0memhg19decoy	TrueDI26830XA
LP0026_05_L003	169.2102918967649	0memhg19decoy	TrueDI26830XA
LP0026_07_L003	171.19431955656887	0memhg19decoy	TrueDI26830XA
LP0026_08_L003	156.1743679965792	0memhg19decoy	TrueDI26830XA
LP0026_22_L003	164.3511779893335	0memhg19decoy	TrueDI26830XA
LP0026_26_L004	161.44327266855157	0memhg19decoy	TrueDI26830XA
LP0026_38_L004	164.07654663170476	0memhg19decoy	TrueDI26830XA
LP0026_42_L004	164.82399119493104	0memhg19decoy	TrueDI26830XA
LP0027_26_L003	163.28469846380895	0memhg19decoy	TrueDI26830XA
LP0027_35_L003	165.0040986777482	0memhg19decoy	TrueDI26830XA
LP0027_39_L003	166.5779485974712	0memhg19decoy	TrueDI26830XA
LP0028_01_L004	164.10106655419017	0memhg19decoy	TrueDI26830XA
LP0029_02_L004	168.39370481386223	0memhg19decoy	TrueDI26830XA
LP0029_04_L003	169.4734739102208	0memhg19decoy	TrueDI26830XA
LP0029_05_L004	167.757395296791	0memhg19decoy	TrueDI26830XA
LP0029_06_L003	165.9897574689707	0memhg19decoy	TrueDI26830XA
LP0030_03_L004	167.50561578946557	0memhg19decoy	TrueDI26830XA
LP0030_05_L004	168.727966326796	0memhg19decoy	TrueDI26830XA
LP0020_01	169.638839435357	0memhg38	False40
LP0020_02	173.1028269868614	0memhg38	False40
LP0020_03	173.27957515624604	0memhg38	False40
LP0020_04	171.22434642667594	0memhg38	False40
LP0020_05	169.50964334190706	0memhg38	False40
LP0020_06	167.9032433643564	0memhg38	False40
LP0020_07	167.28135230877658	0memhg38	False40
LP0020_08	169.3310032761361	0memhg38	False40
LP0025_01_L004	169.7374414078324	0memhg38	False40
LP0025_02_L004	175.5646376704538	0memhg38	False40
LP0025_03_L003	168.55724867890677	0memhg38	False40
LP0025_04_L004	170.4960995554421	0memhg38	False40
LP0025_05_L003	172.18688767737538	0memhg38	False40
LP0025_06_L003	168.4413512603495	0memhg38	False40
LP0025_07_L004	166.32470522223014	0memhg38	False40
LP0025_08_L004	170.24955040068636	0memhg38	False40
LP0025_10_L003	145.42080361568787	0memhg38	False40
LP0025_11_L003	166.07930790580474	0memhg38	False40
LP0025_12_L003	168.64881553301393	0memhg38	False40
LP0025_15_L003	165.1137224359935	0memhg38	False40
LP0025_17_L003	167.43753396424532	0memhg38	False40
LP0025_21_L004	169.02179761044414	0memhg38	False40
LP0025_24_L003	171.1748493340995	0memhg38	False40
LP0026_05_L003	169.28250392555785	0memhg38	False40
LP0026_07_L003	171.2413058103708	0memhg38	False40
LP0026_08_L003	156.29327332954063	0memhg38	False40
LP0026_22_L003	164.47322727954003	0memhg38	False40
LP0026_26_L004	161.5566121338143	0memhg38	False40
LP0026_38_L004	164.15652661985243	0memhg38	False40
LP0026_42_L004	164.89712245631793	0memhg38	False40
LP0027_26_L003	163.33550176638587	0memhg38	False40
LP0027_35_L003	165.0184622315783	0memhg38	False40
LP0027_39_L003	166.6146765780179	0memhg38	False40
LP0028_01_L004	164.17983838946114	0memhg38	False40
LP0029_02_L004	168.42625848059424	0memhg38	False40
LP0029_04_L003	169.51798276703397	0memhg38	False40
LP0029_05_L004	167.8019110115991	0memhg38	False40
LP0029_06_L003	166.05603545980495	0memhg38	False40
LP0030_03_L004	167.55186431412488	0memhg38	False40
LP0030_05_L004	168.79304557298147	0memhg38	False40
LP0020_01	169.63027361301448	0memhg38	FalseDI26830XA
LP0020_02	173.1731850226193	0memhg38	FalseDI26830XA
LP0020_03	173.27564199157135	0memhg38	FalseDI26830XA
LP0020_04	171.27225436399277	0memhg38	FalseDI26830XA
LP0020_05	169.51865784266977	0memhg38	FalseDI26830XA
LP0020_06	167.87077525067252	0memhg38	FalseDI26830XA
LP0020_07	167.2504698606371	0memhg38	FalseDI26830XA
LP0020_08	169.3216969025021	0memhg38	FalseDI26830XA
LP0025_01_L004	169.71393079702557	0memhg38	FalseDI26830XA
LP0025_02_L004	175.5657435405466	0memhg38	FalseDI26830XA
LP0025_03_L003	168.55950103468007	0memhg38	FalseDI26830XA
LP0025_04_L004	170.4779763063322	0memhg38	FalseDI26830XA
LP0025_05_L003	172.17828220990023	0memhg38	FalseDI26830XA
LP0025_06_L003	168.41777113889523	0memhg38	FalseDI26830XA
LP0025_07_L004	166.29340634602175	0memhg38	FalseDI26830XA
LP0025_08_L004	170.23318365606087	0memhg38	FalseDI26830XA
LP0025_10_L003	145.28929468334326	0memhg38	FalseDI26830XA
LP0025_11_L003	166.03190227328295	0memhg38	FalseDI26830XA
LP0025_12_L003	168.6022608127831	0memhg38	FalseDI26830XA
LP0025_15_L003	165.03979222808474	0memhg38	FalseDI26830XA
LP0025_17_L003	167.38475267746784	0memhg38	FalseDI26830XA
LP0025_21_L004	168.9705736808951	0memhg38	FalseDI26830XA
LP0025_24_L003	171.14537663758833	0memhg38	FalseDI26830XA
LP0026_05_L003	169.25323326421204	0memhg38	FalseDI26830XA
LP0026_07_L003	171.22254627301422	0memhg38	FalseDI26830XA
LP0026_08_L003	156.20478982686643	0memhg38	FalseDI26830XA
LP0026_22_L003	164.40341055179593	0memhg38	FalseDI26830XA
LP0026_26_L004	161.4717328466338	0memhg38	FalseDI26830XA
LP0026_38_L004	164.1096055058121	0memhg38	FalseDI26830XA
LP0026_42_L004	164.84442501640942	0memhg38	FalseDI26830XA
LP0027_26_L003	163.28632906879824	0memhg38	FalseDI26830XA
LP0027_35_L003	164.98440728835547	0memhg38	FalseDI26830XA
LP0027_39_L003	166.57059188913888	0memhg38	FalseDI26830XA
LP0028_01_L004	164.12567164737172	0memhg38	FalseDI26830XA
LP0029_02_L004	168.40997642821102	0memhg38	FalseDI26830XA
LP0029_04_L003	169.49336603617107	0memhg38	FalseDI26830XA
LP0029_05_L004	167.7901794876371	0memhg38	FalseDI26830XA
LP0029_06_L003	166.01510884350327	0memhg38	FalseDI26830XA
LP0030_03_L004	167.53841037371853	0memhg38	FalseDI26830XA
LP0030_05_L004	168.7715036965142	0memhg38	FalseDI26830XA
LP0020_01	169.56349275513156	0memhg38	True40
LP0020_02	173.062849635686	0memhg38	True40
LP0020_03	173.1814088374828	0memhg38	True40
LP0020_04	171.19291411961166	0memhg38	True40
LP0020_05	169.43670977483097	0memhg38	True40
LP0020_06	167.7554799626235	0memhg38	True40
LP0020_07	167.21223198750886	0memhg38	True40
LP0020_08	169.26812990772052	0memhg38	True40
LP0025_01_L004	169.69896747229828	0memhg38	True40
LP0025_02_L004	175.5468273645458	0memhg38	True40
LP0025_03_L003	168.51526733530216	0memhg38	True40
LP0025_04_L004	170.43862156567457	0memhg38	True40
LP0025_05_L003	172.1411632325238	0memhg38	True40
LP0025_06_L003	168.39673677439245	0memhg38	True40
LP0025_07_L004	166.2610340379216	0memhg38	True40
LP0025_08_L004	170.22776559619817	0memhg38	True40
LP0025_10_L003	145.39122036395563	0memhg38	True40
LP0025_11_L003	166.04231192235574	0memhg38	True40
LP0025_12_L003	168.59913576098467	0memhg38	True40
LP0025_15_L003	165.0856700513963	0memhg38	True40
LP0025_17_L003	167.3957511960755	0memhg38	True40
LP0025_21_L004	168.9595156792152	0memhg38	True40
LP0025_24_L003	171.1223828173711	0memhg38	True40
LP0026_05_L003	169.22170761808223	0memhg38	True40
LP0026_07_L003	171.1933656989955	0memhg38	True40
LP0026_08_L003	156.2618149171551	0memhg38	True40
LP0026_22_L003	164.4057639065359	0memhg38	True40
LP0026_26_L004	161.524824544508	0memhg38	True40
LP0026_38_L004	164.11436782239502	0memhg38	True40
LP0026_42_L004	164.8756927697544	0memhg38	True40
LP0027_26_L003	163.32711713607543	0memhg38	True40
LP0027_35_L003	165.0216427107737	0memhg38	True40
LP0027_39_L003	166.61337340174651	0memhg38	True40
LP0028_01_L004	164.13899421556357	0memhg38	True40
LP0029_02_L004	168.39943528336468	0memhg38	True40
LP0029_04_L003	169.469722464152	0memhg38	True40
LP0029_05_L004	167.75520818504705	0memhg38	True40
LP0029_06_L003	166.00449001392914	0memhg38	True40
LP0030_03_L004	167.5094881661606	0memhg38	True40
LP0030_05_L004	168.73218336165763	0memhg38	True40
LP0020_01	169.55084088618938	0memhg38	TrueDI26830XA
LP0020_02	173.13255306499093	0memhg38	TrueDI26830XA
LP0020_03	173.15563393583835	0memhg38	TrueDI26830XA
LP0020_04	171.22280167052094	0memhg38	TrueDI26830XA
LP0020_05	169.42431838679406	0memhg38	TrueDI26830XA
LP0020_06	167.71276111896847	0memhg38	TrueDI26830XA
LP0020_07	167.17880963673332	0memhg38	TrueDI26830XA
LP0020_08	169.25895624736594	0memhg38	TrueDI26830XA
LP0025_01_L004	169.6727951027718	0memhg38	TrueDI26830XA
LP0025_02_L004	175.53492264165996	0memhg38	TrueDI26830XA
LP0025_03_L003	168.4958826061295	0memhg38	TrueDI26830XA
LP0025_04_L004	170.40945755521017	0memhg38	TrueDI26830XA
LP0025_05_L003	172.12977532778473	0memhg38	TrueDI26830XA
LP0025_06_L003	168.35639320768112	0memhg38	TrueDI26830XA
